Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Protein digestion and absorption	1/103	3.524905e-01	5.229214e-01	0	0	2.340421e+00	2.440431e+00	PRSS1
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	3.660450e-01	5.229214e-01	0	0	2.230492e+00	2.241643e+00	TCOF1
KEGG_2021_Human	Cell cycle	1/124	4.075629e-01	5.434172e-01	0	0	1.938780e+00	1.740171e+00	CHEK2
KEGG_2021_Human	Ubiquitin mediated proteolysis	1/140	4.463921e-01	5.442103e-01	0	0	1.714224e+00	1.382620e+00	FANCL
KEGG_2021_Human	Breast cancer	1/147	4.625788e-01	5.442103e-01	0	0	1.631457e+00	1.257753e+00	BRCA2
KEGG_2021_Human	Influenza A	1/172	5.166620e-01	5.740689e-01	0	0	1.391179e+00	9.186878e-01	PRSS1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	6.041841e-01	6.359833e-01	0	0	1.088648e+00	5.485440e-01	CHEK2
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	7.648608e-01	7.648608e-01	0	0	6.936924e-01	1.859522e-01	PRSS1
Reactome_2022	DNA Repair R-HSA-73894	31/310	7.864299e-35	7.707013e-33	0	0	4.116771e+01	3.232824e+03	ABRAXAS1;BRCA2;BRIP1;SLX4;EME1;CHEK2;UIMC1;PMS2;MUTYH;GEN1;BARD1;FANCM;FANCL;XRCC2;XRCC3;FANCA;FANCC;FANCB;FANCE;SPIDR;PALB2;FANCG;FANCF;MSH6;RAD51B;RAD51D;RAD51C;RAD51;MSH2;FANCD2;RAD9A
Reactome_2022	Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568	14/33	1.303201e-25	6.385686e-24	0	0	2.094421e+02	1.200099e+04	BARD1;GEN1;XRCC2;XRCC3;BRCA2;PALB2;SPIDR;RAD51B;BRIP1;RAD51D;SLX4;RAD51;RAD51C;EME1
Reactome_2022	Resolution Of D-Loop Structures R-HSA-5693537	14/34	2.208259e-25	7.213645e-24	0	0	1.989600e+02	1.129544e+04	BARD1;GEN1;XRCC2;XRCC3;BRCA2;PALB2;SPIDR;RAD51B;BRIP1;RAD51D;SLX4;RAD51;RAD51C;EME1
Reactome_2022	HDR Thru Homologous Recombination (HRR) R-HSA-5685942	15/67	1.733433e-22	3.803011e-21	0	0	8.304348e+01	4.161040e+03	GEN1;BARD1;XRCC2;XRCC3;BRCA2;SPIDR;PALB2;RAD51B;RAD51D;BRIP1;RAD51C;SLX4;RAD51;EME1;RAD9A
Reactome_2022	Diseases Of DNA Repair R-HSA-9675135	14/51	1.940312e-22	3.803011e-21	0	0	1.074541e+02	5.372060e+03	BARD1;XRCC2;BRCA2;PALB2;MSH6;RAD51B;RAD51D;BRIP1;RAD51C;RAD51;MSH2;PMS2;MUTYH;RAD9A
Reactome_2022	HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567	17/114	3.808505e-22	6.220558e-21	0	0	5.184228e+01	2.556843e+03	GEN1;BARD1;ABRAXAS1;XRCC2;XRCC3;BRCA2;SPIDR;PALB2;RAD51B;RAD51D;BRIP1;RAD51C;SLX4;RAD51;EME1;UIMC1;RAD9A
Reactome_2022	Homology Directed Repair R-HSA-5693538	17/119	8.219498e-22	1.150730e-20	0	0	4.928856e+01	2.392977e+03	GEN1;BARD1;ABRAXAS1;XRCC2;XRCC3;BRCA2;SPIDR;PALB2;RAD51B;RAD51D;BRIP1;RAD51C;SLX4;RAD51;EME1;UIMC1;RAD9A
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	18/149	1.087805e-21	1.332561e-20	0	0	4.119015e+01	1.988253e+03	GEN1;BARD1;ABRAXAS1;XRCC2;XRCC3;BRCA2;SPIDR;PALB2;RAD51B;RAD51D;BRIP1;RAD51C;SLX4;RAD51;EME1;CHEK2;UIMC1;RAD9A
Reactome_2022	Fanconi Anemia Pathway R-HSA-6783310	11/38	3.987002e-18	4.341402e-17	0	0	1.109990e+02	4.447007e+03	SLX4;EME1;FANCM;FANCL;FANCD2;FANCA;FANCC;FANCB;FANCE;FANCG;FANCF
Reactome_2022	Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554	10/27	7.806360e-18	7.650233e-17	0	0	1.581797e+02	6.230948e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2
Reactome_2022	Homologous DNA Pairing And Strand Exchange R-HSA-5693579	11/43	1.874228e-17	1.669767e-16	0	0	9.363185e+01	3.606301e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2;RAD9A
Reactome_2022	Impaired BRCA2 Binding To PALB2 R-HSA-9709603	9/24	3.246596e-16	2.651387e-15	0	0	1.592080e+02	5.677955e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;BRCA2;PALB2
Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	9/25	5.055750e-16	3.811258e-15	0	0	1.492500e+02	5.256710e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;BRCA2;PALB2
Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	10/41	9.897165e-16	6.928016e-15	0	0	8.668265e+01	2.994809e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;BRCA2;PALB2;RAD9A
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	9/40	6.432940e-14	4.202854e-13	0	0	7.697419e+01	2.338073e+03	BARD1;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;XRCC2;BRCA2;RAD9A
Reactome_2022	Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830	5/12	8.962396e-10	5.489467e-09	0	0	1.800090e+02	3.750095e+03	BRIP1;CIAPIN1;CIAO2B;CIAO3;CIAO1
Reactome_2022	Miscellaneous Transport And Binding Events R-HSA-5223345	5/23	3.672442e-08	2.117055e-07	0	0	6.996484e+01	1.197786e+03	LRRC8C;LRRC8D;LRRC8A;LRRC8B;LRRC8E
Reactome_2022	Impaired BRCA2 Binding To RAD51 R-HSA-9709570	5/35	3.405828e-07	1.854284e-06	0	0	4.195359e+01	6.247983e+02	BARD1;BRIP1;RAD51;BRCA2;RAD9A
Reactome_2022	Diseases Of Mismatch Repair (MMR) R-HSA-5423599	3/5	7.103334e-07	3.663825e-06	0	0	3.687778e+02	5.220983e+03	MSH6;MSH2;PMS2
Reactome_2022	G2/M DNA Damage Checkpoint R-HSA-69473	6/77	8.554936e-07	4.191919e-06	0	0	2.150054e+01	3.003967e+02	BARD1;BRIP1;ABRAXAS1;CHEK2;UIMC1;RAD9A
Reactome_2022	TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648	5/62	6.212070e-06	2.898966e-05	0	0	2.205085e+01	2.643681e+02	RAD51D;MSH2;FANCD2;PMS2;FANCC
Reactome_2022	HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	4/37	1.720305e-05	7.515967e-05	0	0	3.012576e+01	3.304923e+02	BARD1;BRIP1;RAD51;RAD9A
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	9/354	1.763951e-05	7.515967e-05	0	0	6.807304e+00	7.450846e+01	BARD1;RAD51D;BRIP1;MSH2;FANCD2;CHEK2;PMS2;FANCC;RAD9A
Reactome_2022	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	5/80	2.175285e-05	8.882413e-05	0	0	1.674346e+01	1.797539e+02	BARD1;BRIP1;ABRAXAS1;UIMC1;RAD9A
Reactome_2022	Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565	3/14	2.515944e-05	9.862501e-05	0	0	6.702020e+01	7.097625e+02	MSH6;MSH2;PMS2
Reactome_2022	Mismatch Repair R-HSA-5358508	3/15	3.135400e-05	1.181805e-04	0	0	6.143210e+01	6.370612e+02	MSH6;MSH2;PMS2
Reactome_2022	G2/M Checkpoints R-HSA-69481	6/148	3.749920e-05	1.361082e-04	0	0	1.071181e+01	1.091661e+02	BARD1;BRIP1;ABRAXAS1;CHEK2;UIMC1;RAD9A
Reactome_2022	Cell Cycle R-HSA-1640170	11/654	8.934129e-05	3.126945e-04	0	0	4.516564e+00	4.210814e+01	BARD1;PIF1;BRIP1;RAD51C;RAD51;ABRAXAS1;CHEK2;UIMC1;ATRX;BRCA2;RAD9A
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	4/60	1.180267e-04	3.988487e-04	0	0	1.773214e+01	1.603801e+02	BARD1;ABRAXAS1;CHEK2;UIMC1
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	4/61	1.259072e-04	4.112968e-04	0	0	1.742018e+01	1.564326e+02	BARD1;ABRAXAS1;CHEK2;UIMC1
Reactome_2022	Metalloprotease DUBs R-HSA-5689901	3/31	2.950841e-04	9.328464e-04	0	0	2.630688e+01	2.138289e+02	BARD1;ABRAXAS1;UIMC1
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	4/90	5.621217e-04	1.721498e-03	0	0	1.152907e+01	8.628116e+01	BARD1;BRIP1;CHEK2;RAD9A
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	6/271	9.837892e-04	2.921556e-03	0	0	5.704209e+00	3.949651e+01	BARD1;BRIP1;ABRAXAS1;CHEK2;UIMC1;RAD9A
Reactome_2022	Nonhomologous End-Joining (NHEJ) R-HSA-5693571	3/51	1.286895e-03	3.709286e-03	0	0	1.533025e+01	1.020308e+02	BARD1;ABRAXAS1;UIMC1
Reactome_2022	Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606	2/14	1.535005e-03	4.298014e-03	0	0	4.045528e+01	2.621188e+02	MSH2;PMS2
Reactome_2022	Meiotic Recombination R-HSA-912446	3/56	1.687332e-03	4.593293e-03	0	0	1.388050e+01	8.862155e+01	RAD51C;RAD51;BRCA2
Reactome_2022	Disease R-HSA-1643685	16/1736	2.129779e-03	5.641036e-03	0	0	2.489193e+00	1.531286e+01	BARD1;XRCC2;ATRX;BRCA2;PALB2;MSH6;RAD51B;HHAT;RAD51D;BRIP1;RAD51C;RAD51;MSH2;PMS2;MUTYH;RAD9A
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	4/157	4.334137e-03	1.117751e-02	0	0	6.458497e+00	3.514218e+01	BARD1;BRIP1;CHEK2;RAD9A
Reactome_2022	Meiosis R-HSA-1500620	3/88	6.066893e-03	1.524501e-02	0	0	8.640959e+00	4.411130e+01	RAD51C;RAD51;BRCA2
Reactome_2022	Reproduction R-HSA-1474165	3/113	1.201167e-02	2.942858e-02	0	0	6.668687e+00	2.948811e+01	RAD51C;RAD51;BRCA2
Reactome_2022	Regulation Of HMOX1 Expression And Activity R-HSA-9707587	1/5	2.082625e-02	4.746448e-02	0	0	5.997590e+01	2.321992e+02	BRIP1
Reactome_2022	Synthesis Of PI R-HSA-1483226	1/5	2.082625e-02	4.746448e-02	0	0	5.997590e+01	2.321992e+02	CHEK2
Reactome_2022	Diseases Of Base Excision Repair R-HSA-9605308	1/5	2.082625e-02	4.746448e-02	0	0	5.997590e+01	2.321992e+02	MUTYH
Reactome_2022	Generic Transcription Pathway R-HSA-212436	10/1190	2.714722e-02	6.046426e-02	0	0	2.145671e+00	7.738321e+00	BARD1;RAD51D;BRIP1;RAD51;MSH2;FANCD2;CHEK2;PMS2;FANCC;RAD9A
Reactome_2022	Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930	1/7	2.903626e-02	6.323452e-02	0	0	3.997992e+01	1.414973e+02	NUDT1
Reactome_2022	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	1/9	3.717825e-02	7.920583e-02	0	0	2.998193e+01	9.870145e+01	MUTYH
Reactome_2022	Regulation Of BACH1 Activity R-HSA-9708530	1/11	4.525277e-02	9.435685e-02	0	0	2.398313e+01	7.423958e+01	BRIP1
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	10/1312	4.785139e-02	9.769659e-02	0	0	1.931955e+00	5.872477e+00	BARD1;RAD51D;BRIP1;RAD51;MSH2;FANCD2;CHEK2;PMS2;FANCC;RAD9A
Reactome_2022	HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939	1/12	4.926491e-02	9.852982e-02	0	0	2.180175e+01	6.563512e+01	BRCA2
Reactome_2022	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	1/13	5.326038e-02	1.043904e-01	0	0	1.998394e+01	5.860414e+01	CHEK2
Reactome_2022	Telomere Maintenance R-HSA-157579	2/92	5.722838e-02	1.099683e-01	0	0	5.372900e+00	1.537028e+01	PIF1;ATRX
Reactome_2022	Purine Catabolism R-HSA-74259	1/17	6.907705e-02	1.301837e-01	0	0	1.498494e+01	4.004774e+01	NUDT1
Reactome_2022	Transport Of Small Molecules R-HSA-382551	6/706	7.641718e-02	1.395360e-01	0	0	2.111648e+00	5.430205e+00	ANO1;LRRC8C;LRRC8D;LRRC8A;LRRC8B;LRRC8E
Reactome_2022	Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	1/19	7.688718e-02	1.395360e-01	0	0	1.331861e+01	3.416777e+01	CHEK2
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	10/1449	8.164624e-02	1.454787e-01	0	0	1.735158e+00	4.347194e+00	BARD1;RAD51D;BRIP1;RAD51;MSH2;FANCD2;CHEK2;PMS2;FANCC;RAD9A
Reactome_2022	Chromosome Maintenance R-HSA-73886	2/118	8.809442e-02	1.541652e-01	0	0	4.163162e+00	1.011376e+01	PIF1;ATRX
Reactome_2022	Telomere Extension By Telomerase R-HSA-171319	1/23	9.231373e-02	1.587148e-01	0	0	1.089485e+01	2.595766e+01	PIF1
Reactome_2022	Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	2/136	1.117399e-01	1.874161e-01	0	0	3.600655e+00	7.891129e+00	RAD51B;RAD51C
Reactome_2022	Deubiquitination R-HSA-5688426	3/279	1.128321e-01	1.874161e-01	0	0	2.635534e+00	5.750351e+00	BARD1;ABRAXAS1;UIMC1
Reactome_2022	Transcriptional Regulation By E2F6 R-HSA-8953750	1/34	1.334355e-01	2.163721e-01	0	0	7.259219e+00	1.462106e+01	RAD51
Reactome_2022	Nucleotide Catabolism R-HSA-8956319	1/35	1.370813e-01	2.163721e-01	0	0	7.045358e+00	1.400040e+01	NUDT1
Reactome_2022	Regulation Of TP53 Degradation R-HSA-6804757	1/36	1.407119e-01	2.163721e-01	0	0	6.843718e+00	1.342081e+01	CHEK2
Reactome_2022	Activation Of ATR In Response To Replication Stress R-HSA-176187	1/36	1.407119e-01	2.163721e-01	0	0	6.843718e+00	1.342081e+01	RAD9A
Reactome_2022	Cleavage Of Damaged Purine R-HSA-110331	1/37	1.443274e-01	2.163721e-01	0	0	6.653280e+00	1.287856e+01	MUTYH
Reactome_2022	Regulation Of TP53 Expression And Degradation R-HSA-6806003	1/37	1.443274e-01	2.163721e-01	0	0	6.653280e+00	1.287856e+01	CHEK2
Reactome_2022	Resolution Of Abasic Sites (AP Sites) R-HSA-73933	1/38	1.479279e-01	2.163721e-01	0	0	6.473136e+00	1.237036e+01	MUTYH
Reactome_2022	Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	1.479279e-01	2.163721e-01	0	0	6.473136e+00	1.237036e+01	ATRX
Reactome_2022	Base-Excision Repair, AP Site Formation R-HSA-73929	1/44	1.692185e-01	2.438737e-01	0	0	5.568226e+00	9.892313e+00	MUTYH
Reactome_2022	Heme Signaling R-HSA-9707616	1/45	1.727155e-01	2.453061e-01	0	0	5.441402e+00	9.555698e+00	BRIP1
Reactome_2022	Inhibition Of DNA Recombination At Telomere R-HSA-9670095	1/48	1.831194e-01	2.563671e-01	0	0	5.093309e+00	8.646489e+00	ATRX
Reactome_2022	Extension Of Telomeres R-HSA-180786	1/50	1.899834e-01	2.622305e-01	0	0	4.884927e+00	8.112979e+00	PIF1
Reactome_2022	Ubiquitin Mediated Degradation Of Phosphorylated Cdc25A R-HSA-69601	1/51	1.933939e-01	2.632307e-01	0	0	4.786988e+00	7.865146e+00	CHEK2
Reactome_2022	Stabilization Of P53 R-HSA-69541	1/56	2.102352e-01	2.822336e-01	0	0	4.350712e+00	6.785058e+00	CHEK2
Reactome_2022	Cytoprotection By HMOX1 R-HSA-9707564	1/57	2.135615e-01	2.828247e-01	0	0	4.272806e+00	6.596486e+00	BRIP1
Reactome_2022	Hh Mutants Abrogate Ligand Secretion R-HSA-5387390	1/58	2.168740e-01	2.833820e-01	0	0	4.197633e+00	6.415824e+00	HHAT
Reactome_2022	Hedgehog Ligand Biogenesis R-HSA-5358346	1/64	2.364613e-01	3.049107e-01	0	0	3.796711e+00	5.474745e+00	HHAT
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	1/65	2.396785e-01	3.050453e-01	0	0	3.737199e+00	5.338427e+00	CHEK2
Reactome_2022	G1/S DNA Damage Checkpoints R-HSA-69615	1/67	2.460727e-01	3.091682e-01	0	0	3.623585e+00	5.080732e+00	CHEK2
Reactome_2022	Base Excision Repair R-HSA-73884	1/72	2.618266e-01	3.247975e-01	0	0	3.367555e+00	4.512769e+00	MUTYH
Reactome_2022	Nuclear Events Mediated By NFE2L2 R-HSA-9759194	1/78	2.803024e-01	3.433704e-01	0	0	3.104209e+00	3.948201e+00	BRIP1
Reactome_2022	Metabolism Of Nucleotides R-HSA-15869	1/95	3.302053e-01	3.946356e-01	0	0	2.540631e+00	2.815122e+00	NUDT1
Reactome_2022	UCH Proteinases R-HSA-5689603	1/95	3.302053e-01	3.946356e-01	0	0	2.540631e+00	2.815122e+00	BARD1
Reactome_2022	Stimuli-sensing Channels R-HSA-2672351	1/100	3.442207e-01	4.015908e-01	0	0	2.411707e+00	2.572019e+00	ANO1
Reactome_2022	KEAP1-NFE2L2 Pathway R-HSA-9755511	1/100	3.442207e-01	4.015908e-01	0	0	2.411707e+00	2.572019e+00	BRIP1
Reactome_2022	Glycerophospholipid Biosynthesis R-HSA-1483206	1/127	4.150429e-01	4.785200e-01	0	0	1.892331e+00	1.664066e+00	CHEK2
Reactome_2022	Signaling By Hedgehog R-HSA-5358351	1/135	4.345362e-01	4.951692e-01	0	0	1.778637e+00	1.482451e+00	HHAT
Reactome_2022	Ion Channel Transport R-HSA-983712	1/175	5.227792e-01	5.888777e-01	0	0	1.366985e+00	8.866213e-01	ANO1
Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	1/182	5.367567e-01	5.977518e-01	0	0	1.313652e+00	8.173681e-01	BRIP1
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	1/208	5.852210e-01	6.444007e-01	0	0	1.147139e+00	6.145979e-01	CHEK2
Reactome_2022	Hemostasis R-HSA-109582	2/576	7.008084e-01	7.631025e-01	0	0	8.218747e-01	2.921935e-01	RAD51B;RAD51C
Reactome_2022	Metabolism R-HSA-1430728	7/2049	7.699881e-01	8.292180e-01	0	0	7.957439e-01	2.079917e-01	BRIP1;CHEK2;NUDT1;CIAPIN1;CIAO2B;CIAO3;CIAO1
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	1/424	8.353159e-01	8.897930e-01	0	0	5.552138e-01	9.990812e-02	HHAT
Reactome_2022	Post-translational Protein Modification R-HSA-597592	3/1383	9.359993e-01	9.773566e-01	0	0	4.974772e-01	3.290343e-02	BARD1;ABRAXAS1;UIMC1
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	1/722	9.547248e-01	9.773566e-01	0	0	3.207560e-01	1.486131e-02	BRIP1
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	9.566597e-01	9.773566e-01	0	0	3.162033e-01	1.401018e-02	CHEK2
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	1/736	9.574106e-01	9.773566e-01	0	0	3.144169e-01	1.368435e-02	BRIP1
Reactome_2022	Metabolism Of Proteins R-HSA-392499	3/1890	9.887025e-01	9.988953e-01	0	0	3.538637e-01	4.020537e-03	BARD1;ABRAXAS1;UIMC1
Reactome_2022	Signal Transduction R-HSA-162582	1/2465	9.999812e-01	9.999812e-01	0	0	8.533485e-02	1.601406e-06	HHAT
