Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module_id,module_size
KEGG_2021_Human,Homologous recombination,7/41,8.299493472486643e-12,1.9918784333967943e-10,0,0,95.35704514363886,2433.018474827124,RAD52;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2,1,50
KEGG_2021_Human,Fanconi anemia pathway,4/54,9.96677383351584e-06,0.00011960128600219008,0,0,34.608695652173914,398.5625163721059,RAD51C;RAD51;BRCA2;PALB2,1,50
Reactome_2022,Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,8/33,1.1214261698227011e-14,1.149045500287764e-12,0,0,151.8095238095238,4876.363291125565,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2;SPIDR,1,50
Reactome_2022,Resolution Of D-Loop Structures R-HSA-5693537,8/34,1.4637522296659413e-14,1.149045500287764e-12,0,0,145.96336996336996,4649.690612130351,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2;SPIDR,1,50
Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,10/114,2.053268896825741e-13,1.0568093184734063e-11,0,0,47.70673076923077,1393.7126908206094,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Homology Directed Repair R-HSA-5693538,10/119,3.18072434167714e-13,1.0568093184734063e-11,0,0,45.50688073394495,1309.528628645342,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554,7/27,3.365634772208301e-13,1.0568093184734063e-11,0,0,162.22093023255815,4658.983433079515,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2,1,50
Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,10/149,3.089391664220749e-12,8.083908188044294e-11,0,0,35.631294964028775,944.3378821387524,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,HDR Thru Homologous Recombination (HRR) R-HSA-5685942,8/67,4.944295888991421e-12,1.1089349351023615e-10,0,0,64.21630347054077,1671.7293212443856,RAD51AP1;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,DNA Repair R-HSA-73894,12/310,1.1151629312747102e-11,2.0673913558372838e-10,0,0,20.825150123631225,525.1985303622624,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;NTHL1;XRCC2;XRCC3;ERCC5;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Homologous DNA Pairing And Strand Exchange R-HSA-5693579,7/43,1.185128802709271e-11,2.0673913558372838e-10,0,0,90.05038759689923,2265.5402910159933,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2,1,50
Reactome_2022,Impaired BRCA2 Binding To PALB2 R-HSA-9709603,6/24,2.326852454180505e-11,3.6531583530633935e-10,0,0,151.0,3697.071851544045,RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2,1,50
Reactome_2022,Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,6/25,3.0558916457961434e-11,4.361590803545405e-10,0,0,143.04545454545453,3463.3256555853736,RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2,1,50
Reactome_2022,Diseases Of DNA Repair R-HSA-9675135,7/51,4.194345703542488e-11,5.487602295468088e-10,0,0,73.64799154334038,1759.7965652643545,RAD51AP1;RAD51C;RAD51;NTHL1;XRCC2;BRCA2;PALB2,1,50
Reactome_2022,Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190,6/41,7.528214146454407e-10,9.0917663153334e-09,0,0,77.5909090909091,1629.9672086342566,RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2,1,50
Reactome_2022,Meiotic Recombination R-HSA-912446,5/56,2.759038080443561e-07,3.09406413306885e-06,0,0,43.35294117647059,654.7687287629624,PSMC3IP;RAD51C;RAD51;MND1;BRCA2,1,50
Reactome_2022,Meiosis R-HSA-1500620,5/88,2.6648782111628022e-06,2.7892391943504e-05,0,0,26.595716198125835,341.365384434583,PSMC3IP;RAD51C;RAD51;MND1;BRCA2,1,50
Reactome_2022,Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616,4/40,2.9552766795183957e-06,2.899865241777425e-05,0,0,48.10144927536232,612.4237213484249,RAD51;RAD51C;XRCC2;BRCA2,1,50
Reactome_2022,Reproduction R-HSA-1474165,5/113,9.11098681738206e-06,8.414264296052841e-05,0,0,20.41358024691358,236.92061516123388,PSMC3IP;RAD51C;RAD51;MND1;BRCA2,1,50
Reactome_2022,HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939,2/12,0.0003978405023918532,0.0034700532708622,0,0,83.08333333333333,650.4975835514635,RAD52;BRCA2,1,50
Reactome_2022,Cell Cycle R-HSA-1640170,7/654,0.0011390305697949,0.009411989445148,0,0,4.85679882103447,32.91733165347222,RNF168;PSMC3IP;RAD51C;RAD51;MND1;PDS5B;BRCA2,1,50
Reactome_2022,HATs Acetylate Histones R-HSA-3214847,3/106,0.0023667454978385,0.0185789521580322,0,0,12.299318322660609,74.36462396066707,MORF4L1;MORF4L2;USP22,1,50
Reactome_2022,Impaired BRCA2 Binding To RAD51 R-HSA-9709570,2/35,0.0034573756419477,0.0258479988469426,0,0,25.147727272727277,142.5183432834292,RAD51;BRCA2,1,50
Reactome_2022,HDR Thru Single Strand Annealing (SSA) R-HSA-5685938,2/37,0.0038576315924392,0.0275294618187708,0,0,23.70833333333333,131.76384828572083,RAD52;RAD51,1,50
