Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module_id,module_size
Reactome_2022,Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,8/33,1.1214261698227011e-14,1.149045500287764e-12,0,0,151.8095238095238,4876.363291125565,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2;SPIDR,1,50
Reactome_2022,Resolution Of D-Loop Structures R-HSA-5693537,8/34,1.4637522296659413e-14,1.149045500287764e-12,0,0,145.96336996336996,4649.690612130351,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2;SPIDR,1,50
Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,10/114,2.053268896825741e-13,1.0568093184734063e-11,0,0,47.70673076923077,1393.7126908206094,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Homology Directed Repair R-HSA-5693538,10/119,3.18072434167714e-13,1.0568093184734063e-11,0,0,45.50688073394495,1309.528628645342,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554,7/27,3.365634772208301e-13,1.0568093184734063e-11,0,0,162.22093023255815,4658.983433079515,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2,1,50
Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,10/149,3.089391664220749e-12,8.083908188044294e-11,0,0,35.631294964028775,944.3378821387524,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,HDR Thru Homologous Recombination (HRR) R-HSA-5685942,8/67,4.944295888991421e-12,1.1089349351023615e-10,0,0,64.21630347054077,1671.7293212443856,RAD51AP1;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,DNA Repair R-HSA-73894,12/310,1.1151629312747102e-11,2.0673913558372838e-10,0,0,20.825150123631225,525.1985303622624,RNF168;RAD51AP1;RAD52;RAD51C;RAD51;NTHL1;XRCC2;XRCC3;ERCC5;BRCA2;SPIDR;PALB2,1,50
Reactome_2022,Homologous DNA Pairing And Strand Exchange R-HSA-5693579,7/43,1.185128802709271e-11,2.0673913558372838e-10,0,0,90.05038759689923,2265.5402910159933,RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2,1,50
Reactome_2022,Impaired BRCA2 Binding To PALB2 R-HSA-9709603,6/24,2.326852454180505e-11,3.6531583530633935e-10,0,0,151.0,3697.071851544045,RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2,1,50
