gene_symbol	score	rank	method	disease
TAX1BP1	8.39706599774692e-05	1687	rwr	BC
NLRP3	8.39351316079592e-05	1688	rwr	BC
MAPK6	8.38832727311186e-05	1689	rwr	BC
COPA	8.38524511599754e-05	1690	rwr	BC
PA2G4	8.38338274663372e-05	1691	rwr	BC
PPM1G	8.37068053213359e-05	1692	rwr	BC
EEF1D	8.34270335543123e-05	1693	rwr	BC
SRSF7	8.33954263364262e-05	1694	rwr	BC
MED26	8.3327252283249e-05	1695	rwr	BC
ETFA	8.32994097711498e-05	1696	rwr	BC
CASP1	8.31107716192177e-05	1697	rwr	BC
SF3A3	8.30684661206998e-05	1698	rwr	BC
POLE2	8.3034694227057e-05	1699	rwr	BC
HOOK2	8.30022428725352e-05	1700	rwr	BC
PRIM2	8.29910644247374e-05	1701	rwr	BC
POLR2D	8.28744688408231e-05	1702	rwr	BC
KRT2	8.28568911040386e-05	1703	rwr	BC
DAP3	8.28264738610067e-05	1704	rwr	BC
OAF	8.26642144070779e-05	1705	rwr	BC
FTSJ3	8.26315214501178e-05	1706	rwr	BC
TRIM23	8.25290995221761e-05	1707	rwr	BC
ACP1	8.25232672820508e-05	1708	rwr	BC
ENO2	8.2480173114251e-05	1709	rwr	BC
TFAP2A	8.23444872173196e-05	1710	rwr	BC
PPL	8.23406370837842e-05	1711	rwr	BC
PDZRN4	8.23297431673045e-05	1712	rwr	BC
NGFR	8.23179456821605e-05	1713	rwr	BC
SRSF3	8.23131122859312e-05	1714	rwr	BC
GYPB	8.21427204467218e-05	1715	rwr	BC
EIF4E	8.21182295553296e-05	1716	rwr	BC
TNRC6B	8.1912968208757e-05	1717	rwr	BC
MRFAP1	8.18376295797517e-05	1718	rwr	BC
CDC25A	8.17970629111739e-05	1719	rwr	BC
IKBKE	8.1776502692652e-05	1720	rwr	BC
DLC1	8.17585497469469e-05	1721	rwr	BC
JAK1	8.16936135738305e-05	1722	rwr	BC
SNX3	8.16752270156409e-05	1723	rwr	BC
EIF3D	8.15594759170661e-05	1724	rwr	BC
RNASEH2C	8.14957823263435e-05	1725	rwr	BC
TUBB6	8.14727929240901e-05	1726	rwr	BC
OS9	8.13658221244142e-05	1727	rwr	BC
THOC2	8.13632144543272e-05	1728	rwr	BC
POLD2	8.12787115967031e-05	1729	rwr	BC
MAGED2	8.12716378138759e-05	1730	rwr	BC
FXR2	8.12411054648534e-05	1731	rwr	BC
PCK1	8.1204134190428e-05	1732	rwr	BC
TBC1D7	8.1055344998629e-05	1733	rwr	BC
MRPS26	8.10163048257473e-05	1734	rwr	BC
USP19	8.09760527841455e-05	1735	rwr	BC
ERC1	8.08928714929824e-05	1736	rwr	BC
MTDH	8.08753248662767e-05	1737	rwr	BC
EIF3I	8.08219567334659e-05	1738	rwr	BC
TSNAX	8.07628472677992e-05	1739	rwr	BC
UBA52	8.07386345439956e-05	1740	rwr	BC
STAT2	8.0686261461959e-05	1741	rwr	BC
ATG14	8.06647292292552e-05	1742	rwr	BC
ATF4	8.06109595452962e-05	1743	rwr	BC
MDK	8.04197480516975e-05	1744	rwr	BC
NR2C2	8.0308119450291e-05	1745	rwr	BC
RAD23B	8.00952562282472e-05	1746	rwr	BC
SF3B6	8.00799164755681e-05	1747	rwr	BC
IRF7	8.00461832680069e-05	1748	rwr	BC
VBP1	8.00354994711836e-05	1749	rwr	BC
SUPT20H	8.00278490513243e-05	1750	rwr	BC
RHOBTB1	8.00162263051923e-05	1751	rwr	BC
DYNLT1	7.9922914904268e-05	1752	rwr	BC
DERL1	7.98077668079468e-05	1753	rwr	BC
FAM83H	7.96445352596206e-05	1754	rwr	BC
USO1	7.9515868581054e-05	1755	rwr	BC
PSMB3	7.9473474707108e-05	1756	rwr	BC
PSMB7	7.93764620602094e-05	1757	rwr	BC
CDK3	7.92446730990609e-05	1758	rwr	BC
RNF7	7.92080905484186e-05	1759	rwr	BC
TSPAN5	7.91627565362546e-05	1760	rwr	BC
KIF5B	7.91231207357922e-05	1761	rwr	BC
HLA-DPA1	7.90123561252418e-05	1762	rwr	BC
CSTF2T	7.90058397526378e-05	1763	rwr	BC
RCOR3	7.8916118938925e-05	1764	rwr	BC
YIF1B	7.88705569565746e-05	1765	rwr	BC
PHF1	7.88573956960619e-05	1766	rwr	BC
IKZF5	7.87326212881459e-05	1767	rwr	BC
SREBF1	7.85938130786219e-05	1768	rwr	BC
ANKRD11	7.84895356105212e-05	1769	rwr	BC
FDPS	7.84377495233241e-05	1770	rwr	BC
KIF7	7.84251221218893e-05	1771	rwr	BC
IWS1	7.83543450489023e-05	1772	rwr	BC
FKBP4	7.8347842110523e-05	1773	rwr	BC
NIPBL	7.82719797669796e-05	1774	rwr	BC
TBC1D22B	7.82664337589953e-05	1775	rwr	BC
MAP1LC3C	7.8209084907775e-05	1776	rwr	BC
KDR	7.81763843217761e-05	1777	rwr	BC
HDAC7	7.80792517760446e-05	1778	rwr	BC
NDUFA10	7.80746381153244e-05	1779	rwr	BC
CLINT1	7.80376891106707e-05	1780	rwr	BC
ADNP	7.80019306591298e-05	1781	rwr	BC
ACTR2	7.7810719833358e-05	1782	rwr	BC
ABCE1	7.7786291588816e-05	1783	rwr	BC
MED14	7.76617848720967e-05	1784	rwr	BC
PTPN2	7.76503255638778e-05	1785	rwr	BC
TNRC6A	7.76229445121132e-05	1786	rwr	BC
GLMN	7.75163660024302e-05	1787	rwr	BC
RNF41	7.75147150690316e-05	1788	rwr	BC
SNAP29	7.74772956499454e-05	1789	rwr	BC
USP12	7.74459191408153e-05	1790	rwr	BC
ZMYM4	7.74256022645494e-05	1791	rwr	BC
WDR26	7.74015194996152e-05	1792	rwr	BC
EIF5B	7.73939764579009e-05	1793	rwr	BC
POLR1C	7.71846893089164e-05	1794	rwr	BC
MAP2K2	7.70970108187783e-05	1795	rwr	BC
CHMP4B	7.70900619578251e-05	1796	rwr	BC
DAPK1	7.7070734384945e-05	1797	rwr	BC
ACIN1	7.70570355369242e-05	1798	rwr	BC
STRN	7.70559896166756e-05	1799	rwr	BC
FAM120A	7.69525859538046e-05	1800	rwr	BC
PPARGC1A	7.69101656382393e-05	1801	rwr	BC
MED23	7.66365624543686e-05	1802	rwr	BC
ARHGEF7	7.6602002501331e-05	1803	rwr	BC
FBXL17	7.65647109539324e-05	1804	rwr	BC
CBX8	7.65378036060909e-05	1805	rwr	BC
MYD88	7.64632894275828e-05	1806	rwr	BC
NELFB	7.64229168739564e-05	1807	rwr	BC
MID2	7.62650702587869e-05	1808	rwr	BC
PHGDH	7.62281522043809e-05	1809	rwr	BC
PLD2	7.61207103545709e-05	1810	rwr	BC
BCLAF1	7.6065313190676e-05	1811	rwr	BC
TXLNA	7.60540889337504e-05	1812	rwr	BC
RRP1B	7.60270245296762e-05	1813	rwr	BC
CCDC47	7.60084670439198e-05	1814	rwr	BC
MMAB	7.59519240546649e-05	1815	rwr	BC
FLT4	7.59471169305637e-05	1816	rwr	BC
RNF169	7.58960267937587e-05	1817	rwr	BC
SETD2	7.58562052816844e-05	1818	rwr	BC
CCNT1	7.58279234758418e-05	1819	rwr	BC
THOC1	7.58155253060522e-05	1820	rwr	BC
RNF5	7.5716229199652e-05	1821	rwr	BC
RBM34	7.5690491212908e-05	1822	rwr	BC
CLU	7.55513470793279e-05	1823	rwr	BC
SHANK3	7.55012206992203e-05	1824	rwr	BC
PSMD10	7.54402156545024e-05	1825	rwr	BC
NEDD1	7.53505685644706e-05	1826	rwr	BC
PRRC2A	7.53400312560978e-05	1827	rwr	BC
CHD8	7.53383801000965e-05	1828	rwr	BC
MAP1S	7.52484185698541e-05	1829	rwr	BC
OTUD6A	7.5201011714363e-05	1830	rwr	BC
IRF3	7.51086106603937e-05	1831	rwr	BC
TNFSF8	7.50325279359477e-05	1832	rwr	BC
MYL6	7.50280490895161e-05	1833	rwr	BC
NFATC2	7.49958377657037e-05	1834	rwr	BC
E4F1	7.49530251417884e-05	1835	rwr	BC
UXT	7.47934170109577e-05	1836	rwr	BC
SND1	7.47161369904819e-05	1837	rwr	BC
SNRPN	7.46899592921696e-05	1838	rwr	BC
DDIT3	7.46897634959418e-05	1839	rwr	BC
RGS12	7.43907548365636e-05	1840	rwr	BC
SMG1	7.43141801012085e-05	1841	rwr	BC
EHMT1	7.42964166314312e-05	1842	rwr	BC
MARCKSL1	7.41395433124588e-05	1843	rwr	BC
FBXO33	7.40978727425532e-05	1844	rwr	BC
EXOSC10	7.40527961305672e-05	1845	rwr	BC
EPB41L3	7.40418697298596e-05	1846	rwr	BC
UBE2H	7.39460490119127e-05	1847	rwr	BC
POLR3A	7.38910519821135e-05	1848	rwr	BC
DENND6A	7.3826236726489e-05	1849	rwr	BC
KIFC1	7.37934221401788e-05	1850	rwr	BC
DDX23	7.37608460254361e-05	1851	rwr	BC
UBE3C	7.37059830713076e-05	1852	rwr	BC
PSMD13	7.37033217115398e-05	1853	rwr	BC
VAMP3	7.37001576638538e-05	1854	rwr	BC
TANK	7.36715148850098e-05	1855	rwr	BC
SEC63	7.36625353515351e-05	1856	rwr	BC
TCHP	7.36309632443286e-05	1857	rwr	BC
EIF2S2	7.36110923668289e-05	1858	rwr	BC
NEDD9	7.35835839597548e-05	1859	rwr	BC
ATF1	7.35751517467344e-05	1860	rwr	BC
C9ORF72	7.35432981710578e-05	1861	rwr	BC
ATP2A2	7.35259176970282e-05	1862	rwr	BC
ZNF408	7.34793391556795e-05	1863	rwr	BC
AP2A2	7.34557621039719e-05	1864	rwr	BC
AGO1	7.34367465963964e-05	1865	rwr	BC
MRPS34	7.34361647522383e-05	1866	rwr	BC
CASK	7.34020909208135e-05	1867	rwr	BC
YEATS2	7.32549523461362e-05	1868	rwr	BC
TTN	7.31809287952316e-05	1869	rwr	BC
NBR1	7.30938492281411e-05	1870	rwr	BC
SNRPD3	7.30803514645847e-05	1871	rwr	BC
NIF3L1	7.29939799219155e-05	1872	rwr	BC
NOL11	7.29795861690076e-05	1873	rwr	BC
MAK16	7.29449581186787e-05	1874	rwr	BC
CLTB	7.29439733020838e-05	1875	rwr	BC
LANCL2	7.29220794124235e-05	1876	rwr	BC
STX12	7.28516273656225e-05	1877	rwr	BC
KRT75	7.28427971873837e-05	1878	rwr	BC
USP3	7.27963047963923e-05	1879	rwr	BC
PPHLN1	7.27949367139406e-05	1880	rwr	BC
CEP63	7.27829942250136e-05	1881	rwr	BC
SUB1	7.27489851096011e-05	1882	rwr	BC
ANAPC16	7.27358648432918e-05	1883	rwr	BC
TRA2B	7.27267479011387e-05	1884	rwr	BC
TOMM40	7.27117204841337e-05	1885	rwr	BC
OCIAD1	7.27113078742029e-05	1886	rwr	BC
BPNT1	7.26477737245826e-05	1887	rwr	BC
BCL11A	7.25432629991374e-05	1888	rwr	BC
PBRM1	7.25031456837075e-05	1889	rwr	BC
POLR2I	7.23794517786238e-05	1890	rwr	BC
CDC34	7.23249684533378e-05	1891	rwr	BC
ZNRD2	7.22947848351188e-05	1892	rwr	BC
MRPL12	7.22869642323551e-05	1893	rwr	BC
RBM25	7.21988170718331e-05	1894	rwr	BC
XPO7	7.20264728463739e-05	1895	rwr	BC
SETD7	7.20043773271171e-05	1896	rwr	BC
NUP98	7.1991550127525e-05	1897	rwr	BC
DIRAS1	7.19841852256865e-05	1898	rwr	BC
UBA6	7.18146584490313e-05	1899	rwr	BC
RPS28	7.17965283515952e-05	1900	rwr	BC
ACTN2	7.17883117709112e-05	1901	rwr	BC
RPA4	7.16533371802741e-05	1902	rwr	BC
NOC2L	7.15761109586283e-05	1903	rwr	BC
HSPA4L	7.15349844593679e-05	1904	rwr	BC
PSMB6	7.14992837449049e-05	1905	rwr	BC
PES1	7.14473390326917e-05	1906	rwr	BC
MAP2K1	7.14268690878476e-05	1907	rwr	BC
GLI1	7.13664729952605e-05	1908	rwr	BC
CCHCR1	7.1355464234714e-05	1909	rwr	BC
ZMYM3	7.13376699989242e-05	1910	rwr	BC
DDA1	7.13094133927642e-05	1911	rwr	BC
TET2	7.12604064749616e-05	1912	rwr	BC
PCBP2	7.12283023098387e-05	1913	rwr	BC
YPEL5	7.11452935922023e-05	1914	rwr	BC
RAB21	7.10652475551784e-05	1915	rwr	BC
CPSF3	7.09744240424498e-05	1916	rwr	BC
UTP14A	7.09014842483279e-05	1917	rwr	BC
BANF1	7.07699624661109e-05	1918	rwr	BC
LAMTOR5	7.07006404845576e-05	1919	rwr	BC
PSMB5	7.06563803197441e-05	1920	rwr	BC
ATXN7	7.06498960068003e-05	1921	rwr	BC
INPPL1	7.06311473785712e-05	1922	rwr	BC
CNOT1	7.06217746848539e-05	1923	rwr	BC
TAF9B	7.0533620892281e-05	1924	rwr	BC
MOB1A	7.04093335210201e-05	1925	rwr	BC
RRP8	7.035270589628e-05	1926	rwr	BC
PAK4	7.03386108394625e-05	1927	rwr	BC
NR2F2	7.03307796911192e-05	1928	rwr	BC
PUF60	7.03078583040296e-05	1929	rwr	BC
ZNF597	7.02560367753073e-05	1930	rwr	BC
SEC62	7.01472969912433e-05	1931	rwr	BC
CDKAL1	7.00879339311323e-05	1932	rwr	BC
INTS6	7.00216678945558e-05	1933	rwr	BC
WDR6	6.99644890789493e-05	1934	rwr	BC
RASSF8	6.98930603772174e-05	1935	rwr	BC
ACAD9	6.98698389698593e-05	1936	rwr	BC
GDI1	6.98357180383266e-05	1937	rwr	BC
TPT1	6.98299364672328e-05	1938	rwr	BC
AGTRAP	6.97852965220314e-05	1939	rwr	BC
EIF3G	6.96811250709407e-05	1940	rwr	BC
ACLY	6.9666626189636e-05	1941	rwr	BC
EMC2	6.96076046196444e-05	1942	rwr	BC
UBXN7	6.96040818148304e-05	1943	rwr	BC
UNC119	6.9590623079557e-05	1944	rwr	BC
PDGFB	6.95659944172059e-05	1945	rwr	BC
PER1	6.95366304383691e-05	1946	rwr	BC
SPI1	6.94272737688684e-05	1947	rwr	BC
TFAP4	6.93121159017387e-05	1948	rwr	BC
MRFAP1L1	6.9290167143519e-05	1949	rwr	BC
IGF2BP2	6.9220665308122e-05	1950	rwr	BC
CEBPZ	6.91702611049194e-05	1951	rwr	BC
BCL2L11	6.91655188499158e-05	1952	rwr	BC
PPARA	6.90801305159026e-05	1953	rwr	BC
RIPK2	6.90667974889259e-05	1954	rwr	BC
FBXW8	6.90511140967315e-05	1955	rwr	BC
CARD10	6.89940556683482e-05	1956	rwr	BC
PCK2	6.89459094140757e-05	1957	rwr	BC
NR1I2	6.89363204234317e-05	1958	rwr	BC
WDR33	6.8898074658186e-05	1959	rwr	BC
SEC22B	6.87714041933371e-05	1960	rwr	BC
NLK	6.86413155697093e-05	1961	rwr	BC
CDC26	6.85149962349809e-05	1962	rwr	BC
ZYX	6.84157837220821e-05	1963	rwr	BC
UBASH3B	6.84125876324116e-05	1964	rwr	BC
UQCRC2	6.83690728845888e-05	1965	rwr	BC
SUPT3H	6.83529794653394e-05	1966	rwr	BC
STRN3	6.82517324384839e-05	1967	rwr	BC
AIP	6.81736770596016e-05	1968	rwr	BC
TCAF2	6.80378757083057e-05	1969	rwr	BC
MACROH2A2	6.80258420771513e-05	1970	rwr	BC
TAF6L	6.80091872177354e-05	1971	rwr	BC
ITM2B	6.79778856918014e-05	1972	rwr	BC
DKC1	6.79648251893229e-05	1973	rwr	BC
FBXO42	6.79515997748142e-05	1974	rwr	BC
COMMD3	6.79493280690459e-05	1975	rwr	BC
HOOK3	6.79309142884154e-05	1976	rwr	BC
UVRAG	6.78465588010786e-05	1977	rwr	BC
SRP14	6.7845903214361e-05	1978	rwr	BC
KRT1	6.78252297806574e-05	1979	rwr	BC
MTA3	6.77629892334154e-05	1980	rwr	BC
ACTR3	6.77541490628371e-05	1981	rwr	BC
TLE3	6.77494142973717e-05	1982	rwr	BC
CDC7	6.77409208316914e-05	1983	rwr	BC
BAZ1B	6.75901275100795e-05	1984	rwr	BC
MSN	6.75812848083328e-05	1985	rwr	BC
TRIM39	6.75324122293674e-05	1986	rwr	BC
NGB	6.74493665465061e-05	1987	rwr	BC
ECSIT	6.74201930434982e-05	1988	rwr	BC
VANGL2	6.73442457022777e-05	1989	rwr	BC
DZIP3	6.73328094830632e-05	1990	rwr	BC
ZNF263	6.73014261396537e-05	1991	rwr	BC
WNK1	6.72229189122932e-05	1992	rwr	BC
DAB2	6.72204386448204e-05	1993	rwr	BC
SYTL1	6.71779355576823e-05	1994	rwr	BC
TEX10	6.70948053193183e-05	1995	rwr	BC
PRMT6	6.70625223511566e-05	1996	rwr	BC
SETX	6.70503450564355e-05	1997	rwr	BC
RHOC	6.70157292173887e-05	1998	rwr	BC
PPP2R3A	6.69943905354202e-05	1999	rwr	BC
PDCD6	6.69576288763289e-05	2000	rwr	BC
RELB	6.69426505372205e-05	2001	rwr	BC
CD2BP2	6.68817374119551e-05	2002	rwr	BC
NPPA	6.67848539526742e-05	2003	rwr	BC
ZWINT	6.67789626493723e-05	2004	rwr	BC
ZGPAT	6.67758497453684e-05	2005	rwr	BC
EIF3L	6.67354432412455e-05	2006	rwr	BC
CCP110	6.66835736493103e-05	2007	rwr	BC
ZBTB33	6.66589275997781e-05	2008	rwr	BC
RPL26L1	6.65683465639904e-05	2009	rwr	BC
EYA1	6.65167220740511e-05	2010	rwr	BC
WAC	6.65066314883764e-05	2011	rwr	BC
STRAP	6.646054203293e-05	2012	rwr	BC
PSMB9	6.64307245917424e-05	2013	rwr	BC
ANK2	6.63308195912459e-05	2014	rwr	BC
FURIN	6.63090978470221e-05	2015	rwr	BC
MED28	6.62639160231132e-05	2016	rwr	BC
SNRPB2	6.60584232266965e-05	2017	rwr	BC
PRDM1	6.60319457726585e-05	2018	rwr	BC
MMGT1	6.6002590349373e-05	2019	rwr	BC
FBXO28	6.59930356730993e-05	2020	rwr	BC
CENPF	6.59801789698522e-05	2021	rwr	BC
SRSF2	6.59677446744683e-05	2022	rwr	BC
TAOK2	6.59641098553744e-05	2023	rwr	BC
MAP4K4	6.58525560163198e-05	2024	rwr	BC
TK1	6.58403420779461e-05	2025	rwr	BC
MRPL21	6.58389043895957e-05	2026	rwr	BC
MAPK7	6.58212775034557e-05	2027	rwr	BC
PSME4	6.57843936015335e-05	2028	rwr	BC
SCN2B	6.57402059685279e-05	2029	rwr	BC
TAF5L	6.57083155548699e-05	2030	rwr	BC
LMAN1	6.57081076840055e-05	2031	rwr	BC
SAP130	6.5704189798379e-05	2032	rwr	BC
CSTF3	6.56871881302749e-05	2033	rwr	BC
MED10	6.56777260670312e-05	2034	rwr	BC
AMER1	6.56071453930223e-05	2035	rwr	BC
CDCA2	6.55588092019853e-05	2036	rwr	BC
GTF3C4	6.55002322529916e-05	2037	rwr	BC
TJP2	6.54928839370324e-05	2038	rwr	BC
RAI14	6.53367860810202e-05	2039	rwr	BC
NOLC1	6.53210860307e-05	2040	rwr	BC
ZBTB2	6.52930318635713e-05	2041	rwr	BC
MPP7	6.52918731490032e-05	2042	rwr	BC
INTS1	6.52906122282971e-05	2043	rwr	BC
SS18	6.51874768895056e-05	2044	rwr	BC
LUC7L2	6.5179371893757e-05	2045	rwr	BC
PPP2R2B	6.51126438100206e-05	2046	rwr	BC
WDR1	6.50938115292696e-05	2047	rwr	BC
UNC93B1	6.50505557124971e-05	2048	rwr	BC
GPS2	6.50343560257451e-05	2049	rwr	BC
DPP9	6.4983493033729e-05	2050	rwr	BC
TRIM41	6.49585521022576e-05	2051	rwr	BC
SSX2IP	6.49268610554835e-05	2052	rwr	BC
ZFR	6.49067729702789e-05	2053	rwr	BC
PAFAH1B1	6.48816004972413e-05	2054	rwr	BC
TRIM63	6.48663149887074e-05	2055	rwr	BC
S100A8	6.48599690057441e-05	2056	rwr	BC
SLFN11	6.48413493292972e-05	2057	rwr	BC
RPGRIP1	6.47517525106264e-05	2058	rwr	BC
UBR2	6.47034701704749e-05	2059	rwr	BC
BCAS2	6.45750007645653e-05	2060	rwr	BC
GEMIN4	6.44500939109809e-05	2061	rwr	BC
TPM3	6.44393757859362e-05	2062	rwr	BC
CEP131	6.44352154301509e-05	2063	rwr	BC
RBM8A	6.44226422271552e-05	2064	rwr	BC
AVP	6.44210644847181e-05	2065	rwr	BC
RPS6KB2	6.43981759024502e-05	2066	rwr	BC
NDUFAF8	6.4395312268706e-05	2067	rwr	BC
TCOF1	6.43695933008622e-05	2068	rwr	BC
GSN	6.43353564377521e-05	2069	rwr	BC
CENPE	6.4306054068532e-05	2070	rwr	BC
FOXR1	6.4255659914984e-05	2071	rwr	BC
EIF6	6.41119355763958e-05	2072	rwr	BC
CEP55	6.41069188290774e-05	2073	rwr	BC
SRP68	6.40276528246079e-05	2074	rwr	BC
IPO7	6.38330867024092e-05	2075	rwr	BC
DET1	6.37972020586347e-05	2076	rwr	BC
ARL10	6.37399737907764e-05	2077	rwr	BC
PSME1	6.37009406675176e-05	2078	rwr	BC
DHX30	6.36535477717931e-05	2079	rwr	BC
STIM1	6.36084717509592e-05	2080	rwr	BC
NAPA	6.35894015501624e-05	2081	rwr	BC
SLC25A6	6.35884004483349e-05	2082	rwr	BC
CDK11B	6.35549909398291e-05	2083	rwr	BC
MIF	6.3525025989393e-05	2084	rwr	BC
SEC31A	6.3509770400383e-05	2085	rwr	BC
TADA2A	6.34918538426133e-05	2086	rwr	BC
MAP3K2	6.34255011232219e-05	2087	rwr	BC
MDH2	6.34169336072796e-05	2088	rwr	BC
RPL29	6.33648385884841e-05	2089	rwr	BC
NUP107	6.33245632743872e-05	2090	rwr	BC
CHAF1B	6.33069983444175e-05	2091	rwr	BC
DPF3	6.33004430541155e-05	2092	rwr	BC
TPI1	6.32250717431196e-05	2093	rwr	BC
MED19	6.32079168489236e-05	2094	rwr	BC
ACTA2	6.31824859659596e-05	2095	rwr	BC
PRKCSH	6.31067540519304e-05	2096	rwr	BC
DPF2	6.30998234083079e-05	2097	rwr	BC
ENPP1	6.30462808679091e-05	2098	rwr	BC
BCL2L2	6.30410706033186e-05	2099	rwr	BC
FOXA1	6.30382873798754e-05	2100	rwr	BC
DHPS	6.29755980093043e-05	2101	rwr	BC
STX8	6.29210727562167e-05	2102	rwr	BC
HERC5	6.29169789842805e-05	2103	rwr	BC
FAM20C	6.29090254246809e-05	2104	rwr	BC
DNM1L	6.28994366691401e-05	2105	rwr	BC
FLOT2	6.28719728587257e-05	2106	rwr	BC
ASPM	6.28337201899911e-05	2107	rwr	BC
EPHA7	6.28318328265019e-05	2108	rwr	BC
NUP43	6.28070083672198e-05	2109	rwr	BC
ERLIN2	6.28052618984913e-05	2110	rwr	BC
MPDZ	6.27654603592316e-05	2111	rwr	BC
EGLN1	6.27440846650029e-05	2112	rwr	BC
VASP	6.27144601331824e-05	2113	rwr	BC
PFDN6	6.26640785436156e-05	2114	rwr	BC
SAV1	6.26493696612434e-05	2115	rwr	BC
NEFM	6.2569135899073e-05	2116	rwr	BC
RANGAP1	6.24855974114597e-05	2117	rwr	BC
UBE4A	6.24483070741813e-05	2118	rwr	BC
CDR2	6.2414784424836e-05	2119	rwr	BC
TRIP4	6.23453034731042e-05	2120	rwr	BC
TADA1	6.23207576289412e-05	2121	rwr	BC
MAEA	6.22282055196702e-05	2122	rwr	BC
SCFD1	6.22209062548472e-05	2123	rwr	BC
EFNB2	6.22160439509176e-05	2124	rwr	BC
ETS1	6.2209745797656e-05	2125	rwr	BC
TBL1X	6.21752197355857e-05	2126	rwr	BC
NFYA	6.21305517811589e-05	2127	rwr	BC
DNAJB4	6.20821928372288e-05	2128	rwr	BC
TSC22D4	6.20671221984403e-05	2129	rwr	BC
KRR1	6.20669802526604e-05	2130	rwr	BC
CD2AP	6.20215592047e-05	2131	rwr	BC
MED6	6.20143437774407e-05	2132	rwr	BC
PRKACB	6.19836042379669e-05	2133	rwr	BC
NDUFS1	6.19793442723376e-05	2134	rwr	BC
PSMC3IP	6.19456424162517e-05	2135	rwr	BC
GIT2	6.19237698408927e-05	2136	rwr	BC
OXLD1	6.18803014288141e-05	2137	rwr	BC
POLK	6.18655251667948e-05	2138	rwr	BC
SUPT7L	6.18362150448998e-05	2139	rwr	BC
SEC61A1	6.17979865673844e-05	2140	rwr	BC
PTPN3	6.17837395930526e-05	2141	rwr	BC
PRC1	6.17727100698743e-05	2142	rwr	BC
TES	6.16939509842255e-05	2143	rwr	BC
KLHL20	6.16747305156616e-05	2144	rwr	BC
FNTB	6.16144006531856e-05	2145	rwr	BC
AKAP9	6.15987008717632e-05	2146	rwr	BC
EIF3C	6.14041510246995e-05	2147	rwr	BC
OTUD7B	6.13878911689565e-05	2148	rwr	BC
DAZAP2	6.1342690293089e-05	2149	rwr	BC
SASS6	6.12821369573308e-05	2150	rwr	BC
ATF6	6.12447351078894e-05	2151	rwr	BC
WASL	6.12320599617156e-05	2152	rwr	BC
ELL	6.12228469520637e-05	2153	rwr	BC
MIB2	6.11887055296656e-05	2154	rwr	BC
FAM117B	6.1165010589506e-05	2155	rwr	BC
RNF123	6.11070066972479e-05	2156	rwr	BC
PIAS3	6.09792508444264e-05	2157	rwr	BC
MED12	6.09781305425012e-05	2158	rwr	BC
IRF5	6.0908473024963e-05	2159	rwr	BC
ICE2	6.08930860308182e-05	2160	rwr	BC
FLOT1	6.08644002871602e-05	2161	rwr	BC
STAM2	6.08020666929142e-05	2162	rwr	BC
SIK2	6.07651882897645e-05	2163	rwr	BC
NPM3	6.06683782020993e-05	2164	rwr	BC
ANTXR1	6.06397974670985e-05	2165	rwr	BC
RAB8A	6.05572700485846e-05	2166	rwr	BC
STAP2	6.04822001909092e-05	2167	rwr	BC
STAT6	6.04435746942651e-05	2168	rwr	BC
LEMD3	6.03895164539318e-05	2169	rwr	BC
RNF181	6.03588516537167e-05	2170	rwr	BC
DDX54	6.03439591757147e-05	2171	rwr	BC
PLOD3	6.03416212135642e-05	2172	rwr	BC
DEFA1	6.03188647122452e-05	2173	rwr	BC
KRT17	6.02587637944249e-05	2174	rwr	BC
MSL1	6.01425536011107e-05	2175	rwr	BC
HDAC9	6.00128337206408e-05	2176	rwr	BC
PPP1R10	6.00120210661611e-05	2177	rwr	BC
MYO1B	5.99950520579584e-05	2178	rwr	BC
HDGF	5.99828134910724e-05	2179	rwr	BC
ORC5	5.9862969951427e-05	2180	rwr	BC
PCNT	5.98588786083757e-05	2181	rwr	BC
CETN2	5.98362155085808e-05	2182	rwr	BC
AHCY	5.98196791474456e-05	2183	rwr	BC
HBM	5.98048723601762e-05	2184	rwr	BC
CD40	5.979958346713e-05	2185	rwr	BC
DPY30	5.97581602554298e-05	2186	rwr	BC
ZBTB17	5.97137770355012e-05	2187	rwr	BC
ESYT2	5.96958083098502e-05	2188	rwr	BC
CDK2AP1	5.96865774787288e-05	2189	rwr	BC
LLGL1	5.96714541328287e-05	2190	rwr	BC
GOPC	5.96664059988067e-05	2191	rwr	BC
GATA1	5.9665746370838e-05	2192	rwr	BC
GEMIN5	5.96221396077152e-05	2193	rwr	BC
MFAP3	5.95661039237674e-05	2194	rwr	BC
FHL1	5.95385175783295e-05	2195	rwr	BC
ARHGEF12	5.95303663643485e-05	2196	rwr	BC
MARK3	5.94849892170391e-05	2197	rwr	BC
SORBS2	5.9457150678413e-05	2198	rwr	BC
LBR	5.93556869583733e-05	2199	rwr	BC
SDC1	5.92936234219396e-05	2200	rwr	BC
LTBR	5.92814443401031e-05	2201	rwr	BC
SAMHD1	5.92272577711566e-05	2202	rwr	BC
PPP1R13B	5.9210064296924e-05	2203	rwr	BC
RPS21	5.91454168193364e-05	2204	rwr	BC
NISCH	5.90687825939447e-05	2205	rwr	BC
SHB	5.90661559217854e-05	2206	rwr	BC
STAMBP	5.90616951220962e-05	2207	rwr	BC
PRKAR2A	5.90104055195221e-05	2208	rwr	BC
TBL3	5.89935834191771e-05	2209	rwr	BC
CHTF18	5.89316461472612e-05	2210	rwr	BC
