Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554	7/27	3.365635e-13	1.056809e-11	0	0	1.622209e+02	4.658983e+03	RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	10/149	3.089392e-12	8.083908e-11	0	0	3.563129e+01	9.443379e+02	RNF168;RAD51AP1;RAD52;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2
Reactome_2022	HDR Thru Homologous Recombination (HRR) R-HSA-5685942	8/67	4.944296e-12	1.108935e-10	0	0	6.421630e+01	1.671729e+03	RAD51AP1;RAD51C;RAD51;XRCC2;XRCC3;BRCA2;SPIDR;PALB2
Reactome_2022	DNA Repair R-HSA-73894	12/310	1.115163e-11	2.067391e-10	0	0	2.082515e+01	5.251985e+02	RNF168;RAD51AP1;RAD52;RAD51C;RAD51;NTHL1;XRCC2;XRCC3;ERCC5;BRCA2;SPIDR;PALB2
Reactome_2022	Homologous DNA Pairing And Strand Exchange R-HSA-5693579	7/43	1.185129e-11	2.067391e-10	0	0	9.005039e+01	2.265540e+03	RAD51AP1;RAD51;RAD51C;XRCC2;XRCC3;BRCA2;PALB2
Reactome_2022	Impaired BRCA2 Binding To PALB2 R-HSA-9709603	6/24	2.326852e-11	3.653158e-10	0	0	1.510000e+02	3.697072e+03	RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2
Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	6/25	3.055892e-11	4.361591e-10	0	0	1.430455e+02	3.463326e+03	RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2
Reactome_2022	Diseases Of DNA Repair R-HSA-9675135	7/51	4.194346e-11	5.487602e-10	0	0	7.364799e+01	1.759797e+03	RAD51AP1;RAD51C;RAD51;NTHL1;XRCC2;BRCA2;PALB2
Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	6/41	7.528214e-10	9.091766e-09	0	0	7.759091e+01	1.629967e+03	RAD51AP1;RAD51;RAD51C;XRCC2;BRCA2;PALB2
Reactome_2022	Meiotic Recombination R-HSA-912446	5/56	2.759038e-07	3.094064e-06	0	0	4.335294e+01	6.547687e+02	PSMC3IP;RAD51C;RAD51;MND1;BRCA2
Reactome_2022	Meiosis R-HSA-1500620	5/88	2.664878e-06	2.789239e-05	0	0	2.659572e+01	3.413654e+02	PSMC3IP;RAD51C;RAD51;MND1;BRCA2
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	4/40	2.955277e-06	2.899865e-05	0	0	4.810145e+01	6.124237e+02	RAD51;RAD51C;XRCC2;BRCA2
Reactome_2022	Reproduction R-HSA-1474165	5/113	9.110987e-06	8.414264e-05	0	0	2.041358e+01	2.369206e+02	PSMC3IP;RAD51C;RAD51;MND1;BRCA2
Reactome_2022	HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939	2/12	3.978405e-04	3.470053e-03	0	0	8.308333e+01	6.504976e+02	RAD52;BRCA2
Reactome_2022	Cell Cycle R-HSA-1640170	7/654	1.139031e-03	9.411989e-03	0	0	4.856799e+00	3.291733e+01	RNF168;PSMC3IP;RAD51C;RAD51;MND1;PDS5B;BRCA2
Reactome_2022	HATs Acetylate Histones R-HSA-3214847	3/106	2.366745e-03	1.857895e-02	0	0	1.229932e+01	7.436462e+01	MORF4L1;MORF4L2;USP22
Reactome_2022	Impaired BRCA2 Binding To RAD51 R-HSA-9709570	2/35	3.457376e-03	2.584800e-02	0	0	2.514773e+01	1.425183e+02	RAD51;BRCA2
Reactome_2022	HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	2/37	3.857632e-03	2.752946e-02	0	0	2.370833e+01	1.317638e+02	RAD52;RAD51
Reactome_2022	Diseases Of Base Excision Repair R-HSA-9605308	1/5	1.243878e-02	8.490817e-02	0	0	1.017653e+02	4.464379e+02	NTHL1
Reactome_2022	SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214	2/76	1.551716e-02	1.015081e-01	0	0	1.119144e+01	4.662140e+01	RNF168;RAD52
Reactome_2022	Chromatin Modifying Enzymes R-HSA-3247509	3/238	2.163462e-02	1.295573e-01	0	0	5.354912e+00	2.052784e+01	MORF4L1;MORF4L2;USP22
Reactome_2022	EPH-Ephrin Signaling R-HSA-2682334	2/91	2.177361e-02	1.295573e-01	0	0	9.298221e+00	3.558482e+01	EFNB3;MYH14
Reactome_2022	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	1/9	2.228056e-02	1.295573e-01	0	0	5.087245e+01	1.935209e+02	NTHL1
Reactome_2022	Cohesin Loading Onto Chromatin R-HSA-2470946	1/10	2.472595e-02	1.386419e-01	0	0	4.521769e+01	1.673010e+02	PDS5B
Reactome_2022	Disease R-HSA-1643685	9/1736	2.661335e-02	1.421653e-01	0	0	2.316254e+00	8.399530e+00	RAD51AP1;CNKSR1;RAD51C;RNASEH2A;RAD51;NTHL1;XRCC2;BRCA2;PALB2
Reactome_2022	Establishment Of Sister Chromatid Cohesion R-HSA-2468052	1/11	2.716534e-02	1.421653e-01	0	0	4.069388e+01	1.467345e+02	PDS5B
Reactome_2022	Mitotic Telophase/Cytokinesis R-HSA-68884	1/13	3.202621e-02	1.621973e-01	0	0	3.390816e+01	1.166848e+02	PDS5B
Reactome_2022	EPHA-mediated Growth Cone Collapse R-HSA-3928663	1/15	3.686328e-02	1.808605e-01	0	0	2.906122e+01	9.591772e+01	MYH14
Reactome_2022	RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476	1/17	4.167665e-02	1.961841e-01	0	0	2.542602e+01	8.079917e+01	NKIRAS1
Reactome_2022	Ephrin Signaling R-HSA-3928664	1/18	4.407449e-02	1.961841e-01	0	0	2.392917e+01	7.470386e+01	EFNB3
Reactome_2022	RHO GTPases Activate ROCKs R-HSA-5627117	1/19	4.646646e-02	1.961841e-01	0	0	2.259864e+01	6.935578e+01	MYH14
Reactome_2022	RHO GTPases Activate CIT R-HSA-5625900	1/19	4.646646e-02	1.961841e-01	0	0	2.259864e+01	6.935578e+01	MYH14
Reactome_2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	1/19	4.646646e-02	1.961841e-01	0	0	2.259864e+01	6.935578e+01	RNASEH2A
Reactome_2022	Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572	1/20	4.885255e-02	1.961841e-01	0	0	2.140816e+01	6.463015e+01	MYH14
Reactome_2022	Interleukin-37 Signaling R-HSA-9008059	1/21	5.123279e-02	1.961841e-01	0	0	2.033673e+01	6.042807e+01	PTPN9
Reactome_2022	RHO GTPases Activate PAKs R-HSA-5627123	1/21	5.123279e-02	1.961841e-01	0	0	2.033673e+01	6.042807e+01	MYH14
Reactome_2022	ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322	1/21	5.123279e-02	1.961841e-01	0	0	2.033673e+01	6.042807e+01	NKIRAS1
Reactome_2022	Interleukin-1 Family Signaling R-HSA-446652	2/152	5.544919e-02	2.072743e-01	0	0	5.500000e+00	1.590759e+01	NKIRAS1;PTPN9
Reactome_2022	Sema4D In Semaphorin Signaling R-HSA-400685	1/24	5.833855e-02	2.130036e-01	0	0	1.768146e+01	5.024172e+01	MYH14
Reactome_2022	TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	6.069553e-02	2.165727e-01	0	0	1.694388e+01	4.747480e+01	NKIRAS1
Reactome_2022	Synthesis Of PC R-HSA-1483191	1/27	6.539215e-02	2.256386e-01	0	0	1.563893e+01	4.265289e+01	STARD7
Reactome_2022	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	2/168	6.611066e-02	2.256386e-01	0	0	4.965863e+00	1.348940e+01	RNF168;RAD52
Reactome_2022	SUMOylation R-HSA-2990846	2/174	7.027299e-02	2.347417e-01	0	0	4.791182e+00	1.272235e+01	RNF168;RAD52
Reactome_2022	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	1/33	7.934437e-02	2.592359e-01	0	0	1.270281e+01	3.218838e+01	CNKSR1
Reactome_2022	Transcriptional Regulation By E2F6 R-HSA-8953750	1/34	8.164980e-02	2.592359e-01	0	0	1.231725e+01	3.085861e+01	RAD51
Reactome_2022	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	1/36	8.624372e-02	2.592359e-01	0	0	1.161224e+01	2.845671e+01	RNASEH2A
Reactome_2022	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569	1/36	8.624372e-02	2.592359e-01	0	0	1.161224e+01	2.845671e+01	ARL4C
Reactome_2022	MAP2K And MAPK Activation R-HSA-5674135	1/37	8.853223e-02	2.592359e-01	0	0	1.128912e+01	2.736920e+01	CNKSR1
Reactome_2022	Ub-specific Processing Proteases R-HSA-5689880	2/201	8.999904e-02	2.592359e-01	0	0	4.135469e+00	9.958029e+00	USP44;USP22
Reactome_2022	Resolution Of Abasic Sites (AP Sites) R-HSA-73933	1/38	9.081512e-02	2.592359e-01	0	0	1.098345e+01	2.634853e+01	NTHL1
Reactome_2022	Signaling By RAF1 Mutants R-HSA-9656223	1/38	9.081512e-02	2.592359e-01	0	0	1.098345e+01	2.634853e+01	CNKSR1
Reactome_2022	NGF-stimulated Transcription R-HSA-9031628	1/39	9.309240e-02	2.609912e-01	0	0	1.069388e+01	2.538901e+01	RNASEH2A
Reactome_2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	1/41	9.763021e-02	2.613808e-01	0	0	1.015816e+01	2.363366e+01	CNKSR1
Reactome_2022	Dual Incision In GG-NER R-HSA-5696400	1/41	9.763021e-02	2.613808e-01	0	0	1.015816e+01	2.363366e+01	ERCC5
Reactome_2022	Cleavage Of Damaged Pyrimidine R-HSA-110329	1/42	9.989077e-02	2.613808e-01	0	0	9.909905e+00	2.282923e+01	NTHL1
Reactome_2022	Formation Of Incision Complex In GG-NER R-HSA-5696395	1/42	9.989077e-02	2.613808e-01	0	0	9.909905e+00	2.282923e+01	ERCC5
Reactome_2022	Signaling By Interleukins R-HSA-449147	3/453	1.039086e-01	2.629813e-01	0	0	2.765957e+00	6.262802e+00	RNASEH2A;NKIRAS1;PTPN9
Reactome_2022	Base-Excision Repair, AP Site Formation R-HSA-73929	1/44	1.043952e-01	2.629813e-01	0	0	9.448030e+00	2.134850e+01	NTHL1
Reactome_2022	TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989	1/45	1.066392e-01	2.629813e-01	0	0	9.232839e+00	2.066590e+01	NKIRAS1
Reactome_2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	1/46	1.088776e-01	2.629813e-01	0	0	9.027211e+00	2.001812e+01	ARL4C
Reactome_2022	XBP1(S) Activates Chaperone Genes R-HSA-381038	1/46	1.088776e-01	2.629813e-01	0	0	9.027211e+00	2.001812e+01	TATDN2
Reactome_2022	IRE1alpha Activates Chaperones R-HSA-381070	1/48	1.133380e-01	2.691151e-01	0	0	8.642206e+00	1.881737e+01	TATDN2
Reactome_2022	EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	1/49	1.155600e-01	2.691151e-01	0	0	8.461735e+00	1.826013e+01	EFNB3
Reactome_2022	Complex I Biogenesis R-HSA-6799198	1/51	1.199876e-01	2.691151e-01	0	0	8.122449e+00	1.722257e+01	NDUFAF5
Reactome_2022	Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	1/51	1.199876e-01	2.691151e-01	0	0	8.122449e+00	1.722257e+01	RNASEH2A
Reactome_2022	Nonhomologous End-Joining (NHEJ) R-HSA-5693571	1/51	1.199876e-01	2.691151e-01	0	0	8.122449e+00	1.722257e+01	RNF168
Reactome_2022	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	1/55	1.287778e-01	2.808071e-01	0	0	7.519274e+00	1.541201e+01	RNASEH2A
Reactome_2022	ECM Proteoglycans R-HSA-3000178	1/55	1.287778e-01	2.808071e-01	0	0	7.519274e+00	1.541201e+01	TNXB
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	1/60	1.396445e-01	2.909253e-01	0	0	6.880318e+00	1.354497e+01	RNF168
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	1/61	1.418019e-01	2.909253e-01	0	0	6.765306e+00	1.321484e+01	RNF168
Reactome_2022	Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725	1/61	1.418019e-01	2.909253e-01	0	0	6.765306e+00	1.321484e+01	RNASEH2A
Reactome_2022	RHO GTPases Activate PKNs R-HSA-5625740	1/62	1.439539e-01	2.909253e-01	0	0	6.654065e+00	1.289732e+01	MYH14
Reactome_2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	1/62	1.439539e-01	2.909253e-01	0	0	6.654065e+00	1.289732e+01	CNKSR1
Reactome_2022	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	1/63	1.461007e-01	2.909253e-01	0	0	6.546412e+00	1.259176e+01	NKIRAS1
Reactome_2022	Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176	1/64	1.482422e-01	2.909253e-01	0	0	6.442177e+00	1.229752e+01	WTIP
Reactome_2022	Semaphorin Interactions R-HSA-373755	1/64	1.482422e-01	2.909253e-01	0	0	6.442177e+00	1.229752e+01	MYH14
Reactome_2022	Dual Incision In TC-NER R-HSA-6782135	1/65	1.503784e-01	2.914742e-01	0	0	6.341199e+00	1.201404e+01	ERCC5
Reactome_2022	Deubiquitination R-HSA-5688426	2/279	1.540490e-01	2.949475e-01	0	0	2.959236e+00	5.535205e+00	USP44;USP22
Reactome_2022	Base Excision Repair R-HSA-73884	1/72	1.651857e-01	3.124597e-01	0	0	5.713998e+00	1.028911e+01	NTHL1
Reactome_2022	Cellular Response To Hypoxia R-HSA-1234174	1/73	1.672803e-01	3.126548e-01	0	0	5.634354e+00	1.007470e+01	WTIP
Reactome_2022	G2/M DNA Damage Checkpoint R-HSA-69473	1/77	1.756072e-01	3.205852e-01	0	0	5.336735e+00	9.283280e+00	RNF168
Reactome_2022	Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827	1/77	1.756072e-01	3.205852e-01	0	0	5.336735e+00	9.283280e+00	ERCC5
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	1/78	1.776761e-01	3.206339e-01	0	0	5.267161e+00	9.100564e+00	CNKSR1
Reactome_2022	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	1/80	1.817988e-01	3.242942e-01	0	0	5.133299e+00	8.751530e+00	RNF168
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	1/81	1.838525e-01	3.242942e-01	0	0	5.068878e+00	8.584761e+00	NKIRAS1
Reactome_2022	Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399	1/82	1.859011e-01	3.242942e-01	0	0	5.006047e+00	8.422875e+00	ERCC5
Reactome_2022	Unfolded Protein Response (UPR) R-HSA-381119	1/89	2.001013e-01	3.445791e-01	0	0	4.606215e+00	7.411084e+00	TATDN2
Reactome_2022	Respiratory Electron Transport R-HSA-611105	1/90	2.021100e-01	3.445791e-01	0	0	4.554231e+00	7.281956e+00	NDUFAF5
Reactome_2022	Signaling By TGF-beta Receptor Complex R-HSA-170834	1/91	2.041138e-01	3.445791e-01	0	0	4.503401e+00	7.156255e+00	RNASEH2A
Reactome_2022	MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871	1/96	2.140587e-01	3.575236e-01	0	0	4.265306e+00	6.574990e+00	NKIRAS1
Reactome_2022	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138	1/101	2.238819e-01	3.619115e-01	0	0	4.051020e+00	6.062906e+00	NKIRAS1
Reactome_2022	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155	1/102	2.258320e-01	3.619115e-01	0	0	4.010709e+00	5.967791e+00	NKIRAS1
Reactome_2022	Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	1/103	2.277773e-01	3.619115e-01	0	0	3.971188e+00	5.874923e+00	NKIRAS1
Reactome_2022	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	1/103	2.277773e-01	3.619115e-01	0	0	3.971188e+00	5.874923e+00	NKIRAS1
Reactome_2022	Resolution Of Sister Chromatid Cohesion R-HSA-2500257	1/106	2.335847e-01	3.619115e-01	0	0	3.857143e+00	5.609098e+00	PDS5B
Reactome_2022	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	1/106	2.335847e-01	3.619115e-01	0	0	3.857143e+00	5.609098e+00	NKIRAS1
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	1/107	2.355109e-01	3.619115e-01	0	0	3.820562e+00	5.524525e+00	RNASEH2A
Reactome_2022	MyD88-independent TLR4 Cascade R-HSA-166166	1/107	2.355109e-01	3.619115e-01	0	0	3.820562e+00	5.524525e+00	NKIRAS1
Reactome_2022	Nucleotide Excision Repair R-HSA-5696398	1/108	2.374324e-01	3.619115e-01	0	0	3.784665e+00	5.441865e+00	ERCC5
Reactome_2022	Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200	1/112	2.450712e-01	3.651533e-01	0	0	3.647546e+00	5.129202e+00	NDUFAF5
Reactome_2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	1/112	2.450712e-01	3.651533e-01	0	0	3.647546e+00	5.129202e+00	NKIRAS1
Reactome_2022	Signaling By NTRK1 (TRKA) R-HSA-187037	1/114	2.488624e-01	3.651533e-01	0	0	3.582626e+00	4.982914e+00	RNASEH2A
Reactome_2022	Interleukin-1 Signaling R-HSA-9020702	1/114	2.488624e-01	3.651533e-01	0	0	3.582626e+00	4.982914e+00	NKIRAS1
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	3/702	2.560571e-01	3.719878e-01	0	0	1.757922e+00	2.394913e+00	RNASEH2A;NKIRAS1;PTPN9
Reactome_2022	Signaling By TGFB Family Members R-HSA-9006936	1/119	2.582590e-01	3.719878e-01	0	0	3.429955e+00	4.643447e+00	RNASEH2A
Reactome_2022	Platelet Degranulation R-HSA-114608	1/125	2.693830e-01	3.844830e-01	0	0	3.263002e+00	4.279823e+00	MANF
Reactome_2022	Glycerophospholipid Biosynthesis R-HSA-1483206	1/127	2.730545e-01	3.862122e-01	0	0	3.210884e+00	4.167997e+00	STARD7
Reactome_2022	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	1/130	2.785279e-01	3.904364e-01	0	0	3.135738e+00	4.008217e+00	MANF
Reactome_2022	Signaling By NTRKs R-HSA-166520	1/132	2.821544e-01	3.920198e-01	0	0	3.087553e+00	3.906683e+00	RNASEH2A
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	2/424	2.865423e-01	3.946240e-01	0	0	1.928120e+00	2.409898e+00	CNKSR1;RNASEH2A
Reactome_2022	Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	1/136	2.893538e-01	3.950309e-01	0	0	2.995465e+00	3.714691e+00	RAD51C
Reactome_2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	1/140	2.964825e-01	4.012737e-01	0	0	2.908677e+00	3.536274e+00	NKIRAS1
Reactome_2022	G2/M Checkpoints R-HSA-69481	1/148	3.105302e-01	4.166944e-01	0	0	2.749271e+00	3.215201e+00	RNF168
Reactome_2022	S Phase R-HSA-69242	1/161	3.327736e-01	4.397736e-01	0	0	2.524235e+00	2.777397e+00	PDS5B
Reactome_2022	Toll-like Receptor Cascades R-HSA-168898	1/162	3.344552e-01	4.397736e-01	0	0	2.508429e+00	2.747363e+00	NKIRAS1
Reactome_2022	Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	1/163	3.361327e-01	4.397736e-01	0	0	2.492819e+00	2.717795e+00	NDUFAF5
Reactome_2022	Separation Of Sister Chromatids R-HSA-2467813	1/170	3.477593e-01	4.512249e-01	0	0	2.388721e+00	2.523074e+00	PDS5B
Reactome_2022	Mitotic Prometaphase R-HSA-68877	1/186	3.735904e-01	4.771153e-01	0	0	2.180364e+00	2.146776e+00	PDS5B
Reactome_2022	Axon Guidance R-HSA-422475	2/519	3.737909e-01	4.771153e-01	0	0	1.566167e+00	1.541200e+00	EFNB3;MYH14
Reactome_2022	Nervous System Development R-HSA-9675108	2/545	3.970412e-01	5.027054e-01	0	0	1.489180e+00	1.375579e+00	EFNB3;MYH14
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	1/208	4.074776e-01	5.117919e-01	0	0	1.946466e+00	1.747477e+00	STARD7
Reactome_2022	Hemostasis R-HSA-109582	2/576	4.242629e-01	5.286451e-01	0	0	1.406504e+00	1.205939e+00	RAD51C;MANF
Reactome_2022	Mitotic Anaphase R-HSA-68882	1/232	4.423976e-01	5.443582e-01	0	0	1.742115e+00	1.420775e+00	PDS5B
Reactome_2022	Mitotic Metaphase And Anaphase R-HSA-2555396	1/233	4.438080e-01	5.443582e-01	0	0	1.734518e+00	1.409059e+00	PDS5B
Reactome_2022	Post-translational Protein Modification R-HSA-597592	4/1383	4.578129e-01	5.571832e-01	0	0	1.171044e+00	9.149303e-01	RNF168;RAD52;USP44;USP22
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	1/254	4.726309e-01	5.707927e-01	0	0	1.588852e+00	1.190750e+00	MANF
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	1/260	4.805937e-01	5.759787e-01	0	0	1.551572e+00	1.136888e+00	ARL4C
Reactome_2022	RHO GTPase Effectors R-HSA-195258	1/269	4.923173e-01	5.798304e-01	0	0	1.498782e+00	1.062084e+00	MYH14
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	1/271	4.948871e-01	5.798304e-01	0	0	1.487528e+00	1.046366e+00	CNKSR1
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	1/271	4.948871e-01	5.798304e-01	0	0	1.487528e+00	1.046366e+00	RNF168
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	1/277	5.025203e-01	5.844125e-01	0	0	1.454747e+00	1.001039e+00	CNKSR1
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	1/291	5.198942e-01	6.001720e-01	0	0	1.383533e+00	9.050101e-01	TNXB
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	2/722	5.433345e-01	6.198606e-01	0	0	1.112847e+00	6.788703e-01	TATDN2;WTIP
Reactome_2022	G Alpha (I) Signaling Events R-HSA-418594	1/312	5.448456e-01	6.198606e-01	0	0	1.288733e+00	7.825866e-01	RGS12
