Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Yersinia infection	3/137	6.475851e-04	2.611927e-03	0	0	2.019098e+01	1.482474e+02	PIK3CA;PIK3R3;PIP5K1C
KEGG_2021_Human	Breast cancer	3/147	7.946311e-04	3.101625e-03	0	0	1.877936e+01	1.340401e+02	PIK3CA;ERBB2;PIK3R3
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	2/37	9.725892e-04	3.677603e-03	0	0	4.954037e+01	3.435897e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Bladder cancer	2/41	1.193823e-03	4.377352e-03	0	0	4.445039e+01	2.991775e+02	CDH1;ERBB2
KEGG_2021_Human	Type II diabetes mellitus	2/46	1.501086e-03	5.342100e-03	0	0	3.938933e+01	2.560923e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	1.566602e-03	5.415968e-03	0	0	3.851208e+01	2.487436e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Neutrophil extracellular trap formation	3/189	1.638984e-03	5.508808e-03	0	0	1.450806e+01	9.305006e+01	PIK3CA;PIK3R3;MACROH2A1
KEGG_2021_Human	Proteoglycans in cancer	3/205	2.066698e-03	6.758660e-03	0	0	1.334811e+01	8.251539e+01	PIK3CA;ERBB2;PIK3R3
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	2.138962e-03	6.810904e-03	0	0	3.268581e+01	2.009339e+02	PIK3CA;PIK3R3
KEGG_2021_Human	VEGF signaling pathway	2/59	2.456963e-03	7.622886e-03	0	0	3.038596e+01	1.825841e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Human cytomegalovirus infection	3/225	2.691465e-03	8.141682e-03	0	0	1.213329e+01	7.180082e+01	PDGFRA;PIK3CA;PIK3R3
KEGG_2021_Human	GnRH secretion	2/64	2.883897e-03	8.511014e-03	0	0	2.792847e+01	1.633428e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Fc epsilon RI signaling pathway	2/68	3.248746e-03	9.359484e-03	0	0	2.623057e+01	1.502877e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Renal cell carcinoma	2/69	3.343169e-03	9.407523e-03	0	0	2.583777e+01	1.472969e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Prolactin signaling pathway	2/70	3.438870e-03	9.456892e-03	0	0	2.545652e+01	1.444050e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Inositol phosphate metabolism	2/73	3.733610e-03	1.003926e-02	0	0	2.437722e+01	1.362779e+02	PIK3CA;PIP5K1C
KEGG_2021_Human	Chronic myeloid leukemia	2/76	4.039741e-03	1.062627e-02	0	0	2.338543e+01	1.288905e+02	PIK3CA;PIK3R3
KEGG_2021_Human	B cell receptor signaling pathway	2/81	4.575050e-03	1.177832e-02	0	0	2.189983e+01	1.179774e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Colorectal cancer	2/86	5.141394e-03	1.296060e-02	0	0	2.059110e+01	1.085240e+02	PIK3CA;PIK3R3
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	5.495941e-03	1.357161e-02	0	0	1.987806e+01	1.034404e+02	PIK3CA;PIK3R3
KEGG_2021_Human	Small cell lung cancer	2/92	5.861444e-03	1.418469e-02	0	0	1.921256e+01	9.874025e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	2/98	6.624998e-03	1.498670e-02	0	0	1.800634e+01	9.033610e+01	PIK3CA;PIK3R3
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	2/100	6.889074e-03	1.498670e-02	0	0	1.763709e+01	8.779423e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	2/100	6.889074e-03	1.498670e-02	0	0	1.763709e+01	8.779423e+01	CSF1R;IL20RA
KEGG_2021_Human	Progesterone-mediated oocyte maturation	2/100	6.889074e-03	1.498670e-02	0	0	1.763709e+01	8.779423e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Amoebiasis	2/102	7.157889e-03	1.498670e-02	0	0	1.728261e+01	8.536814e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Chagas disease	2/102	7.157889e-03	1.498670e-02	0	0	1.728261e+01	8.536814e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Longevity regulating pathway	2/102	7.157889e-03	1.498670e-02	0	0	1.728261e+01	8.536814e+01	PIK3CA;PIK3R3
KEGG_2021_Human	T cell receptor signaling pathway	2/104	7.431420e-03	1.498670e-02	0	0	1.694203e+01	8.305047e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Toll-like receptor signaling pathway	2/104	7.431420e-03	1.498670e-02	0	0	1.694203e+01	8.305047e+01	PIK3CA;PIK3R3
KEGG_2021_Human	C-type lectin receptor signaling pathway	2/104	7.431420e-03	1.498670e-02	0	0	1.694203e+01	8.305047e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Insulin resistance	2/108	7.992538e-03	1.585405e-02	0	0	1.629943e+01	7.871395e+01	PIK3CA;PIK3R3
KEGG_2021_Human	TNF signaling pathway	2/112	8.572242e-03	1.672970e-02	0	0	1.570356e+01	7.473678e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Cholinergic synapse	2/113	8.720051e-03	1.674803e-02	0	0	1.556130e+01	7.379371e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Sphingolipid signaling pathway	2/119	9.630894e-03	1.792828e-02	0	0	1.475883e+01	6.852197e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Growth hormone synthesis, secretion and action	2/119	9.630894e-03	1.792828e-02	0	0	1.475883e+01	6.852197e+01	PIK3CA;PIK3R3
KEGG_2021_Human	AMPK signaling pathway	2/120	9.786673e-03	1.794223e-02	0	0	1.463301e+01	6.770306e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Thyroid hormone signaling pathway	2/121	9.943580e-03	1.795781e-02	0	0	1.450932e+01	6.689997e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Platelet activation	2/124	1.042104e-02	1.854331e-02	0	0	1.415039e+01	6.458138e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Relaxin signaling pathway	2/129	1.123908e-02	1.970911e-02	0	0	1.358987e+01	6.099619e+01	PIK3CA;PIK3R3
KEGG_2021_Human	FoxO signaling pathway	2/131	1.157403e-02	1.972476e-02	0	0	1.337782e+01	5.965160e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	2/131	1.157403e-02	1.972476e-02	0	0	1.337782e+01	5.965160e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Autophagy	2/137	1.260511e-02	2.061106e-02	0	0	1.277939e+01	5.589261e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Estrogen signaling pathway	2/137	1.260511e-02	2.061106e-02	0	0	1.277939e+01	5.589261e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Insulin signaling pathway	2/137	1.260511e-02	2.061106e-02	0	0	1.277939e+01	5.589261e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Fluid shear stress and atherosclerosis	2/139	1.295748e-02	2.062967e-02	0	0	1.259156e+01	5.472395e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Measles	2/139	1.295748e-02	2.062967e-02	0	0	1.259156e+01	5.472395e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Apoptosis	2/142	1.349407e-02	2.094537e-02	0	0	1.231988e+01	5.304328e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	2/143	1.367507e-02	2.094537e-02	0	0	1.223188e+01	5.250145e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Spinocerebellar ataxia	2/143	1.367507e-02	2.094537e-02	0	0	1.223188e+01	5.250145e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Cell adhesion molecules	2/148	1.459598e-02	2.207642e-02	0	0	1.181001e+01	4.992100e+01	CDH3;CDH1
KEGG_2021_Human	mTOR signaling pathway	2/154	1.573569e-02	2.350539e-02	0	0	1.134039e+01	4.708330e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Non-alcoholic fatty liver disease	2/155	1.592928e-02	2.350539e-02	0	0	1.126570e+01	4.663546e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Cellular senescence	2/156	1.612389e-02	2.350592e-02	0	0	1.119198e+01	4.619438e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Hepatitis C	2/157	1.631954e-02	2.350791e-02	0	0	1.111921e+01	4.575993e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Hepatitis B	2/162	1.731310e-02	2.464300e-02	0	0	1.076902e+01	4.368229e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Hippo signaling pathway	2/163	1.751486e-02	2.464300e-02	0	0	1.070159e+01	4.328479e+01	CDH1;CTNNA2
KEGG_2021_Human	Hepatocellular carcinoma	2/168	1.853877e-02	2.578380e-02	0	0	1.037664e+01	4.138090e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Influenza A	2/172	1.937585e-02	2.664180e-02	0	0	1.013043e+01	3.995168e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Axon guidance	2/182	2.153727e-02	2.928101e-02	0	0	9.562802e+00	3.670175e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Chemokine signaling pathway	2/192	2.379479e-02	3.194629e-02	0	0	9.054920e+00	3.384991e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	2/193	2.402572e-02	3.194629e-02	0	0	9.007057e+00	3.358398e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Epstein-Barr virus infection	2/202	2.614588e-02	3.396501e-02	0	0	8.597826e+00	3.133103e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Viral carcinogenesis	2/203	2.638604e-02	3.396501e-02	0	0	8.554618e+00	3.109535e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Diabetic cardiomyopathy	2/203	2.638604e-02	3.396501e-02	0	0	8.554618e+00	3.109535e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Human immunodeficiency virus 1 infection	2/212	2.858807e-02	3.641218e-02	0	0	8.184265e+00	2.909314e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Lipid and atherosclerosis	2/215	2.933813e-02	3.691113e-02	0	0	8.067769e+00	2.847009e+01	PIK3CA;PIK3R3
KEGG_2021_Human	cAMP signaling pathway	2/216	2.958991e-02	3.691113e-02	0	0	8.029663e+00	2.826700e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	2/219	3.035051e-02	3.747359e-02	0	0	7.917451e+00	2.767103e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Coronavirus disease	2/232	3.373607e-02	4.123297e-02	0	0	7.465028e+00	2.530038e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Chemical carcinogenesis	2/239	3.561814e-02	4.299731e-02	0	0	7.241974e+00	2.415126e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Calcium signaling pathway	2/240	3.589031e-02	4.299731e-02	0	0	7.211180e+00	2.399367e+01	PDGFRA;ERBB2
KEGG_2021_Human	Shigellosis	2/246	3.754053e-02	4.453338e-02	0	0	7.031718e+00	2.308045e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Endocytosis	2/252	3.921980e-02	4.607375e-02	0	0	6.860870e+00	2.221943e+01	PDGFRA;PIP5K1C
KEGG_2021_Human	Thyroid cancer	1/37	4.526400e-02	5.222477e-02	0	0	2.307755e+01	7.143062e+01	CDH1
KEGG_2021_Human	Prion disease	2/273	4.531902e-02	5.222477e-02	0	0	6.322477e+00	1.956192e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Cytokine-cytokine receptor interaction	2/295	5.206176e-02	5.942899e-02	0	0	5.841223e+00	1.726271e+01	CSF1R;IL20RA
KEGG_2021_Human	Human papillomavirus infection	2/331	6.381661e-02	7.216645e-02	0	0	5.192547e+00	1.428855e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Alzheimer disease	2/369	7.710579e-02	8.638704e-02	0	0	4.645895e+00	1.190546e+01	PIK3CA;PIK3R3
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	9.198414e-02	1.021108e-01	0	0	1.090954e+01	2.603168e+01	CTNNA2
KEGG_2021_Human	Gap junction	1/88	1.044424e-01	1.148866e-01	0	0	9.524904e+00	2.151790e+01	PDGFRA
KEGG_2021_Human	Rheumatoid arthritis	1/93	1.100508e-01	1.199653e-01	0	0	9.004982e+00	1.987231e+01	TEK
KEGG_2021_Human	Hematopoietic cell lineage	1/99	1.167364e-01	1.261170e-01	0	0	8.451105e+00	1.815160e+01	CSF1R
KEGG_2021_Human	Herpes simplex virus 1 infection	2/498	1.276515e-01	1.366888e-01	0	0	3.414972e+00	7.029553e+00	PIK3CA;PIK3R3
KEGG_2021_Human	Purine metabolism	1/129	1.494476e-01	1.586242e-01	0	0	6.460612e+00	1.228039e+01	NUDT5
KEGG_2021_Human	Systemic lupus erythematosus	1/135	1.558488e-01	1.639801e-01	0	0	6.169465e+00	1.146823e+01	MACROH2A1
KEGG_2021_Human	Apelin signaling pathway	1/137	1.579722e-01	1.647814e-01	0	0	6.078125e+00	1.121618e+01	CDH1
KEGG_2021_Human	Necroptosis	1/159	1.809941e-01	1.871820e-01	0	0	5.226002e+00	8.932756e+00	MACROH2A1
KEGG_2021_Human	Tight junction	1/169	1.912577e-01	1.961202e-01	0	0	4.912450e+00	8.125848e+00	ERBB2
KEGG_2021_Human	Alcoholism	1/186	2.084231e-01	2.119260e-01	0	0	4.457207e+00	6.989726e+00	MACROH2A1
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	2.143975e-01	2.161842e-01	0	0	4.315881e+00	6.646126e+00	CSF1R
KEGG_2021_Human	Salmonella infection	1/249	2.690369e-01	2.690369e-01	0	0	3.314348e+00	4.351429e+00	PIK3CA
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	9/496	4.736973e-09	8.147594e-07	0	0	2.250924e+01	4.314541e+02	PDGFRA;FER;PIK3CA;ERBB2;FLRT1;MATK;PIK3R3;ADAP1;TNS3
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	5/106	1.856567e-07	1.465725e-05	0	0	4.919307e+01	7.624614e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	5/113	2.556497e-07	1.465725e-05	0	0	4.598843e+01	6.980794e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C
Reactome_2022	Signal Transduction R-HSA-162582	13/2465	1.803957e-06	7.757017e-05	0	0	7.741945e+00	1.023913e+02	RGS17;PDGFRA;MATK;PIK3R3;ADAP1;FER;PIK3CA;ERBB2;FLRT1;PKP4;PIP5K1C;TEK;TNS3
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	4/78	2.543943e-06	8.751164e-05	0	0	5.122523e+01	6.598729e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	4/105	8.333971e-06	2.389072e-04	0	0	3.748043e+01	4.383401e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	5/268	1.775338e-05	4.123183e-04	0	0	1.873764e+01	2.049698e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C
Reactome_2022	Signaling By SCF-KIT R-HSA-1433557	3/42	1.917760e-05	4.123183e-04	0	0	6.970629e+01	7.571336e+02	FER;PIK3CA;PIK3R3
Reactome_2022	Signaling By ERBB2 R-HSA-1227986	3/49	3.060063e-05	5.399472e-04	0	0	5.907806e+01	6.140863e+02	PIK3CA;ERBB2;MATK
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	5/306	3.352883e-05	5.399472e-04	0	0	1.634053e+01	1.683582e+02	PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C
Reactome_2022	Synthesis Of PIPs At Plasma Membrane R-HSA-1660499	3/51	3.453150e-05	5.399472e-04	0	0	5.661080e+01	5.815988e+02	PIK3CA;PIK3R3;PIP5K1C
Reactome_2022	Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770	2/11	8.193318e-05	1.174376e-03	0	0	1.929082e+02	1.815190e+03	PDGFRA;PIK3CA
Reactome_2022	PI Metabolism R-HSA-1483255	3/82	1.431434e-04	1.893897e-03	0	0	3.434292e+01	3.039920e+02	PIK3CA;PIK3R3;PIP5K1C
Reactome_2022	Signaling By ERBB2 ECD Mutants R-HSA-9665348	2/15	1.559399e-04	1.915833e-03	0	0	1.335251e+02	1.170486e+03	PIK3CA;ERBB2
Reactome_2022	PI3K Events In ERBB2 Signaling R-HSA-1963642	2/16	1.780806e-04	2.041991e-03	0	0	1.239814e+02	1.070365e+03	PIK3CA;ERBB2
Reactome_2022	Tie2 Signaling R-HSA-210993	2/17	2.016703e-04	2.167956e-03	0	0	1.157101e+02	9.845633e+02	PIK3CA;TEK
Reactome_2022	Regulation Of Signaling By CBL R-HSA-912631	2/18	2.267055e-04	2.291971e-03	0	0	1.084728e+02	9.102886e+02	PIK3CA;PIK3R3
Reactome_2022	Signaling By KIT In Disease R-HSA-9669938	2/19	2.531829e-04	2.291971e-03	0	0	1.020870e+02	8.454228e+02	PIK3CA;PIK3R3
Reactome_2022	Signaling By PDGFR In Disease R-HSA-9671555	2/19	2.531829e-04	2.291971e-03	0	0	1.020870e+02	8.454228e+02	PDGFRA;PIK3CA
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	4/271	3.332490e-04	2.865942e-03	0	0	1.405957e+01	1.125696e+02	PDGFRA;PIK3CA;ERBB2;TEK
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	4/277	3.620994e-04	2.919677e-03	0	0	1.374638e+01	1.089207e+02	PDGFRA;PIK3CA;ERBB2;TEK
Reactome_2022	CD28 Dependent PI3K/Akt Signaling R-HSA-389357	2/23	3.734470e-04	2.919677e-03	0	0	8.262526e+01	6.521392e+02	PIK3CA;PIK3R3
Reactome_2022	Signaling By ERBB2 KD Mutants R-HSA-9664565	2/24	4.070850e-04	3.044288e-03	0	0	7.886561e+01	6.156635e+02	PIK3CA;ERBB2
Reactome_2022	Signaling By ERBB2 In Cancer R-HSA-1227990	2/25	4.421451e-04	3.168707e-03	0	0	7.543289e+01	5.826340e+02	PIK3CA;ERBB2
Reactome_2022	Interleukin Receptor SHC Signaling R-HSA-912526	2/27	5.165185e-04	3.553647e-03	0	0	6.939130e+01	5.251811e+02	PIK3CA;PIK3R3
Reactome_2022	Downstream Signal Transduction R-HSA-186763	2/28	5.558251e-04	3.676997e-03	0	0	6.671906e+01	5.000632e+02	PDGFRA;PIK3CA
Reactome_2022	Downregulation Of ERBB2 Signaling R-HSA-8863795	2/29	5.965406e-04	3.743029e-03	0	0	6.424477e+01	4.769765e+02	ERBB2;MATK
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	4/318	6.093303e-04	3.743029e-03	0	0	1.192660e+01	8.829441e+01	PDGFRA;PIK3CA;ERBB2;TEK
Reactome_2022	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	2/30	6.386616e-04	3.787924e-03	0	0	6.194720e+01	4.556921e+02	PIK3CA;FLRT1
Reactome_2022	GPVI-mediated Activation Cascade R-HSA-114604	2/32	7.271073e-04	4.168749e-03	0	0	5.781159e+01	4.177718e+02	PIK3CA;PIK3R3
Reactome_2022	CD28 Co-Stimulation R-HSA-389356	2/34	8.211358e-04	4.555979e-03	0	0	5.419293e+01	3.850312e+02	PIK3CA;PIK3R3
Reactome_2022	RET Signaling R-HSA-8853659	2/40	1.136457e-03	6.108456e-03	0	0	4.562243e+01	3.093127e+02	PIK3CA;PIK3R3
Reactome_2022	Interleukin-2 Family Signaling R-HSA-451927	2/44	1.374107e-03	6.951367e-03	0	0	4.126915e+01	2.719617e+02	PIK3CA;PIK3R3
Reactome_2022	Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	2/44	1.374107e-03	6.951367e-03	0	0	4.126915e+01	2.719617e+02	PIK3CA;PIK3R3
Reactome_2022	Signaling By FGFR1 R-HSA-5654736	2/49	1.701673e-03	8.226965e-03	0	0	3.686957e+01	2.350856e+02	PIK3CA;FLRT1
Reactome_2022	Developmental Biology R-HSA-1266738	6/1073	1.726261e-03	8.226965e-03	0	0	5.596014e+00	3.560071e+01	PIK3CA;ERBB2;PIK3R3;PKP4;CTNNA2;PIP5K1C
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	4/424	1.769754e-03	8.226965e-03	0	0	8.868481e+00	5.619881e+01	PDGFRA;PIK3CA;ERBB2;PIK3R3
Reactome_2022	Signaling By PDGF R-HSA-186797	2/52	1.914327e-03	8.664848e-03	0	0	3.465217e+01	2.168668e+02	PDGFRA;PIK3CA
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	3/208	2.153903e-03	9.399930e-03	0	0	1.315078e+01	8.075200e+01	PIK3CA;PIK3R3;PIP5K1C
Reactome_2022	Signaling By Interleukins R-HSA-449147	4/453	2.252334e-03	9.399930e-03	0	0	8.283381e+00	5.049374e+01	CSF1R;PIK3CA;IL20RA;PIK3R3
Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476	3/212	2.273704e-03	9.399930e-03	0	0	1.289648e+01	7.849241e+01	RGS17;PIK3CA;PIK3R3
Reactome_2022	Signaling By ERBB4 R-HSA-1236394	2/57	2.295332e-03	9.399930e-03	0	0	3.149407e+01	1.913856e+02	PIK3CA;ADAP1
Reactome_2022	Signaling By MET R-HSA-6806834	2/63	2.795911e-03	1.118364e-02	0	0	2.838774e+01	1.669085e+02	PIK3CA;TNS3
Reactome_2022	Semaphorin Interactions R-HSA-373755	2/64	2.883897e-03	1.127342e-02	0	0	2.792847e+01	1.633428e+02	ERBB2;PIP5K1C
Reactome_2022	Costimulation By CD28 Family R-HSA-388841	2/68	3.248746e-03	1.241743e-02	0	0	2.623057e+01	1.502877e+02	PIK3CA;PIK3R3
