Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module_id,module_size
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,9/496,4.736973047790898e-09,8.147593642200346e-07,0,0,22.50924024640657,431.45413463051193,PDGFRA;FER;PIK3CA;ERBB2;FLRT1;MATK;PIK3R3;ADAP1;TNS3,3,25
Reactome_2022,"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",5/106,1.856566697974941e-07,1.4657249179633054e-05,0,0,49.193069306930695,762.4614217741483,PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
Reactome_2022,Negative Regulation Of PI3K/AKT Network R-HSA-199418,5/113,2.5564969499359976e-07,1.4657249179633054e-05,0,0,45.98842592592592,698.079366422319,PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
Reactome_2022,Signal Transduction R-HSA-162582,13/2465,1.8039574082827124e-06,7.757016855615663e-05,0,0,7.7419453507340945,102.39131304571283,RGS17;PDGFRA;MATK;PIK3R3;ADAP1;FER;PIK3CA;ERBB2;FLRT1;PKP4;PIP5K1C;TEK;TNS3,3,25
Reactome_2022,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,4/78,2.543942991510681e-06,8.751163890796742e-05,0,0,51.22522522522522,659.8728666611207,PDGFRA;PIK3CA;ERBB2;PIK3R3,3,25
Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,4/105,8.333970666735847e-06,0.0002389071591130943,0,0,37.48043375766148,438.3400648844448,PDGFRA;PIK3CA;ERBB2;PIK3R3,3,25
Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,5/268,1.7753384158009813e-05,0.0004123183050577268,0,0,18.73764258555133,204.9698431181924,PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
Reactome_2022,Signaling By SCF-KIT R-HSA-1433557,3/42,1.917759558408032e-05,0.0004123183050577268,0,0,69.7062937062937,757.1335804059302,FER;PIK3CA;PIK3R3,3,25
Reactome_2022,Signaling By ERBB2 R-HSA-1227986,3/49,3.060063107376093e-05,0.0005399471651905768,0,0,59.07806324110672,614.0863332009578,PIK3CA;ERBB2;MATK,3,25
Reactome_2022,Intracellular Signaling By Second Messengers R-HSA-9006925,5/306,3.3528833458441e-05,0.0005399471651905768,0,0,16.340531561461795,168.35820898686848,PDGFRA;PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
