Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module_id,module_size
Reactome_2022,Axon Guidance R-HSA-422475,4/519,0.0036771130970752,0.0136634221103886,0,0,7.197411003236246,40.34600374696888,PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
Reactome_2022,Extra-nuclear Estrogen Signaling R-HSA-9009391,2/73,0.0037336095301643,0.0136634221103886,0,0,24.377219840783837,136.27791764114787,PIK3CA;PIK3R3,3,25
Reactome_2022,Nervous System Development R-HSA-9675108,4/545,0.0043767823309587,0.0156834700192687,0,0,6.842355426458939,37.16385289395389,PIK3CA;ERBB2;PIK3R3;PIP5K1C,3,25
Reactome_2022,Signaling By FGFR R-HSA-190236,2/86,0.0051413941977667,0.0180473428982834,0,0,20.591097308488614,108.5239574055768,PIK3CA;FLRT1,3,25
Reactome_2022,RAC2 GTPase Cycle R-HSA-9013404,2/87,0.0052583540705825,0.0180887380028038,0,0,20.347826086956523,106.7841137770412,PIK3CA;PIK3R3,3,25
Reactome_2022,MET Interacts With TNS Proteins R-HSA-8875513,1/5,0.0062349390704731,0.0206232600023342,0,0,208.03125,1056.2966607689368,TNS3,3,25
Reactome_2022,GRB7 Events In ERBB2 Signaling R-HSA-1306955,1/5,0.0062349390704731,0.0206232600023342,0,0,208.03125,1056.2966607689368,ERBB2,3,25
Reactome_2022,Activated NTRK2 Signals Thru PI3K R-HSA-9028335,1/6,0.007477446810139,0.0233840154789803,0,0,166.41666666666666,814.7533474976135,PIK3CA,3,25
Reactome_2022,Activated NTRK3 Signals Thru PI3K R-HSA-9603381,1/6,0.007477446810139,0.0233840154789803,0,0,166.41666666666666,814.7533474976135,PIK3CA,3,25
Reactome_2022,MET Activates PI3K/AKT Signaling R-HSA-8851907,1/6,0.007477446810139,0.0233840154789803,0,0,166.41666666666666,814.7533474976135,PIK3CA,3,25
Reactome_2022,Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930,1/7,0.0087184638276748,0.0267781388992869,0,0,138.67361111111111,657.6335609979999,NUDT5,3,25
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,4/702,0.0105820494459866,0.0319317983282404,0,0,5.260472097148315,23.927763190664148,CSF1R;PIK3CA;IL20RA;PIK3R3,3,25
Reactome_2022,PI3K/AKT Activation R-HSA-198203,1/9,0.0111960320481715,0.0332020260738879,0,0,103.99479166666669,467.1649710127919,PIK3CA,3,25
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,2/134,0.0120846756858911,0.0339429345865524,0,0,13.071805006587615,57.72270009260314,PIK3CA;TEK,3,25
Reactome_2022,PI3K Events In ERBB4 Signaling R-HSA-1250342,1/10,0.0124325865055395,0.0339429345865524,0,0,92.4351851851852,405.55330287566494,PIK3CA,3,25
Reactome_2022,Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,1/10,0.0124325865055395,0.0339429345865524,0,0,92.4351851851852,405.55330287566494,ERBB2,3,25
Reactome_2022,Signaling By FGFR4 In Disease R-HSA-5655291,1/10,0.0124325865055395,0.0339429345865524,0,0,92.4351851851852,405.55330287566494,PIK3CA,3,25
Reactome_2022,Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380,1/10,0.0124325865055395,0.0339429345865524,0,0,92.4351851851852,405.55330287566494,SLC39A7,3,25
Reactome_2022,Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276,1/12,0.0149012443701484,0.0400470942447739,0,0,75.62121212121212,318.08630270790064,PIK3CA,3,25
Reactome_2022,TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910,1/13,0.016133351108423,0.0414169610544591,0,0,69.31597222222223,286.05777422638903,ERBB2,3,25
Reactome_2022,Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803,1/13,0.016133351108423,0.0414169610544591,0,0,69.31597222222223,286.05777422638903,ERBB2,3,25
Reactome_2022,ERBB2 Activates PTK6 Signaling R-HSA-8847993,1/13,0.016133351108423,0.0414169610544591,0,0,69.31597222222223,286.05777422638903,ERBB2,3,25
Reactome_2022,RHO GTPase Cycle R-HSA-9012999,3/441,0.017086069801061,0.0420648496034761,0,0,6.082503113325031,24.752696415314624,PIK3CA;PIK3R3;PKP4,3,25
Reactome_2022,Constitutive Signaling By EGFRvIII R-HSA-5637810,1/14,0.0173639786153884,0.0420648496034761,0,0,63.98076923076923,259.3369252570107,PIK3CA,3,25
Reactome_2022,Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905,1/14,0.0173639786153884,0.0420648496034761,0,0,63.98076923076923,259.3369252570107,PIK3CA,3,25
Reactome_2022,SEMA3A-Plexin Repulsion Signaling By Inhibiting Integrin Adhesion R-HSA-399955,1/14,0.0173639786153884,0.0420648496034761,0,0,63.98076923076923,259.3369252570107,PIP5K1C,3,25
Reactome_2022,GRB2 Events In ERBB2 Signaling R-HSA-1963640,1/15,0.0185931285667873,0.0432164609930732,0,0,59.407738095238095,236.7376500104764,ERBB2,3,25
Reactome_2022,ERBB2 Regulates Cell Motility R-HSA-6785631,1/15,0.0185931285667873,0.0432164609930732,0,0,59.407738095238095,236.7376500104764,ERBB2,3,25
Reactome_2022,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,1/15,0.0185931285667873,0.0432164609930732,0,0,59.407738095238095,236.7376500104764,PIK3CA,3,25
Reactome_2022,Signaling By NTRK3 (TRKC) R-HSA-9034015,1/16,0.0198208026407264,0.0452510554158166,0,0,55.44444444444444,217.3989559937,PIK3CA,3,25
Reactome_2022,RAC1 GTPase Cycle R-HSA-9013149,2/178,0.0206610284766727,0.0452510554158166,0,0,9.78211462450593,37.94977272543968,PIK3CA;PIK3R3,3,25
Reactome_2022,GAB1 Signalosome R-HSA-180292,1/17,0.0210470025189844,0.0452510554158166,0,0,51.9765625,200.68135849118187,PIK3CA,3,25
Reactome_2022,Purine Catabolism R-HSA-74259,1/17,0.0210470025189844,0.0452510554158166,0,0,51.9765625,200.68135849118187,NUDT5,3,25
Reactome_2022,Zinc Transporters R-HSA-435354,1/17,0.0210470025189844,0.0452510554158166,0,0,51.9765625,200.68135849118187,SLC39A7,3,25
Reactome_2022,Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117,1/17,0.0210470025189844,0.0452510554158166,0,0,51.9765625,200.68135849118187,PIK3CA,3,25
Reactome_2022,PI-3K cascade:FGFR3 R-HSA-5654710,1/18,0.0222717298790694,0.0461534643277101,0,0,48.91666666666666,186.10038260880103,PIK3CA,3,25
Reactome_2022,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,1/18,0.0222717298790694,0.0461534643277101,0,0,48.91666666666666,186.10038260880103,PIK3CA,3,25
Reactome_2022,Signaling By FLT3 Fusion Proteins R-HSA-9703465,1/18,0.0222717298790694,0.0461534643277101,0,0,48.91666666666666,186.10038260880103,PIK3CA,3,25
Reactome_2022,ESR-mediated Signaling R-HSA-8939211,2/188,0.0228804092377428,0.0468503617725211,0,0,9.251519401589528,34.94737609422492,PIK3CA;PIK3R3,3,25
Reactome_2022,PI-3K cascade:FGFR4 R-HSA-5654720,1/20,0.0247167737784927,0.0494335475569854,0,0,43.76315789473684,161.93563879493826,PIK3CA,3,25
Reactome_2022,Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,1/20,0.0247167737784927,0.0494335475569854,0,0,43.76315789473684,161.93563879493826,ERBB2,3,25
Reactome_2022,PI-3K cascade:FGFR1 R-HSA-5654689,1/21,0.0259370936730085,0.0495686679084163,0,0,41.57291666666666,151.8276651730302,PIK3CA,3,25
Reactome_2022,SHC1 Events In ERBB2 Signaling R-HSA-1250196,1/21,0.0259370936730085,0.0495686679084163,0,0,41.57291666666666,151.8276651730302,ERBB2,3,25
Reactome_2022,Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686,1/21,0.0259370936730085,0.0495686679084163,0,0,41.57291666666666,151.8276651730302,ERBB2,3,25
Reactome_2022,Signaling By FGFR3 In Disease R-HSA-5655332,1/21,0.0259370936730085,0.0495686679084163,0,0,41.57291666666666,151.8276651730302,PIK3CA,3,25
