Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ras signaling pathway	8/232	1.372014e-05	1.326280e-04	0	0	8.173588e+00	9.151677e+01	MRAS;PIK3CA;RRAS;NF1;AKT1;RRAS2;KRAS;FGFR2
KEGG_2021_Human	Chronic myeloid leukemia	5/76	2.924045e-05	2.494038e-04	0	0	1.569473e+01	1.638523e+02	PIK3CA;CDKN2A;MDM2;AKT1;KRAS
KEGG_2021_Human	Pancreatic cancer	5/76	2.924045e-05	2.494038e-04	0	0	1.569473e+01	1.638523e+02	PIK3CA;CDKN2A;ERBB2;AKT1;KRAS
KEGG_2021_Human	FoxO signaling pathway	6/131	3.575604e-05	2.880347e-04	0	0	1.078964e+01	1.104728e+02	STK11;PIK3CA;PTEN;MDM2;AKT1;KRAS
KEGG_2021_Human	Pathways in cancer	11/531	3.934030e-05	3.002286e-04	0	0	4.940825e+00	5.011608e+01	RET;CASP8;PIK3CA;CDH1;CDKN2A;ERBB2;PTEN;MDM2;AKT1;KRAS;FGFR2
KEGG_2021_Human	Apelin signaling pathway	6/137	4.597126e-05	3.332917e-04	0	0	1.029233e+01	1.027946e+02	MRAS;RRAS;CDH1;AKT1;RRAS2;KRAS
KEGG_2021_Human	Rap1 signaling pathway	7/210	6.016568e-05	4.154297e-04	0	0	7.809354e+00	7.589449e+01	MRAS;PIK3CA;RRAS;CDH1;AKT1;KRAS;FGFR2
KEGG_2021_Human	Phospholipase D signaling pathway	6/148	7.069766e-05	4.626617e-04	0	0	9.489757e+00	9.069454e+01	MRAS;PIK3CA;RRAS;AKT1;RRAS2;KRAS
KEGG_2021_Human	Gastric cancer	6/149	7.338771e-05	4.626617e-04	0	0	9.422918e+00	8.970386e+01	PIK3CA;CDH1;ERBB2;AKT1;KRAS;FGFR2
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	7/219	7.832522e-05	4.732149e-04	0	0	7.474409e+00	7.066785e+01	MAP3K1;MSX2;PIK3CA;CDKN2A;PTEN;AKT1;KRAS
KEGG_2021_Human	Tight junction	6/169	1.467235e-04	8.509965e-04	0	0	8.258366e+00	7.289627e+01	EPB41L4B;STK11;MAP3K1;ERBB2;ARHGEF18;NF2
KEGG_2021_Human	PI3K-Akt signaling pathway	8/354	2.638826e-04	1.471653e-03	0	0	5.258771e+00	4.333231e+01	STK11;PIK3CA;ERBB2;PTEN;MDM2;AKT1;KRAS;FGFR2
KEGG_2021_Human	Mitophagy	4/68	2.960450e-04	1.589871e-03	0	0	1.377917e+01	1.119557e+02	MRAS;RRAS;RRAS2;KRAS
KEGG_2021_Human	Renal cell carcinoma	4/69	3.131399e-04	1.621617e-03	0	0	1.356650e+01	1.094662e+02	FLCN;PIK3CA;AKT1;KRAS
KEGG_2021_Human	p53 signaling pathway	4/73	3.886469e-04	1.943235e-03	0	0	1.277746e+01	1.003393e+02	CASP8;CDKN2A;PTEN;MDM2
KEGG_2021_Human	Apoptosis	5/142	5.559121e-04	2.685126e-03	0	0	8.106701e+00	6.075891e+01	CASP8;PARP1;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Regulation of actin cytoskeleton	6/218	5.740613e-04	2.685126e-03	0	0	6.333834e+00	4.726797e+01	MRAS;PIK3CA;RRAS;RRAS2;KRAS;FGFR2
KEGG_2021_Human	Breast cancer	5/147	6.504648e-04	2.882435e-03	0	0	7.819275e+00	5.737646e+01	PIK3CA;ERBB2;PTEN;AKT1;KRAS
KEGG_2021_Human	Human cytomegalovirus infection	6/225	6.774489e-04	2.882435e-03	0	0	6.129203e+00	4.472588e+01	CASP8;PIK3CA;CDKN2A;MDM2;AKT1;KRAS
KEGG_2021_Human	ErbB signaling pathway	4/85	6.926227e-04	2.882435e-03	0	0	1.087791e+01	7.913710e+01	PIK3CA;ERBB2;AKT1;KRAS
KEGG_2021_Human	Thyroid cancer	3/37	6.957602e-04	2.882435e-03	0	0	1.926826e+01	1.400900e+02	RET;CDH1;KRAS
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	8.233616e-04	3.316318e-03	0	0	1.036392e+01	7.360576e+01	PIK3CA;PTEN;AKT1;KRAS
KEGG_2021_Human	Hepatitis B	5/162	1.007053e-03	3.946557e-03	0	0	7.066843e+00	4.876636e+01	CASP8;MAP3K1;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Hepatocellular carcinoma	5/168	1.184205e-03	4.518676e-03	0	0	6.804646e+00	4.585436e+01	PIK3CA;CDKN2A;PTEN;AKT1;KRAS
KEGG_2021_Human	Longevity regulating pathway	4/102	1.368067e-03	5.086402e-03	0	0	8.983220e+00	5.923856e+01	STK11;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Sphingolipid signaling pathway	4/119	2.406151e-03	8.306950e-03	0	0	7.648696e+00	4.611955e+01	PIK3CA;PTEN;AKT1;KRAS
KEGG_2021_Human	Growth hormone synthesis, secretion and action	4/119	2.406151e-03	8.306950e-03	0	0	7.648696e+00	4.611955e+01	MAP3K1;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Neurotrophin signaling pathway	4/119	2.406151e-03	8.306950e-03	0	0	7.648696e+00	4.611955e+01	MAP3K1;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Thyroid hormone signaling pathway	4/121	2.555967e-03	8.618958e-03	0	0	7.517189e+00	4.487254e+01	PIK3CA;MDM2;AKT1;KRAS
KEGG_2021_Human	VEGF signaling pathway	3/59	2.701853e-03	8.735854e-03	0	0	1.168564e+01	6.910672e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Viral carcinogenesis	5/203	2.711127e-03	8.735854e-03	0	0	5.591874e+00	3.305016e+01	CASP8;PIK3CA;CDKN2A;MDM2;KRAS
KEGG_2021_Human	GnRH secretion	3/64	3.404705e-03	1.060219e-02	0	0	1.072509e+01	6.094639e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	MicroRNAs in cancer	6/310	3.436573e-03	1.060219e-02	0	0	4.396382e+00	2.494191e+01	PIK3CA;CDKN2A;ERBB2;PTEN;MDM2;KRAS
KEGG_2021_Human	Acute myeloid leukemia	3/67	3.875246e-03	1.170647e-02	0	0	1.022081e+01	5.675765e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Fc epsilon RI signaling pathway	3/68	4.040441e-03	1.195641e-02	0	0	1.006306e+01	5.546156e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Prolactin signaling pathway	3/70	4.383548e-03	1.271229e-02	0	0	9.761686e+00	5.300495e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	4/143	4.647171e-03	1.317278e-02	0	0	6.320384e+00	3.394992e+01	PIK3CA;AKT1;KRAS;FGFR2
KEGG_2021_Human	Human papillomavirus infection	6/331	4.724033e-03	1.317278e-02	0	0	4.107902e+00	2.199820e+01	CASP8;PIK3CA;PTEN;MDM2;AKT1;KRAS
KEGG_2021_Human	Hepatitis C	4/157	6.449783e-03	1.740075e-02	0	0	5.737981e+00	2.894071e+01	CASP8;PIK3CA;AKT1;KRAS
KEGG_2021_Human	B cell receptor signaling pathway	3/81	6.583715e-03	1.740075e-02	0	0	8.380389e+00	4.209600e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2/26	6.600284e-03	1.740075e-02	0	0	1.800906e+01	9.041704e+01	PIGM;PIGX
KEGG_2021_Human	Colorectal cancer	3/86	7.765316e-03	2.010662e-02	0	0	7.873560e+00	3.825045e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Small cell lung cancer	3/92	9.338487e-03	2.375580e-02	0	0	7.340536e+00	3.430681e+01	PIK3CA;PTEN;AKT1
KEGG_2021_Human	Choline metabolism in cancer	3/98	1.108479e-02	2.771196e-02	0	0	6.874841e+00	3.095178e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	3/100	1.170594e-02	2.828937e-02	0	0	6.732412e+00	2.994347e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Progesterone-mediated oocyte maturation	3/100	1.170594e-02	2.828937e-02	0	0	6.732412e+00	2.994347e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Chagas disease	3/102	1.234681e-02	2.917998e-02	0	0	6.595738e+00	2.898403e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	T cell receptor signaling pathway	3/104	1.300749e-02	2.917998e-02	0	0	6.464476e+00	2.807024e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Toll-like receptor signaling pathway	3/104	1.300749e-02	2.917998e-02	0	0	6.464476e+00	2.807024e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	4/193	1.306444e-02	2.917998e-02	0	0	4.636567e+00	2.011278e+01	CASP8;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	2/37	1.308068e-02	2.917998e-02	0	0	1.234224e+01	5.352357e+01	PIK3CA;KRAS
KEGG_2021_Human	Insulin resistance	3/108	1.438861e-02	3.161134e-02	0	0	6.216954e+00	2.636808e+01	PIK3CA;PTEN;AKT1
KEGG_2021_Human	HIF-1 signaling pathway	3/109	1.474640e-02	3.190176e-02	0	0	6.157993e+00	2.596676e+01	PIK3CA;ERBB2;AKT1
KEGG_2021_Human	Focal adhesion	4/201	1.496082e-02	3.190176e-02	0	0	4.446475e+00	1.868551e+01	PIK3CA;ERBB2;PTEN;AKT1
KEGG_2021_Human	Epstein-Barr virus infection	4/202	1.520945e-02	3.196188e-02	0	0	4.423793e+00	1.851729e+01	CASP8;PIK3CA;MDM2;AKT1
KEGG_2021_Human	Diabetic cardiomyopathy	4/203	1.546067e-02	3.202567e-02	0	0	4.401340e+00	1.835119e+01	PARP1;PIK3CA;PTEN;AKT1
KEGG_2021_Human	TNF signaling pathway	3/112	1.584991e-02	3.236953e-02	0	0	5.987600e+00	2.481615e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Cholinergic synapse	3/113	1.622782e-02	3.268103e-02	0	0	5.932867e+00	2.444951e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Human immunodeficiency virus 1 infection	4/212	1.784004e-02	3.543570e-02	0	0	4.208974e+00	1.694663e+01	CASP8;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Lipid and atherosclerosis	4/215	1.868111e-02	3.660488e-02	0	0	4.148499e+00	1.651203e+01	CASP8;PIK3CA;AKT1;KRAS
KEGG_2021_Human	cAMP signaling pathway	4/216	1.896686e-02	3.666926e-02	0	0	4.128721e+00	1.637064e+01	PIK3CA;RRAS;AKT1;RRAS2
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	2.059817e-02	3.929914e-02	0	0	9.594686e+00	3.725188e+01	PIK3CA;AKT1
KEGG_2021_Human	Relaxin signaling pathway	3/129	2.296415e-02	4.324418e-02	0	0	5.175301e+00	1.953066e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Estrogen signaling pathway	3/137	2.682094e-02	4.922831e-02	0	0	4.864360e+00	1.760204e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Insulin signaling pathway	3/137	2.682094e-02	4.922831e-02	0	0	4.864360e+00	1.760204e+01	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	2.762112e-02	4.982989e-02	0	0	8.143150e+00	2.922719e+01	PIK3CA;AKT1
KEGG_2021_Human	Measles	3/139	2.783600e-02	4.982989e-02	0	0	4.792340e+00	1.716341e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Salmonella infection	4/249	2.994934e-02	5.295919e-02	0	0	3.566621e+00	1.251259e+01	CASP8;PIK3CA;RRAS;AKT1
KEGG_2021_Human	Non-alcoholic fatty liver disease	3/155	3.668399e-02	6.408648e-02	0	0	4.284413e+00	1.416176e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Necroptosis	3/159	3.909622e-02	6.748752e-02	0	0	4.173711e+00	1.353004e+01	ZBP1;CASP8;PARP1
KEGG_2021_Human	Adipocytokine signaling pathway	2/69	4.183725e-02	7.136943e-02	0	0	6.437054e+00	2.043100e+01	STK11;AKT1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	2/70	4.293883e-02	7.239687e-02	0	0	6.342072e+00	1.996471e+01	CASP8;MAP3K1
KEGG_2021_Human	Adherens junction	2/71	4.405122e-02	7.341870e-02	0	0	6.249842e+00	1.951452e+01	CDH1;ERBB2
KEGG_2021_Human	Inositol phosphate metabolism	2/73	4.630792e-02	7.630283e-02	0	0	6.073178e+00	1.865949e+01	PIK3CA;PTEN
KEGG_2021_Human	Influenza A	3/172	4.747856e-02	7.735271e-02	0	0	3.850120e+00	1.173315e+01	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Bacterial invasion of epithelial cells	2/77	5.094563e-02	8.207906e-02	0	0	5.748116e+00	1.711212e+01	PIK3CA;CDH1
KEGG_2021_Human	Tuberculosis	3/180	5.304160e-02	8.451683e-02	0	0	3.674614e+00	1.079116e+01	CASP8;AKT1;LSP1
KEGG_2021_Human	Axon guidance	3/182	5.447957e-02	8.586453e-02	0	0	3.633188e+00	1.057232e+01	PIK3CA;RRAS;KRAS
KEGG_2021_Human	Chemokine signaling pathway	3/192	6.194700e-02	9.658404e-02	0	0	3.439212e+00	9.566085e+00	PIK3CA;AKT1;KRAS
KEGG_2021_Human	GnRH signaling pathway	2/93	7.101709e-02	1.095476e-01	0	0	4.733636e+00	1.251968e+01	MAP3K1;KRAS
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	2/97	7.637959e-02	1.153650e-01	0	0	4.533410e+00	1.166011e+01	PIK3CA;AKT1
KEGG_2021_Human	Phosphatidylinositol signaling system	2/97	7.637959e-02	1.153650e-01	0	0	4.533410e+00	1.166011e+01	PIK3CA;PTEN
KEGG_2021_Human	Alzheimer disease	4/369	9.610572e-02	1.436632e-01	0	0	2.379422e+00	5.573335e+00	CASP8;PIK3CA;AKT1;KRAS
KEGG_2021_Human	Toxoplasmosis	2/112	9.754505e-02	1.443269e-01	0	0	3.912253e+00	9.105538e+00	CASP8;AKT1
KEGG_2021_Human	Chemical carcinogenesis	3/239	1.028032e-01	1.504624e-01	0	0	2.747718e+00	6.250891e+00	PIK3CA;AKT1;KRAS
KEGG_2021_Human	Calcium signaling pathway	3/240	1.037672e-01	1.504624e-01	0	0	2.735986e+00	6.198664e+00	RET;ERBB2;FGFR2
KEGG_2021_Human	Shigellosis	3/246	1.096263e-01	1.573843e-01	0	0	2.667616e+00	5.897241e+00	PIK3CA;MDM2;AKT1
KEGG_2021_Human	Cell cycle	2/124	1.155199e-01	1.626251e-01	0	0	3.525303e+00	7.608706e+00	CDKN2A;MDM2
KEGG_2021_Human	Platelet activation	2/124	1.155199e-01	1.626251e-01	0	0	3.525303e+00	7.608706e+00	PIK3CA;AKT1
KEGG_2021_Human	Osteoclast differentiation	2/127	1.201385e-01	1.675007e-01	0	0	3.440174e+00	7.290108e+00	PIK3CA;AKT1
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	2/131	1.263669e-01	1.745067e-01	0	0	3.332828e+00	6.894172e+00	PIK3CA;KRAS
KEGG_2021_Human	Yersinia infection	2/137	1.358502e-01	1.858328e-01	0	0	3.183736e+00	6.355383e+00	PIK3CA;AKT1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	2/139	1.390462e-01	1.884272e-01	0	0	3.136941e+00	6.189023e+00	PIK3CA;AKT1
KEGG_2021_Human	Ubiquitin mediated proteolysis	2/140	1.406505e-01	1.888364e-01	0	0	3.114052e+00	6.108141e+00	MAP3K1;MDM2
KEGG_2021_Human	Base excision repair	1/33	1.440900e-01	1.916793e-01	0	0	6.678091e+00	1.293758e+01	PARP1
KEGG_2021_Human	Spinocerebellar ataxia	2/143	1.454874e-01	1.917789e-01	0	0	3.047333e+00	5.874239e+00	PIK3CA;AKT1
KEGG_2021_Human	JAK-STAT signaling pathway	2/162	1.768477e-01	2.310173e-01	0	0	2.682880e+00	4.648000e+00	PIK3CA;AKT1
KEGG_2021_Human	Hippo signaling pathway	2/163	1.785279e-01	2.311299e-01	0	0	2.666082e+00	4.593685e+00	CDH1;NF2
KEGG_2021_Human	Type II diabetes mellitus	1/46	1.950329e-01	2.502635e-01	0	0	4.745759e+00	7.757355e+00	PIK3CA
KEGG_2021_Human	Neutrophil extracellular trap formation	2/189	2.229358e-01	2.835588e-01	0	0	2.292374e+00	3.440558e+00	PIK3CA;AKT1
KEGG_2021_Human	Legionellosis	1/57	2.357868e-01	2.972964e-01	0	0	3.811444e+00	5.506878e+00	CASP8
KEGG_2021_Human	Viral myocarditis	1/60	2.465427e-01	3.055444e-01	0	0	3.617095e+00	5.064729e+00	CASP8
KEGG_2021_Human	Long-term depression	1/60	2.465427e-01	3.055444e-01	0	0	3.617095e+00	5.064729e+00	KRAS
KEGG_2021_Human	Cytosolic DNA-sensing pathway	1/63	2.571488e-01	3.159879e-01	0	0	3.441554e+00	4.673976e+00	ZBP1
KEGG_2021_Human	Long-term potentiation	1/67	2.710607e-01	3.302841e-01	0	0	3.232323e+00	4.219515e+00	KRAS
KEGG_2021_Human	Endocytosis	2/252	3.322945e-01	4.015225e-01	0	0	1.709217e+00	1.883102e+00	MDM2;FGFR2
KEGG_2021_Human	Gap junction	1/88	3.399770e-01	4.074105e-01	0	0	2.449512e+00	2.642722e+00	KRAS
KEGG_2021_Human	IL-17 signaling pathway	1/94	3.584550e-01	4.260325e-01	0	0	2.290785e+00	2.350236e+00	CASP8
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	1/98	3.704883e-01	4.367545e-01	0	0	2.195876e+00	2.180359e+00	PIK3CA
KEGG_2021_Human	Melanogenesis	1/101	3.793665e-01	4.434660e-01	0	0	2.129677e+00	2.064195e+00	KRAS
KEGG_2021_Human	Amoebiasis	1/102	3.822982e-01	4.434660e-01	0	0	2.108485e+00	2.027423e+00	PIK3CA
KEGG_2021_Human	NF-kappa B signaling pathway	1/104	3.881208e-01	4.466469e-01	0	0	2.067335e+00	1.956606e+00	PARP1
KEGG_2021_Human	Glucagon signaling pathway	1/107	3.967529e-01	4.529855e-01	0	0	2.008521e+00	1.856761e+00	AKT1
KEGG_2021_Human	Serotonergic synapse	1/113	4.136572e-01	4.644781e-01	0	0	1.900346e+00	1.677469e+00	KRAS
KEGG_2021_Human	Herpes simplex virus 1 infection	3/498	4.160227e-01	4.644781e-01	0	0	1.292774e+00	1.133783e+00	CASP8;PIK3CA;AKT1
KEGG_2021_Human	Leukocyte transendothelial migration	1/114	4.164287e-01	4.644781e-01	0	0	1.883433e+00	1.649963e+00	PIK3CA
KEGG_2021_Human	Dopaminergic synapse	1/132	4.641557e-01	5.137602e-01	0	0	1.623163e+00	1.245835e+00	AKT1
KEGG_2021_Human	Cell adhesion molecules	1/148	5.033251e-01	5.528950e-01	0	0	1.445322e+00	9.922412e-01	CDH1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	1/150	5.080176e-01	5.538538e-01	0	0	1.425778e+00	9.655925e-01	AKT1
KEGG_2021_Human	Oxytocin signaling pathway	1/154	5.172714e-01	5.580436e-01	0	0	1.388221e+00	9.150981e-01	KRAS
KEGG_2021_Human	Cushing syndrome	1/155	5.195579e-01	5.580436e-01	0	0	1.379137e+00	9.030273e-01	CDKN2A
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	5.461732e-01	5.823171e-01	0	0	1.278663e+00	7.733598e-01	AKT1
KEGG_2021_Human	NOD-like receptor signaling pathway	1/181	5.753853e-01	6.089845e-01	0	0	1.178375e+00	6.513060e-01	CASP8
KEGG_2021_Human	Alcoholism	1/186	5.853608e-01	6.150530e-01	0	0	1.146237e+00	6.138404e-01	KRAS
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	5.970257e-01	6.227966e-01	0	0	1.109891e+00	5.724765e-01	MDM2
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	6.064980e-01	6.281587e-01	0	0	1.081303e+00	5.407100e-01	CASP8
KEGG_2021_Human	Pathways of neurodegeneration	2/475	6.575146e-01	6.761675e-01	0	0	8.931428e-01	3.744843e-01	CASP8;KRAS
KEGG_2021_Human	Thermogenesis	1/232	6.669105e-01	6.762379e-01	0	0	9.158404e-01	3.710065e-01	KRAS
KEGG_2021_Human	Coronavirus disease	1/232	6.669105e-01	6.762379e-01	0	0	9.158404e-01	3.710065e-01	PIK3CA
KEGG_2021_Human	Prion disease	1/273	7.260934e-01	7.311357e-01	0	0	7.761701e-01	2.484339e-01	PIK3CA
KEGG_2021_Human	Huntington disease	1/306	7.660664e-01	7.660664e-01	0	0	6.910277e-01	1.841495e-01	CASP8
Reactome_2022	MTOR Signaling R-HSA-165159	6/41	3.610797e-08	1.487648e-05	0	0	3.870974e+01	6.633592e+02	STK11;CAB39;CAB39L;STRADA;STRADB;AKT1
Reactome_2022	Signal Transduction R-HSA-162582	31/2465	1.382080e-07	2.202741e-05	0	0	3.532183e+00	5.578909e+01	RET;CAB39;CAB39L;PTEN;SPRED2;STK11;SPRED1;CASP8;ERBB2;AKT1;WDR6;PTPN18;PARP1;STRADA;STRADB;OMG;RRAS2;ARHGEF18;MEMO1;FRS3;SLC4A7;CCDC88A;MRAS;PIK3CA;ESRP2;ESRP1;NF1;MDM2;NF2;FGFR2;FRK
Reactome_2022	Signaling By FGFR R-HSA-190236	7/86	1.603937e-07	2.202741e-05	0	0	2.019337e+01	3.159380e+02	SPRED2;SPRED1;PIK3CA;ESRP2;ESRP1;FRS3;FGFR2
Reactome_2022	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	5/29	2.236904e-07	2.304011e-05	0	0	4.654026e+01	7.126712e+02	STK11;CAB39;CAB39L;STRADA;STRADB
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	12/424	7.018840e-07	5.783524e-05	0	0	6.924224e+00	9.811278e+01	SPRED2;SPRED1;MRAS;PIK3CA;ESRP1;ERBB2;PTEN;NF1;MDM2;AKT1;FRS3;FGFR2
Reactome_2022	RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953	3/6	1.990281e-06	1.366660e-04	0	0	2.187143e+02	2.871114e+03	SPRED2;SPRED1;NF1
Reactome_2022	Signaling By ERBB2 R-HSA-1227986	5/49	3.335244e-06	1.963029e-04	0	0	2.536006e+01	3.198148e+02	PTPN18;PIK3CA;ERBB2;AKT1;MEMO1
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	9/271	5.250662e-06	2.704091e-04	0	0	7.938752e+00	9.651265e+01	RET;SPRED2;SPRED1;MRAS;PIK3CA;ERBB2;NF1;FRS3;FGFR2
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	9/277	6.267402e-06	2.869078e-04	0	0	7.758648e+00	9.294975e+01	RET;SPRED2;SPRED1;MRAS;PIK3CA;ERBB2;NF1;FRS3;FGFR2
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	6/105	1.015381e-05	4.183368e-04	0	0	1.364118e+01	1.568417e+02	PIK3CA;ERBB2;PTEN;MDM2;AKT1;FGFR2
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	9/318	1.886790e-05	7.066888e-04	0	0	6.715134e+00	7.304755e+01	RET;SPRED2;SPRED1;MRAS;PIK3CA;ERBB2;NF1;FRS3;FGFR2
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	11/496	2.109949e-05	7.068096e-04	0	0	5.306943e+00	5.713594e+01	SPRED2;PTPN18;SPRED1;PIK3CA;ESRP2;ESRP1;ERBB2;AKT1;MEMO1;FRS3;FGFR2
Reactome_2022	Signaling By FGFR2 R-HSA-5654738	5/72	2.247470e-05	7.068096e-04	0	0	1.663508e+01	1.780473e+02	PIK3CA;ESRP2;ESRP1;FRS3;FGFR2
Reactome_2022	Regulation Of TP53 Degradation R-HSA-6804757	4/36	2.401780e-05	7.068096e-04	0	0	2.760278e+01	2.936029e+02	RNF34;CDKN2A;MDM2;AKT1
Reactome_2022	Regulation Of TP53 Expression And Degradation R-HSA-6806003	4/37	2.683246e-05	7.369983e-04	0	0	2.676498e+01	2.817255e+02	RNF34;CDKN2A;MDM2;AKT1
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	5/78	3.316670e-05	8.540425e-04	0	0	1.526320e+01	1.574241e+02	SPRED2;SPRED1;MRAS;ESRP1;NF1
Reactome_2022	RND1 GTPase Cycle R-HSA-9696273	4/42	4.466495e-05	1.082468e-03	0	0	2.323743e+01	2.327535e+02	CCDC88A;WDR6;RRAS2;FRS3
Reactome_2022	Signaling By FGFR1 R-HSA-5654736	4/49	8.244964e-05	1.887181e-03	0	0	1.961580e+01	1.844537e+02	SPRED2;SPRED1;PIK3CA;FRS3
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	5/113	1.937831e-04	4.202034e-03	0	0	1.029859e+01	8.804024e+01	PIK3CA;ERBB2;PTEN;AKT1;FGFR2
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	7/268	2.721118e-04	5.605504e-03	0	0	6.056062e+00	4.971601e+01	PIK3CA;ERBB2;PTEN;MDM2;AKT1;FGFR2;FRK
Reactome_2022	Downregulation Of ERBB2 Signaling R-HSA-8863795	3/29	3.362141e-04	6.296374e-03	0	0	2.520710e+01	2.016004e+02	PTPN18;ERBB2;AKT1
Reactome_2022	Downstream Signaling Of Activated FGFR2 R-HSA-5654696	3/29	3.362141e-04	6.296374e-03	0	0	2.520710e+01	2.016004e+02	PIK3CA;FRS3;FGFR2
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	7/306	6.020212e-04	1.078403e-02	0	0	5.276170e+00	3.912395e+01	PIK3CA;ERBB2;PTEN;MDM2;AKT1;FGFR2;FRK
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	5/157	8.751557e-04	1.502351e-02	0	0	7.301153e+00	5.140821e+01	STK11;RNF34;CDKN2A;MDM2;AKT1
Reactome_2022	Disease R-HSA-1643685	18/1736	1.089399e-03	1.795330e-02	0	0	2.507383e+00	1.710569e+01	ZBP1;MAP4K2;EGFL7;PARP1;CDKN2A;PTEN;FRS3;SPRED2;SPRED1;CASP8;MRAS;PIK3CA;ESRP1;ERBB2;NF1;MDM2;AKT1;FGFR2
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	4/106	1.576605e-03	2.425208e-02	0	0	8.629194e+00	5.567971e+01	PIK3CA;ERBB2;AKT1;FGFR2
Reactome_2022	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	2/13	1.648199e-03	2.425208e-02	0	0	3.931818e+01	2.519537e+02	ERBB2;AKT1
Reactome_2022	FGFRL1 Modulation Of FGFR1 Signaling R-HSA-5658623	2/13	1.648199e-03	2.425208e-02	0	0	3.931818e+01	2.519537e+02	SPRED2;SPRED1
Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	2/14	1.917026e-03	2.723499e-02	0	0	3.603986e+01	2.255007e+02	MDM2;AKT1
Reactome_2022	Signaling By ERBB2 ECD Mutants R-HSA-9665348	2/15	2.205199e-03	2.845531e-02	0	0	3.326589e+01	2.034853e+02	PIK3CA;ERBB2
Reactome_2022	ERBB2 Regulates Cell Motility R-HSA-6785631	2/15	2.205199e-03	2.845531e-02	0	0	3.326589e+01	2.034853e+02	ERBB2;MEMO1
