Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Colorectal cancer	1/86	1.021895e-01	2.241633e-01	0	0	9.750000e+00	2.223903e+01	MLH1
KEGG_2021_Human	Small cell lung cancer	1/92	1.089318e-01	2.241633e-01	0	0	9.104396e+00	2.018475e+01	CDK4
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	1/100	1.178460e-01	2.241633e-01	0	0	8.365320e+00	1.788821e+01	CDK4
KEGG_2021_Human	T cell receptor signaling pathway	1/104	1.222709e-01	2.241633e-01	0	0	8.038835e+00	1.689374e+01	CDK4
KEGG_2021_Human	NF-kappa B signaling pathway	1/104	1.222709e-01	2.241633e-01	0	0	8.038835e+00	1.689374e+01	ATM
KEGG_2021_Human	FoxO signaling pathway	1/131	1.515865e-01	2.442788e-01	0	0	6.360577e+00	1.199986e+01	ATM
KEGG_2021_Human	Measles	1/139	1.600906e-01	2.442788e-01	0	0	5.989432e+00	1.097273e+01	CDK4
KEGG_2021_Human	Apoptosis	1/142	1.632584e-01	2.442788e-01	0	0	5.861111e+00	1.062280e+01	ATM
KEGG_2021_Human	Breast cancer	1/147	1.685127e-01	2.442788e-01	0	0	5.658961e+00	1.007716e+01	CDK4
KEGG_2021_Human	Gastric cancer	1/149	1.706056e-01	2.442788e-01	0	0	5.581926e+00	9.871083e+00	MLH1
KEGG_2021_Human	Cushing syndrome	1/155	1.768538e-01	2.442788e-01	0	0	5.362825e+00	9.290729e+00	CDK4
KEGG_2021_Human	Hepatitis C	1/157	1.789265e-01	2.442788e-01	0	0	5.293536e+00	9.109013e+00	CDK4
KEGG_2021_Human	Hippo signaling pathway	1/163	1.851145e-01	2.442788e-01	0	0	5.095936e+00	8.595727e+00	RASSF1
KEGG_2021_Human	Hepatocellular carcinoma	1/168	1.902370e-01	2.442788e-01	0	0	4.942116e+00	8.201366e+00	CDK4
KEGG_2021_Human	Tight junction	1/169	1.912577e-01	2.442788e-01	0	0	4.912450e+00	8.125848e+00	CDK4
KEGG_2021_Human	Influenza A	1/172	1.943127e-01	2.442788e-01	0	0	4.825536e+00	7.905612e+00	CDK4
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	2.143975e-01	2.541151e-01	0	0	4.315881e+00	6.646126e+00	ATM
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	1/193	2.153891e-01	2.541151e-01	0	0	4.293186e+00	6.591368e+00	CDK4
KEGG_2021_Human	Epstein-Barr virus infection	1/202	2.242588e-01	2.541151e-01	0	0	4.099088e+00	6.127949e+00	CDK4
KEGG_2021_Human	Viral carcinogenesis	1/203	2.252384e-01	2.541151e-01	0	0	4.078589e+00	6.079528e+00	CDK4
KEGG_2021_Human	Human immunodeficiency virus 1 infection	1/212	2.340013e-01	2.574014e-01	0	0	3.902844e+00	5.668602e+00	ATM
KEGG_2021_Human	Human cytomegalovirus infection	1/225	2.464909e-01	2.645268e-01	0	0	3.673921e+00	5.145070e+00	CDK4
KEGG_2021_Human	Ras signaling pathway	1/232	2.531349e-01	2.651889e-01	0	0	3.561328e+00	4.892669e+00	RASSF1
KEGG_2021_Human	Shigellosis	1/246	2.662545e-01	2.724465e-01	0	0	3.355442e+00	4.440265e+00	ATM
KEGG_2021_Human	PI3K-Akt signaling pathway	1/354	3.602851e-01	3.602851e-01	0	0	2.316100e+00	2.364413e+00	CDK4
Reactome_2022	Meiotic Recombination R-HSA-912446	7/56	4.226023e-13	5.536090e-11	0	0	1.581429e+02	4.505861e+03	SPO11;CDK4;MSH4;MSH5;ATM;MLH1;MLH3
Reactome_2022	Meiosis R-HSA-1500620	7/88	1.128028e-11	7.388585e-10	0	0	9.551303e+01	2.407689e+03	SPO11;CDK4;MSH4;MSH5;ATM;MLH1;MLH3
Reactome_2022	Reproduction R-HSA-1474165	7/113	6.728396e-11	2.938066e-09	0	0	7.289465e+01	1.707346e+03	SPO11;CDK4;MSH4;MSH5;ATM;MLH1;MLH3
Reactome_2022	DNA Repair R-HSA-73894	6/310	1.825337e-06	5.977978e-05	0	0	2.043386e+01	2.700079e+02	MBD4;NTHL1;LIG4;XRCC1;ATM;MLH1
Reactome_2022	Cell Cycle R-HSA-1640170	7/654	1.112831e-05	2.915618e-04	0	0	1.161738e+01	1.325080e+02	SPO11;CDK4;MSH4;MSH5;ATM;MLH1;MLH3
Reactome_2022	Resolution Of Abasic Sites (AP Sites) R-HSA-73933	3/38	1.413906e-05	3.087029e-04	0	0	7.768831e+01	8.675119e+02	MBD4;NTHL1;XRCC1
Reactome_2022	Diseases Of DNA Repair R-HSA-9675135	3/51	3.453150e-05	6.462324e-04	0	0	5.661080e+01	5.815988e+02	NTHL1;ATM;MLH1
Reactome_2022	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	2/9	5.371109e-05	8.795190e-04	0	0	2.480497e+02	2.438798e+03	MBD4;NTHL1
Reactome_2022	Base Excision Repair R-HSA-73884	3/72	9.719651e-05	1.414749e-03	0	0	3.933992e+01	3.634527e+02	MBD4;NTHL1;XRCC1
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	3/149	8.263756e-04	1.082552e-02	0	0	1.852024e+01	1.314652e+02	LIG4;XRCC1;ATM
Reactome_2022	Cleavage Of Damaged Pyrimidine R-HSA-110329	2/42	1.252556e-03	1.491680e-02	0	0	4.333696e+01	2.896022e+02	MBD4;NTHL1
Reactome_2022	Base-Excision Repair, AP Site Formation R-HSA-73929	2/44	1.374107e-03	1.500067e-02	0	0	4.126915e+01	2.719617e+02	MBD4;NTHL1
Reactome_2022	Nonhomologous End-Joining (NHEJ) R-HSA-5693571	2/51	1.842107e-03	1.856277e-02	0	0	3.536114e+01	2.226636e+02	LIG4;ATM
Reactome_2022	TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648	2/62	2.709221e-03	2.535057e-02	0	0	2.886232e+01	1.706079e+02	ATM;MLH1
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	6/1312	4.733291e-03	4.021009e-02	0	0	4.514145e+00	2.416483e+01	MBD4;CDK4;NABP2;ATM;MLH1;ZNF740
Reactome_2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	2/84	4.911156e-03	4.021009e-02	0	0	2.109544e+01	1.121485e+02	MBD4;CDK4
Reactome_2022	Diseases Of Base Excision Repair R-HSA-9605308	1/5	6.234939e-03	4.298826e-02	0	0	2.080312e+02	1.056297e+03	NTHL1
Reactome_2022	Diseases Of Mismatch Repair (MMR) R-HSA-5423599	1/5	6.234939e-03	4.298826e-02	0	0	2.080312e+02	1.056297e+03	MLH1
Reactome_2022	Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119	1/5	6.234939e-03	4.298826e-02	0	0	2.080312e+02	1.056297e+03	CDK4
Reactome_2022	PTK6 Regulates Cell Cycle R-HSA-8849470	1/6	7.477447e-03	4.562354e-02	0	0	1.664167e+02	8.147533e+02	CDK4
Reactome_2022	Sensing Of DNA Double Strand Breaks R-HSA-5693548	1/6	7.477447e-03	4.562354e-02	0	0	1.664167e+02	8.147533e+02	ATM
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	6/1449	7.661969e-03	4.562354e-02	0	0	4.055586e+00	1.975673e+01	MBD4;CDK4;NABP2;ATM;MLH1;ZNF740
Reactome_2022	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702	1/7	8.718464e-03	4.965734e-02	0	0	1.386736e+02	6.576336e+02	XRCC1
Reactome_2022	Homology Directed Repair R-HSA-5693538	2/119	9.630894e-03	5.217988e-02	0	0	1.475883e+01	6.852197e+01	XRCC1;ATM
Reactome_2022	2-LTR Circle Formation R-HSA-164843	1/8	9.957992e-03	5.217988e-02	0	0	1.188571e+02	5.478577e+02	LIG4
Reactome_2022	Integration Of Provirus R-HSA-162592	1/10	1.243259e-02	6.032107e-02	0	0	9.243519e+01	4.055533e+02	LIG4
Reactome_2022	Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380	1/10	1.243259e-02	6.032107e-02	0	0	9.243519e+01	4.055533e+02	SLC39A1
Reactome_2022	Pexophagy R-HSA-9664873	1/11	1.366766e-02	6.296977e-02	0	0	8.318750e+01	3.571009e+02	ATM
Reactome_2022	Generic Transcription Pathway R-HSA-212436	5/1190	1.449260e-02	6.296977e-02	0	0	3.964135e+00	1.678461e+01	MBD4;CDK4;ATM;MLH1;ZNF740
Reactome_2022	TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207	1/12	1.490124e-02	6.296977e-02	0	0	7.562121e+01	3.180863e+02	ATM
Reactome_2022	HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939	1/12	1.490124e-02	6.296977e-02	0	0	7.562121e+01	3.180863e+02	XRCC1
Reactome_2022	Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606	1/14	1.736398e-02	6.892973e-02	0	0	6.398077e+01	2.593369e+02	MLH1
Reactome_2022	Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565	1/14	1.736398e-02	6.892973e-02	0	0	6.398077e+01	2.593369e+02	MLH1
Reactome_2022	Cellular Senescence R-HSA-2559583	2/165	1.792141e-02	6.905015e-02	0	0	1.056922e+01	4.250685e+01	CDK4;ATM
Reactome_2022	Mismatch Repair R-HSA-5358508	1/15	1.859313e-02	6.959142e-02	0	0	5.940774e+01	2.367377e+02	MLH1
Reactome_2022	Early Phase Of HIV Life Cycle R-HSA-162594	1/16	1.982080e-02	7.212570e-02	0	0	5.544444e+01	2.173990e+02	LIG4
Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	1/17	2.104700e-02	7.255677e-02	0	0	5.197656e+01	2.006814e+02	CDK4
Reactome_2022	Zinc Transporters R-HSA-435354	1/17	2.104700e-02	7.255677e-02	0	0	5.197656e+01	2.006814e+02	SLC39A1
Reactome_2022	RORA Activates Gene Expression R-HSA-1368082	1/18	2.227173e-02	7.481017e-02	0	0	4.891667e+01	1.861004e+02	MBD4
Reactome_2022	Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	1/19	2.349499e-02	7.694608e-02	0	0	4.619676e+01	1.732826e+02	ATM
Reactome_2022	TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204	1/20	2.471677e-02	7.897311e-02	0	0	4.376316e+01	1.619356e+02	ATM
Reactome_2022	Impaired BRCA2 Binding To PALB2 R-HSA-9709603	1/24	2.958927e-02	9.171111e-02	0	0	3.614493e+01	1.272426e+02	ATM
Reactome_2022	Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397	1/25	3.080373e-02	9.171111e-02	0	0	3.463715e+01	1.205414e+02	XRCC1
Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	1/25	3.080373e-02	9.171111e-02	0	0	3.463715e+01	1.205414e+02	ATM
Reactome_2022	Metal Ion SLC Transporters R-HSA-425410	1/26	3.201674e-02	9.261502e-02	0	0	3.325000e+01	1.144298e+02	SLC39A1
Reactome_2022	Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554	1/27	3.322829e-02	9.261502e-02	0	0	3.196955e+01	1.088357e+02	ATM
Reactome_2022	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	1/27	3.322829e-02	9.261502e-02	0	0	3.196955e+01	1.088357e+02	MBD4
Reactome_2022	Oncogene Induced Senescence R-HSA-2559585	1/33	4.046708e-02	1.078106e-01	0	0	2.596745e+01	8.328453e+01	CDK4
Reactome_2022	Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568	1/33	4.046708e-02	1.078106e-01	0	0	2.596745e+01	8.328453e+01	ATM
Reactome_2022	Resolution Of D-Loop Structures R-HSA-5693537	1/34	4.166847e-02	1.078106e-01	0	0	2.517929e+01	8.002006e+01	ATM
Reactome_2022	Impaired BRCA2 Binding To RAD51 R-HSA-9709570	1/35	4.286843e-02	1.078106e-01	0	0	2.443750e+01	7.696883e+01	ATM
Reactome_2022	Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	1/36	4.406693e-02	1.078106e-01	0	0	2.373810e+01	7.411141e+01	CDK4
Reactome_2022	Regulation Of TP53 Degradation R-HSA-6804757	1/36	4.406693e-02	1.078106e-01	0	0	2.373810e+01	7.411141e+01	ATM
Reactome_2022	Regulation Of TP53 Expression And Degradation R-HSA-6806003	1/37	4.526400e-02	1.078106e-01	0	0	2.307755e+01	7.143062e+01	ATM
Reactome_2022	HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	1/37	4.526400e-02	1.078106e-01	0	0	2.307755e+01	7.143062e+01	ATM
Reactome_2022	Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	4.645963e-02	1.086824e-01	0	0	2.245270e+01	6.891119e+01	CDK4
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	1/40	4.884658e-02	1.122614e-01	0	0	2.129915e+01	6.430363e+01	ATM
Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	1/41	5.003790e-02	1.130166e-01	0	0	2.076562e+01	6.219252e+01	ATM
Reactome_2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1/42	5.122779e-02	1.137431e-01	0	0	2.025813e+01	6.019649e+01	MBD4
Reactome_2022	Homologous DNA Pairing And Strand Exchange R-HSA-5693579	1/43	5.241625e-02	1.144421e-01	0	0	1.977480e+01	5.830677e+01	ATM
Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	1/44	5.360328e-02	1.151152e-01	0	0	1.931395e+01	5.651543e+01	ATM
Reactome_2022	Heme Signaling R-HSA-9707616	1/45	5.478888e-02	1.157636e-01	0	0	1.887405e+01	5.481531e+01	MBD4
Reactome_2022	Cyclin D Associated Events In G1 R-HSA-69231	1/47	5.715580e-02	1.163285e-01	0	0	1.805163e+01	5.166330e+01	CDK4
Reactome_2022	RMTs Methylate Histone Arginines R-HSA-3214858	1/49	5.951704e-02	1.163285e-01	0	0	1.729774e+01	4.880545e+01	CDK4
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	3/722	5.977993e-02	1.163285e-01	0	0	3.652042e+00	1.028811e+01	MBD4;CDK4;ATM
Reactome_2022	Disease R-HSA-1643685	5/1736	6.034171e-02	1.163285e-01	0	0	2.634893e+00	7.398073e+00	NTHL1;CDK4;LIG4;ATM;MLH1
Reactome_2022	Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425	1/51	6.187260e-02	1.163285e-01	0	0	1.660417e+01	4.620405e+01	ATM
Reactome_2022	Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815	1/51	6.187260e-02	1.163285e-01	0	0	1.660417e+01	4.620405e+01	CDK4
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	3/736	6.261419e-02	1.163285e-01	0	0	3.579685e+00	9.918460e+00	MBD4;CDK4;ATM
Reactome_2022	Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201	1/52	6.304826e-02	1.163285e-01	0	0	1.627778e+01	4.498942e+01	MBD4
Reactome_2022	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	1/52	6.304826e-02	1.163285e-01	0	0	1.627778e+01	4.498942e+01	CDK4
Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280	1/53	6.422250e-02	1.168493e-01	0	0	1.596394e+01	4.382743e+01	MBD4
Reactome_2022	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829	1/55	6.656674e-02	1.175257e-01	0	0	1.537114e+01	4.164888e+01	MBD4
Reactome_2022	Stabilization Of P53 R-HSA-69541	1/56	6.773675e-02	1.175257e-01	0	0	1.509091e+01	4.062664e+01	ATM
Reactome_2022	Cytoprotection By HMOX1 R-HSA-9707564	1/57	6.890534e-02	1.175257e-01	0	0	1.482068e+01	3.964565e+01	MBD4
Reactome_2022	SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577	1/59	7.123832e-02	1.175257e-01	0	0	1.430819e+01	3.779829e+01	CDK4
Reactome_2022	Transcriptional Regulation Of Granulopoiesis R-HSA-9616222	1/59	7.123832e-02	1.175257e-01	0	0	1.430819e+01	3.779829e+01	CDK4
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	2/354	7.175849e-02	1.175257e-01	0	0	4.847579e+00	1.277070e+01	ATM;MLH1
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	1/60	7.240271e-02	1.175257e-01	0	0	1.406497e+01	3.692775e+01	ATM
Reactome_2022	DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586	1/61	7.356569e-02	1.175257e-01	0	0	1.382986e+01	3.609008e+01	ATM
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	1/61	7.356569e-02	1.175257e-01	0	0	1.382986e+01	3.609008e+01	ATM
Reactome_2022	Selective Autophagy R-HSA-9663891	1/61	7.356569e-02	1.175257e-01	0	0	1.382986e+01	3.609008e+01	ATM
Reactome_2022	Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210	1/64	7.704625e-02	1.216031e-01	0	0	1.316931e+01	3.375755e+01	XRCC1
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	1/65	7.820364e-02	1.219604e-01	0	0	1.296289e+01	3.303514e+01	ATM
Reactome_2022	G1/S DNA Damage Checkpoints R-HSA-69615	1/67	8.051425e-02	1.226438e-01	0	0	1.256881e+01	3.166488e+01	ATM
Reactome_2022	HDR Thru Homologous Recombination (HRR) R-HSA-5685942	1/67	8.051425e-02	1.226438e-01	0	0	1.256881e+01	3.166488e+01	ATM
Reactome_2022	Circadian Clock R-HSA-400253	1/69	8.281930e-02	1.247049e-01	0	0	1.219792e+01	3.038616e+01	MBD4
Reactome_2022	RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505	1/74	8.855768e-02	1.318302e-01	0	0	1.135959e+01	2.753679e+01	NABP2
Reactome_2022	G2/M DNA Damage Checkpoint R-HSA-69473	1/77	9.198414e-02	1.338880e-01	0	0	1.090954e+01	2.603168e+01	ATM
Reactome_2022	Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827	1/77	9.198414e-02	1.338880e-01	0	0	1.090954e+01	2.603168e+01	XRCC1
Reactome_2022	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	1/80	9.539824e-02	1.346783e-01	0	0	1.049367e+01	2.465693e+01	ATM
Reactome_2022	Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453	1/81	9.653353e-02	1.346783e-01	0	0	1.036198e+01	2.422491e+01	ATM
Reactome_2022	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	1/81	9.653353e-02	1.346783e-01	0	0	1.036198e+01	2.422491e+01	CDK4
Reactome_2022	Cyclin E Associated Events During G1/S Transition R-HSA-69202	1/82	9.766746e-02	1.346783e-01	0	0	1.023354e+01	2.380512e+01	CDK4
Reactome_2022	Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399	1/82	9.766746e-02	1.346783e-01	0	0	1.023354e+01	2.380512e+01	XRCC1
Reactome_2022	Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656	1/84	9.993120e-02	1.363645e-01	0	0	9.985944e+00	2.300036e+01	CDK4
Reactome_2022	Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366	1/86	1.021895e-01	1.380085e-01	0	0	9.750000e+00	2.223903e+01	SLC39A1
Reactome_2022	Mitochondrial Biogenesis R-HSA-1592230	1/89	1.055668e-01	1.411147e-01	0	0	9.416193e+00	2.117148e+01	MBD4
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	1/90	1.066898e-01	1.411754e-01	0	0	9.309925e+00	2.083403e+01	ATM
Reactome_2022	Oxidative Stress Induced Senescence R-HSA-2559580	1/93	1.100508e-01	1.441665e-01	0	0	9.004982e+00	1.987231e+01	CDK4
Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	1/99	1.167364e-01	1.514106e-01	0	0	8.451105e+00	1.815160e+01	ATM
Reactome_2022	Nucleotide Excision Repair R-HSA-5696398	1/108	1.266745e-01	1.626898e-01	0	0	7.736760e+00	1.598519e+01	XRCC1
Reactome_2022	Macroautophagy R-HSA-1632852	1/114	1.332401e-01	1.678313e-01	0	0	7.323746e+00	1.476176e+01	ATM
Reactome_2022	HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567	1/114	1.332401e-01	1.678313e-01	0	0	7.323746e+00	1.476176e+01	ATM
Reactome_2022	PPARA Activates Gene Expression R-HSA-1989781	1/116	1.354181e-01	1.682080e-01	0	0	7.195652e+00	1.438690e+01	MBD4
Reactome_2022	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	1/118	1.375909e-01	1.682080e-01	0	0	7.071937e+00	1.402698e+01	MBD4
Reactome_2022	Transcriptional Regulation By RUNX2 R-HSA-8878166	1/119	1.386753e-01	1.682080e-01	0	0	7.011653e+00	1.385236e+01	CDK4
Reactome_2022	Estrogen-dependent Gene Expression R-HSA-9018519	1/119	1.386753e-01	1.682080e-01	0	0	7.011653e+00	1.385236e+01	MBD4
Reactome_2022	Autophagy R-HSA-9612973	1/128	1.483762e-01	1.779785e-01	0	0	6.511811e+00	1.242456e+01	ATM
Reactome_2022	G1/S Transition R-HSA-69206	1/129	1.494476e-01	1.779785e-01	0	0	6.460612e+00	1.228039e+01	CDK4
Reactome_2022	Mitotic G1 Phase And G1/S Transition R-HSA-453279	1/147	1.685127e-01	1.977817e-01	0	0	5.658961e+00	1.007716e+01	CDK4
Reactome_2022	G2/M Checkpoints R-HSA-69481	1/148	1.695598e-01	1.977817e-01	0	0	5.620181e+00	9.973291e+00	ATM
Reactome_2022	HIV Life Cycle R-HSA-162587	1/149	1.706056e-01	1.977817e-01	0	0	5.581926e+00	9.871083e+00	LIG4
Reactome_2022	Metabolism Of Steroids R-HSA-8957322	1/153	1.747761e-01	2.008392e-01	0	0	5.433936e+00	9.478141e+00	MBD4
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	1/157	1.789265e-01	2.038206e-01	0	0	5.293536e+00	9.109013e+00	ATM
Reactome_2022	S Phase R-HSA-69242	1/161	1.830568e-01	2.067280e-01	0	0	5.160156e+00	8.761732e+00	CDK4
Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	1/182	2.044159e-01	2.288760e-01	0	0	4.556630e+00	7.234098e+00	MBD4
Reactome_2022	ESR-mediated Signaling R-HSA-8939211	1/188	2.104194e-01	2.336012e-01	0	0	4.409091e+00	6.872241e+00	MBD4
Reactome_2022	HIV Infection R-HSA-162906	1/229	2.502944e-01	2.755341e-01	0	0	3.608735e+00	4.998523e+00	LIG4
Reactome_2022	Chromatin Modifying Enzymes R-HSA-3247509	1/238	2.587849e-01	2.825069e-01	0	0	3.470113e+00	4.690752e+00	CDK4
Reactome_2022	SLC-mediated Transmembrane Transport R-HSA-425407	1/247	2.671831e-01	2.892644e-01	0	0	3.341633e+00	4.410357e+00	SLC39A1
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	1/260	2.791528e-01	2.997460e-01	0	0	3.171815e+00	4.047223e+00	MBD4
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	1/271	2.891341e-01	3.079396e-01	0	0	3.040895e+00	3.773339e+00	ATM
Reactome_2022	Organelle Biogenesis And Maintenance R-HSA-1852241	1/275	2.927307e-01	3.092558e-01	0	0	2.995894e+00	3.680463e+00	MBD4
Reactome_2022	Developmental Biology R-HSA-1266738	2/1073	3.910564e-01	4.098271e-01	0	0	1.534852e+00	1.441078e+00	MBD4;CDK4
Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	1/523	4.846204e-01	5.038514e-01	0	0	1.552762e+00	1.124804e+00	CDK4
Reactome_2022	Transport Of Small Molecules R-HSA-382551	1/706	5.930236e-01	6.117015e-01	0	0	1.138889e+00	5.950934e-01	SLC39A1
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	6.065231e-01	6.207385e-01	0	0	1.096899e+00	5.484633e-01	MBD4
Reactome_2022	Infectious Disease R-HSA-5663205	1/961	7.082400e-01	7.192205e-01	0	0	8.253038e-01	2.847069e-01	LIG4
Reactome_2022	Signal Transduction R-HSA-162582	2/2465	8.317153e-01	8.381131e-01	0	0	6.182633e-01	1.139244e-01	MBD4;CDK4
Reactome_2022	Metabolism R-HSA-1430728	1/2049	9.330529e-01	9.330529e-01	0	0	3.647257e-01	2.527309e-02	MBD4
