Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Endometrial cancer	2/58	3.641175e-03	2.239323e-02	0	0	2.452340e+01	1.377099e+02	PTEN;AKT1
KEGG_2021_Human	Adipocytokine signaling pathway	2/69	5.113293e-03	2.807326e-02	0	0	2.048585e+01	1.080815e+02	STK11;AKT1
KEGG_2021_Human	Central carbon metabolism in cancer	2/70	5.258625e-03	2.807326e-02	0	0	2.018357e+01	1.059211e+02	PTEN;AKT1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	2/70	5.258625e-03	2.807326e-02	0	0	2.018357e+01	1.059211e+02	CASP8;CASP10
KEGG_2021_Human	Melanoma	2/72	5.554958e-03	2.807326e-02	0	0	1.960493e+01	1.018096e+02	PTEN;AKT1
KEGG_2021_Human	Inositol phosphate metabolism	2/73	5.705948e-03	2.807326e-02	0	0	1.932783e+01	9.985232e+01	PTEN;PIK3C3
KEGG_2021_Human	Glioma	2/75	6.013544e-03	2.844869e-02	0	0	1.879641e+01	9.611997e+01	PTEN;AKT1
KEGG_2021_Human	Shigellosis	3/246	6.408234e-03	2.919306e-02	0	0	8.697531e+00	4.392402e+01	PYCARD;AKT1;PIK3C3
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	8.372782e-03	3.678044e-02	0	0	1.576060e+01	7.537932e+01	PTEN;AKT1
KEGG_2021_Human	Small cell lung cancer	2/92	8.924332e-03	3.785148e-02	0	0	1.523295e+01	7.188389e+01	PTEN;AKT1
KEGG_2021_Human	Phosphatidylinositol signaling system	2/97	9.878838e-03	3.893648e-02	0	0	1.442759e+01	6.661737e+01	PTEN;PIK3C3
KEGG_2021_Human	Prostate cancer	2/97	9.878838e-03	3.893648e-02	0	0	1.442759e+01	6.661737e+01	PTEN;AKT1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	3/295	1.052271e-02	3.893648e-02	0	0	7.220034e+00	3.288162e+01	TNFSF10;TNFRSF10B;TNFRSF10D
KEGG_2021_Human	Chagas disease	2/102	1.087681e-02	3.893648e-02	0	0	1.370276e+01	6.195184e+01	CASP8;AKT1
KEGG_2021_Human	Longevity regulating pathway	2/102	1.087681e-02	3.893648e-02	0	0	1.370276e+01	6.195184e+01	STK11;AKT1
KEGG_2021_Human	Toll-like receptor signaling pathway	2/104	1.128802e-02	3.893648e-02	0	0	1.343272e+01	6.023251e+01	CASP8;AKT1
KEGG_2021_Human	Huntington disease	3/306	1.161494e-02	3.893648e-02	0	0	6.954031e+00	3.098343e+01	HIP1;CASP8;PIK3C3
KEGG_2021_Human	Insulin resistance	2/108	1.213081e-02	3.893648e-02	0	0	1.292323e+01	5.701737e+01	PTEN;AKT1
KEGG_2021_Human	Riboflavin metabolism	1/8	1.233497e-02	3.893648e-02	0	0	9.505714e+01	4.178063e+02	ACP1
KEGG_2021_Human	HIF-1 signaling pathway	2/109	1.234571e-02	3.893648e-02	0	0	1.280180e+01	5.625685e+01	AKT1;ENO2
KEGG_2021_Human	Toxoplasmosis	2/112	1.300045e-02	3.997639e-02	0	0	1.245078e+01	5.407090e+01	CASP8;AKT1
KEGG_2021_Human	Human papillomavirus infection	3/331	1.433430e-02	4.271600e-02	0	0	6.415832e+00	2.723585e+01	CASP8;PTEN;AKT1
KEGG_2021_Human	Sphingolipid signaling pathway	2/119	1.458595e-02	4.271600e-02	0	0	1.170174e+01	4.947140e+01	PTEN;AKT1
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	2/131	1.748772e-02	5.002300e-02	0	0	1.060679e+01	4.291779e+01	TNFSF10;TNFRSF10B
KEGG_2021_Human	Apelin signaling pathway	2/137	1.902332e-02	5.109713e-02	0	0	1.013231e+01	4.014513e+01	AKT1;PIK3C3
KEGG_2021_Human	Yersinia infection	2/137	1.902332e-02	5.109713e-02	0	0	1.013231e+01	4.014513e+01	PYCARD;AKT1
KEGG_2021_Human	Alzheimer disease	3/369	1.910950e-02	5.109713e-02	0	0	5.738583e+00	2.271084e+01	CASP8;AKT1;PIK3C3
KEGG_2021_Human	Measles	2/139	1.954746e-02	5.115613e-02	0	0	9.983388e+00	3.928373e+01	CASP8;AKT1
KEGG_2021_Human	Spinocerebellar ataxia	2/143	2.061393e-02	5.282320e-02	0	0	9.698215e+00	3.764641e+01	AKT1;PIK3C3
KEGG_2021_Human	Breast cancer	2/147	2.170437e-02	5.448240e-02	0	0	9.428775e+00	3.611449e+01	PTEN;AKT1
KEGG_2021_Human	Thiamine metabolism	1/15	2.300723e-02	5.659778e-02	0	0	4.751190e+01	1.792124e+02	ACP1
KEGG_2021_Human	Non-alcoholic fatty liver disease	2/155	2.395589e-02	5.693567e-02	0	0	8.932161e+00	3.333073e+01	CASP8;AKT1
KEGG_2021_Human	Cellular senescence	2/156	2.424386e-02	5.693567e-02	0	0	8.873712e+00	3.300659e+01	PTEN;AKT1
KEGG_2021_Human	Hepatitis C	2/157	2.453326e-02	5.693567e-02	0	0	8.816018e+00	3.268737e+01	CASP8;AKT1
KEGG_2021_Human	Hepatocellular carcinoma	2/168	2.780996e-02	6.334492e-02	0	0	8.227254e+00	2.947299e+01	PTEN;AKT1
KEGG_2021_Human	NOD-like receptor signaling pathway	2/181	3.189679e-02	7.133282e-02	0	0	7.624735e+00	2.626912e+01	PYCARD;CASP8
KEGG_2021_Human	Pathways of neurodegeneration	3/475	3.659337e-02	8.037473e-02	0	0	4.425772e+00	1.463996e+01	HIP1;CASP8;PIK3C3
KEGG_2021_Human	Focal adhesion	2/201	3.861530e-02	8.196124e-02	0	0	6.851499e+00	2.229551e+01	PTEN;AKT1
KEGG_2021_Human	Epstein-Barr virus infection	2/202	3.896441e-02	8.196124e-02	0	0	6.816897e+00	2.212156e+01	CASP8;AKT1
KEGG_2021_Human	Diabetic cardiomyopathy	2/203	3.931474e-02	8.196124e-02	0	0	6.782639e+00	2.194967e+01	PTEN;AKT1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	2/212	4.252202e-02	8.717014e-02	0	0	6.488998e+00	2.049053e+01	CASP8;AKT1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	2/219	4.508280e-02	9.090467e-02	0	0	6.277451e+00	1.945542e+01	PTEN;AKT1
KEGG_2021_Human	Human cytomegalovirus infection	2/225	4.732267e-02	9.388208e-02	0	0	6.106696e+00	1.863010e+01	CASP8;AKT1
KEGG_2021_Human	Pathways in cancer	3/531	4.828548e-02	9.427165e-02	0	0	3.945008e+00	1.195584e+01	CASP8;PTEN;AKT1
KEGG_2021_Human	Carbohydrate digestion and absorption	1/47	7.039011e-02	1.352810e-01	0	0	1.443696e+01	3.831139e+01	AKT1
KEGG_2021_Human	Valine, leucine and isoleucine degradation	1/48	7.183440e-02	1.359328e-01	0	0	1.412908e+01	3.720740e+01	IVD
KEGG_2021_Human	Regulation of lipolysis in adipocytes	1/55	8.188378e-02	1.526016e-01	0	0	1.229321e+01	3.076320e+01	AKT1
KEGG_2021_Human	VEGF signaling pathway	1/59	8.757892e-02	1.607792e-01	0	0	1.144310e+01	2.786642e+01	AKT1
KEGG_2021_Human	Viral myocarditis	1/60	8.899735e-02	1.609805e-01	0	0	1.124859e+01	2.721201e+01	CASP8
KEGG_2021_Human	Cytosolic DNA-sensing pathway	1/63	9.323986e-02	1.662102e-01	0	0	1.070269e+01	2.539298e+01	PYCARD
KEGG_2021_Human	GnRH secretion	1/64	9.464978e-02	1.663132e-01	0	0	1.053228e+01	2.483059e+01	AKT1
KEGG_2021_Human	Acute myeloid leukemia	1/67	9.886681e-02	1.688975e-01	0	0	1.005202e+01	2.326019e+01	AKT1
KEGG_2021_Human	Glycolysis / Gluconeogenesis	1/67	9.886681e-02	1.688975e-01	0	0	1.005202e+01	2.326019e+01	ENO2
KEGG_2021_Human	Fc epsilon RI signaling pathway	1/68	1.002683e-01	1.689452e-01	0	0	9.901493e+00	2.277250e+01	AKT1
KEGG_2021_Human	Renal cell carcinoma	1/69	1.016676e-01	1.689880e-01	0	0	9.755392e+00	2.230128e+01	AKT1
KEGG_2021_Human	Prolactin signaling pathway	1/70	1.030648e-01	1.690263e-01	0	0	9.613527e+00	2.184575e+01	AKT1
KEGG_2021_Human	Adherens junction	1/71	1.044600e-01	1.690602e-01	0	0	9.475714e+00	2.140518e+01	ACP1
KEGG_2021_Human	Non-small cell lung cancer	1/72	1.058530e-01	1.690899e-01	0	0	9.341784e+00	2.097888e+01	AKT1
KEGG_2021_Human	Chronic myeloid leukemia	1/76	1.114042e-01	1.712839e-01	0	0	8.841778e+00	1.940408e+01	AKT1
KEGG_2021_Human	Pancreatic cancer	1/76	1.114042e-01	1.712839e-01	0	0	8.841778e+00	1.940408e+01	AKT1
KEGG_2021_Human	Pertussis	1/76	1.114042e-01	1.712839e-01	0	0	8.841778e+00	1.940408e+01	PYCARD
KEGG_2021_Human	RNA degradation	1/79	1.155457e-01	1.754582e-01	0	0	8.500427e+00	1.834468e+01	ENO2
KEGG_2021_Human	B cell receptor signaling pathway	1/81	1.182963e-01	1.774444e-01	0	0	8.287083e+00	1.768930e+01	AKT1
KEGG_2021_Human	ErbB signaling pathway	1/85	1.237727e-01	1.832357e-01	0	0	7.890873e+00	1.648647e+01	AKT1
KEGG_2021_Human	Colorectal cancer	1/86	1.251366e-01	1.832357e-01	0	0	7.797647e+00	1.620623e+01	AKT1
KEGG_2021_Human	IL-17 signaling pathway	1/94	1.359745e-01	1.967630e-01	0	0	7.124014e+00	1.421446e+01	CASP8
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	1/97	1.400051e-01	1.990354e-01	0	0	6.900347e+00	1.356661e+01	AKT1
KEGG_2021_Human	Choline metabolism in cancer	1/98	1.413446e-01	1.990354e-01	0	0	6.828866e+00	1.336105e+01	AKT1
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	1/100	1.440175e-01	1.990354e-01	0	0	6.690236e+00	1.296448e+01	AKT1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	1/100	1.440175e-01	1.990354e-01	0	0	6.690236e+00	1.296448e+01	AKT1
KEGG_2021_Human	T cell receptor signaling pathway	1/104	1.493392e-01	2.040969e-01	0	0	6.429126e+00	1.222521e+01	AKT1
KEGG_2021_Human	Glucagon signaling pathway	1/107	1.533094e-01	2.072204e-01	0	0	6.246226e+00	1.171353e+01	AKT1
KEGG_2021_Human	Cholinergic synapse	1/113	1.611962e-01	2.155123e-01	0	0	5.909821e+00	1.078621e+01	AKT1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	1.690119e-01	2.211538e-01	0	0	5.607627e+00	9.969163e+00	AKT1
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	1.690119e-01	2.211538e-01	0	0	5.607627e+00	9.969163e+00	AKT1
KEGG_2021_Human	Thyroid hormone signaling pathway	1/121	1.716014e-01	2.221786e-01	0	0	5.513611e+00	9.718186e+00	AKT1
KEGG_2021_Human	Platelet activation	1/124	1.754710e-01	2.248223e-01	0	0	5.378320e+00	9.359789e+00	AKT1
KEGG_2021_Human	Osteoclast differentiation	1/127	1.793232e-01	2.259386e-01	0	0	5.249471e+00	9.021560e+00	AKT1
KEGG_2021_Human	Herpes simplex virus 1 infection	2/498	1.800161e-01	2.259386e-01	0	0	2.707592e+00	4.642732e+00	CASP8;AKT1
KEGG_2021_Human	Relaxin signaling pathway	1/129	1.818816e-01	2.259741e-01	0	0	5.166927e+00	8.806507e+00	AKT1
KEGG_2021_Human	Dopaminergic synapse	1/132	1.857048e-01	2.284169e-01	0	0	5.047837e+00	8.498524e+00	AKT1
KEGG_2021_Human	Estrogen signaling pathway	1/137	1.920383e-01	2.315756e-01	0	0	4.861029e+00	8.020992e+00	AKT1
KEGG_2021_Human	Insulin signaling pathway	1/137	1.920383e-01	2.315756e-01	0	0	4.861029e+00	8.020992e+00	AKT1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	1.945584e-01	2.323367e-01	0	0	4.790097e+00	7.841499e+00	AKT1
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	1/143	1.995757e-01	2.360366e-01	0	0	4.654225e+00	7.500572e+00	AKT1
KEGG_2021_Human	Phospholipase D signaling pathway	1/148	2.058048e-01	2.394284e-01	0	0	4.494785e+00	7.105478e+00	AKT1
KEGG_2021_Human	Gastric cancer	1/149	2.070449e-01	2.394284e-01	0	0	4.464189e+00	7.030292e+00	AKT1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	1/150	2.082832e-01	2.394284e-01	0	0	4.434004e+00	6.956316e+00	AKT1
KEGG_2021_Human	Phagosome	1/152	2.107542e-01	2.400257e-01	0	0	4.374834e+00	6.811891e+00	PIK3C3
KEGG_2021_Human	JAK-STAT signaling pathway	1/162	2.229977e-01	2.516396e-01	0	0	4.101035e+00	6.153988e+00	AKT1
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	2.290503e-01	2.561199e-01	0	0	3.976506e+00	5.860629e+00	AKT1
KEGG_2021_Human	Tight junction	1/169	2.314585e-01	2.564811e-01	0	0	3.928770e+00	5.749183e+00	STK11
KEGG_2021_Human	Neutrophil extracellular trap formation	1/189	2.551440e-01	2.790539e-01	0	0	3.507270e+00	4.790675e+00	AKT1
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	2.586353e-01	2.790539e-01	0	0	3.451658e+00	4.667802e+00	ETV4
KEGG_2021_Human	Chemokine signaling pathway	1/192	2.586353e-01	2.790539e-01	0	0	3.451658e+00	4.667802e+00	AKT1
KEGG_2021_Human	Viral carcinogenesis	1/203	2.713019e-01	2.900915e-01	0	0	3.261881e+00	4.255200e+00	CASP8
KEGG_2021_Human	Proteoglycans in cancer	1/205	2.735823e-01	2.900915e-01	0	0	3.229575e+00	4.186023e+00	AKT1
KEGG_2021_Human	Rap1 signaling pathway	1/210	2.792531e-01	2.935738e-01	0	0	3.151515e+00	4.020189e+00	AKT1
KEGG_2021_Human	cAMP signaling pathway	1/216	2.860015e-01	2.981202e-01	0	0	3.062636e+00	3.833679e+00	AKT1
KEGG_2021_Human	Ras signaling pathway	1/232	3.036998e-01	3.139082e-01	0	0	2.848196e+00	3.394240e+00	AKT1
KEGG_2021_Human	Chemical carcinogenesis	1/239	3.113086e-01	3.190913e-01	0	0	2.763445e+00	3.224860e+00	AKT1
KEGG_2021_Human	MAPK signaling pathway	1/294	3.683557e-01	3.744443e-01	0	0	2.238453e+00	2.235557e+00	AKT1
KEGG_2021_Human	MicroRNAs in cancer	1/310	3.840739e-01	3.872220e-01	0	0	2.120820e+00	2.029456e+00	PTEN
KEGG_2021_Human	Amyotrophic lateral sclerosis	1/364	4.343771e-01	4.343771e-01	0	0	1.800367e+00	1.501222e+00	PIK3C3
Reactome_2022	TRAIL Signaling R-HSA-75158	5/8	3.556928e-13	8.501059e-11	0	0	1.279872e+03	3.668715e+04	CASP8;CASP10;TNFSF10;TNFRSF10B;TNFRSF10D
Reactome_2022	MTOR Signaling R-HSA-165159	6/41	3.588888e-11	4.288721e-09	0	0	1.366903e+02	3.287483e+03	STK11;CAB39;CAB39L;STRADA;STRADB;AKT1
Reactome_2022	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	5/29	7.374419e-10	5.874954e-08	0	0	1.598157e+02	3.360578e+03	STK11;CAB39;CAB39L;STRADA;STRADB
Reactome_2022	Signal Transduction R-HSA-162582	16/2465	1.306415e-07	7.805828e-06	0	0	7.630870e+00	1.209555e+02	KDM4A;CAB39;CAB39L;STRADA;STRADB;PTEN;TNFRSF10B;ETV4;TNFRSF10D;STK11;CASP8;CASP10;DLC1;TNFSF10;AKT1;PIK3C3
Reactome_2022	CASP8 Activity Is Inhibited R-HSA-5218900	3/11	5.516286e-07	2.095440e-05	0	0	2.673348e+02	3.852399e+03	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	Dimerization Of Procaspase-8 R-HSA-69416	3/11	5.516286e-07	2.095440e-05	0	0	2.673348e+02	3.852399e+03	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	4/44	6.137273e-07	2.095440e-05	0	0	7.381111e+01	1.055773e+03	CASP10;CASP6;TNFRSF10B;TNFRSF10D
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	7/354	9.355480e-07	2.794950e-05	0	0	1.649304e+01	2.289585e+02	STK11;CASP10;CASP6;PTEN;AKT1;TNFRSF10B;TNFRSF10D
Reactome_2022	Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534	3/16	1.862417e-06	4.945751e-05	0	0	1.644725e+02	2.169991e+03	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	Death Receptor Signaling R-HSA-73887	5/139	2.216139e-06	5.296571e-05	0	0	2.846584e+01	3.706180e+02	CASP8;CASP10;TNFSF10;TNFRSF10B;TNFRSF10D
Reactome_2022	Apoptosis R-HSA-109581	5/178	7.433862e-06	1.615175e-04	0	0	2.200534e+01	2.598712e+02	CASP8;CASP6;TNFSF10;AKT1;TNFRSF10B
Reactome_2022	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769	3/26	8.556757e-06	1.704221e-04	0	0	9.291615e+01	1.084219e+03	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	Regulation Of Necroptotic Cell Death R-HSA-5675482	3/29	1.198776e-05	2.203903e-04	0	0	8.218269e+01	9.312634e+02	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	RIPK1-mediated Regulated Necrosis R-HSA-5213460	3/31	1.471595e-05	2.512222e-04	0	0	7.630485e+01	8.490119e+02	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	Programmed Cell Death R-HSA-5357801	5/208	1.580720e-05	2.518614e-04	0	0	1.872490e+01	2.070046e+02	CASP8;CASP6;TNFSF10;AKT1;TNFRSF10B
Reactome_2022	FasL/ CD95L Signaling R-HSA-75157	2/5	2.318254e-05	3.462891e-04	0	0	4.589885e+02	4.898376e+03	CASP8;CASP10
Reactome_2022	CLEC7A/inflammasome Pathway R-HSA-5660668	2/6	3.474033e-05	4.884082e-04	0	0	3.442241e+02	3.534359e+03	PYCARD;CASP8
Reactome_2022	Regulated Necrosis R-HSA-5218859	3/57	9.321611e-05	1.237703e-03	0	0	3.951389e+01	3.667122e+02	CASP8;TNFSF10;TNFRSF10B
Reactome_2022	TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207	2/12	1.519754e-04	1.729625e-03	0	0	1.376483e+02	1.210175e+03	CASP10;CASP6
Reactome_2022	TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211	2/12	1.519754e-04	1.729625e-03	0	0	1.376483e+02	1.210175e+03	TNFRSF10B;TNFRSF10D
Reactome_2022	Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870	2/12	1.519754e-04	1.729625e-03	0	0	1.376483e+02	1.210175e+03	CASP8;CASP6
Reactome_2022	NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	2/13	1.794341e-04	1.949307e-03	0	0	1.251285e+02	1.079321e+03	CASP8;CASP10
Reactome_2022	Innate Immune System R-HSA-168249	7/1035	8.576160e-04	8.911749e-03	0	0	5.373987e+00	3.794762e+01	PYCARD;CASP8;CAB39;CASP10;DLC1;NLRC3;PIK3C3
Reactome_2022	Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	2/38	1.578669e-03	1.572091e-02	0	0	3.818582e+01	2.463434e+02	CASP8;CASP6
Reactome_2022	Generic Transcription Pathway R-HSA-212436	7/1190	1.931750e-03	1.846753e-02	0	0	4.631657e+00	2.894475e+01	STK11;CASP10;CASP6;PTEN;AKT1;TNFRSF10B;TNFRSF10D
Reactome_2022	Immune System R-HSA-168256	9/1943	2.106430e-03	1.936295e-02	0	0	3.814868e+00	2.351012e+01	PYCARD;CASP8;CAB39;CASP10;DLC1;PTEN;AKT1;NLRC3;PIK3C3
Reactome_2022	Apoptotic Execution Phase R-HSA-75153	2/52	2.937792e-03	2.600490e-02	0	0	2.747448e+01	1.601789e+02	CASP8;CASP6
Reactome_2022	Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643	2/53	3.050061e-03	2.603445e-02	0	0	2.693442e+01	1.560201e+02	PYCARD;CASP8
Reactome_2022	Intrinsic Pathway For Apoptosis R-HSA-109606	2/55	3.280571e-03	2.674387e-02	0	0	2.591542e+01	1.482294e+02	CASP8;AKT1
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	7/1312	3.356971e-03	2.674387e-02	0	0	4.171392e+00	2.376324e+01	STK11;CASP10;CASP6;PTEN;AKT1;TNFRSF10B;TNFRSF10D
Reactome_2022	FOXO-mediated Transcription R-HSA-9614085	2/65	4.551000e-03	3.508674e-02	0	0	2.179091e+01	1.175055e+02	STK11;AKT1
Reactome_2022	Regulation Of PTEN Stability And Activity R-HSA-8948751	2/67	4.828328e-03	3.606158e-02	0	0	2.111830e+01	1.126293e+02	PTEN;AKT1
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	7/1449	5.806144e-03	4.205056e-02	0	0	3.747371e+00	1.929461e+01	STK11;CASP10;CASP6;PTEN;AKT1;TNFRSF10B;TNFRSF10D
Reactome_2022	TP53 Regulates Metabolic Genes R-HSA-5628897	2/81	6.980855e-03	4.745814e-02	0	0	1.736360e+01	8.620303e+01	PTEN;AKT1
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	2/81	6.980855e-03	4.745814e-02	0	0	1.736360e+01	8.620303e+01	CASP8;CASP10
Reactome_2022	PI Metabolism R-HSA-1483255	2/82	7.148507e-03	4.745814e-02	0	0	1.714569e+01	8.471431e+01	PTEN;PIK3C3
Reactome_2022	Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928	1/5	7.726694e-03	4.991027e-02	0	0	1.663750e+02	8.090940e+02	CASP8
Reactome_2022	TLR3-mediated TICAM1-dependent Programmed Cell Death R-HSA-9013957	1/6	9.265092e-03	5.677839e-02	0	0	1.330933e+02	6.230766e+02	CASP8
Reactome_2022	Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347	1/6	9.265092e-03	5.677839e-02	0	0	1.330933e+02	6.230766e+02	CASP8
Reactome_2022	CLEC7A (Dectin-1) Signaling R-HSA-5607764	2/99	1.027285e-02	6.138028e-02	0	0	1.412869e+01	6.468468e+01	PYCARD;CASP8
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	2/105	1.149618e-02	6.661291e-02	0	0	1.330164e+01	5.940167e+01	PTEN;AKT1
Reactome_2022	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	2/106	1.170604e-02	6.661291e-02	0	0	1.317308e+01	5.858925e+01	CASP8;PIK3C3
Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	1/8	1.233497e-02	6.700131e-02	0	0	9.505714e+01	4.178063e+02	STK11
Reactome_2022	RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332	1/8	1.233497e-02	6.700131e-02	0	0	9.505714e+01	4.178063e+02	AKT1
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	2/113	1.322202e-02	6.904339e-02	0	0	1.233799e+01	5.337257e+01	PTEN;AKT1
Reactome_2022	PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469	1/9	1.386645e-02	6.904339e-02	0	0	8.317083e+01	3.558283e+02	AKT1
Reactome_2022	TRIF-mediated Programmed Cell Death R-HSA-2562578	1/9	1.386645e-02	6.904339e-02	0	0	8.317083e+01	3.558283e+02	CASP8
Reactome_2022	Regulation Of PTEN Localization R-HSA-8948747	1/9	1.386645e-02	6.904339e-02	0	0	8.317083e+01	3.558283e+02	PTEN
Reactome_2022	Rab Regulation Of Trafficking R-HSA-9007101	2/122	1.528986e-02	7.162039e-02	0	0	1.140747e+01	4.768968e+01	SYTL1;AKT1
Reactome_2022	AKT Phosphorylates Targets In Nucleus R-HSA-198693	1/10	1.539564e-02	7.162039e-02	0	0	7.392593e+01	3.085425e+02	AKT1
