nodeA	nodeB	weight	sources
ACAD9	NDUFA2	1.0	BioGRID
ACAD9	NDUFAF1	1.0	BioGRID+IntAct
ACAD9	NDUFAF3	1.0	BioGRID
ACAD9	NDUFAF4	1.0	BioGRID
ACAD9	NDUFB5	0.53	IntAct
ACAD9	NDUFC2	0.64	IntAct
ACAD9	NDUFS2	1.0	BioGRID
ACAD9	NDUFS3	1.0	BioGRID+IntAct
ACAD9	NDUFS7	1.0	BioGRID+IntAct
ACAD9	PDHA1	1.0	BioGRID
ACAD9	PDK1	1.0	BioGRID
ACAD9	PDK2	1.0	BioGRID+IntAct
ACAD9	PDK3	1.0	BioGRID+IntAct
ACAD9	PDSS2	0.53	IntAct
ACAD9	PNPT1	1.0	BioGRID+IntAct
ACAD9	PPL	0.53	IntAct
ACAD9	RPA2	1.0	BioGRID
ACAD9	SDHA	1.0	BioGRID
ACAD9	SERPINB3	0.53	IntAct
ACAD9	SERPINB4	0.53	IntAct
ACAD9	SERPINB5	0.53	IntAct
ACAD9	SIRT3	1.0	BioGRID
ACAD9	TIMMDC1	1.0	BioGRID+IntAct
ACAD9	TRMT61B	1.0	BioGRID+IntAct
ACAD9	TUBB1	0.53	IntAct
ACAD9	ZG16B	0.53	IntAct
ACADL	MTHFD2	0.53	IntAct
ACADL	SYT2	0.59	IntAct
ACADS	DPEP1	0.59	IntAct
ACADS	ESS2	0.64	IntAct
ACADS	LYRM2	0.53	IntAct
ACADS	SUN2	0.53	IntAct
ACADSB	HSCB	1.0	BioGRID
ACADSB	PXDN	0.4	IntAct
ACAT1	AGR2	1.0	BioGRID
ACAT1	CUL3	1.0	BioGRID
ACAT1	GLDC	1.0	BioGRID
ACAT1	MDH2	1.0	BioGRID
ACAT1	MYC	1.0	BioGRID
ACAT1	PDHA1	1.0	BioGRID
ACAT1	PDP1	1.0	BioGRID
ACAT1	SSBP1	1.0	BioGRID
ACAT1	TOPBP1	1.0	BioGRID
ACAT1	VCAM1	0.53	IntAct
ACBD3	ALK	1.0	BioGRID
ACBD3	CDC42	1.0	BioGRID
ACBD3	CUL3	1.0	BioGRID
ACBD3	EFTUD2	1.0	BioGRID
ACBD3	EPHA2	1.0	BioGRID
ACBD3	FGFR1	1.0	BioGRID
ACBD3	GOLGB1	1.0	BioGRID
ACBD3	HSPA4	1.0	BioGRID
ACBD3	LAMP1	1.0	BioGRID
ACBD3	LRFN4	0.53	IntAct
ACBD3	NTRK1	1.0	BioGRID
ACBD3	NUP35	1.0	BioGRID
ACBD3	RAB11A	1.0	BioGRID
ACBD3	RAB4A	1.0	BioGRID
ACBD3	RAB9A	1.0	BioGRID
ACBD3	RET	1.0	BioGRID
ACBD3	SOCS2	1.0	BioGRID
ACBD3	TBC1D22B	0.74	IntAct
ACBD3	TOPBP1	1.0	BioGRID
ACBD6	IKBKG	0.44	IntAct
ACBD6	NMT1	1.0	BioGRID
ACBD6	NMT2	1.0	BioGRID
ACBD7	GNAZ	0.53	IntAct
ACBD7	HPCAL1	0.53	IntAct
ACBD7	OGDHL	0.53	IntAct
ACBD7	PAG1	0.53	IntAct
ACBD7	SUGP1	0.53	IntAct
ACCS	GNPDA1	0.53	IntAct
ACD	FBXW7	1.0	BioGRID
ACD	POT1	1.0	BioGRID+IntAct
ACD	STK4	1.0	BioGRID
ACD	TERF1	1.0	BioGRID
ACD	TERF2IP	1.0	BioGRID+IntAct
ACD	TINF2	1.0	BioGRID+IntAct
ACD	USP7	1.0	BioGRID+IntAct
ACIN1	API5	1.0	BioGRID
ACIN1	AURKA	1.0	BioGRID
ACIN1	BRD4	1.0	BioGRID
ACIN1	CAMKV	1.0	BioGRID
ACIN1	CHD4	1.0	BioGRID
ACIN1	CLK2	1.0	BioGRID
ACIN1	CLK3	1.0	BioGRID
ACIN1	CSNK2A1	0.44	IntAct
ACIN1	DDX39B	1.0	BioGRID
ACIN1	EIF4A3	1.0	BioGRID
ACIN1	EPB41L2	0.53	IntAct
ACIN1	EPB41L3	1.0	BioGRID
ACIN1	FUS	1.0	BioGRID
ACIN1	INSL6	0.64	IntAct
ACIN1	LUC7L2	1.0	BioGRID
ACIN1	MEN1	1.0	BioGRID
ACIN1	MYC	1.0	BioGRID
ACIN1	PHRF1	1.0	BioGRID
ACIN1	PIP4K2A	0.64	IntAct
ACIN1	PNN	1.0	BioGRID+IntAct
ACIN1	RBM39	1.0	BioGRID
ACIN1	RNPS1	1.0	BioGRID
ACIN1	SAFB	1.0	BioGRID
ACIN1	SAP18	1.0	BioGRID
ACIN1	SARNP	0.53	IntAct
ACIN1	SF3A1	1.0	BioGRID
ACIN1	SF3A2	1.0	BioGRID
ACIN1	SNIP1	1.0	BioGRID+IntAct
ACIN1	SNRPA1	0.64	IntAct
ACIN1	SRPK1	1.0	BioGRID+IntAct
ACIN1	SRPK2	1.0	BioGRID+IntAct
ACIN1	SRRM2	1.0	BioGRID
ACIN1	SSRP1	1.0	BioGRID
ACIN1	STK4	1.0	BioGRID
ACIN1	SUZ12	1.0	BioGRID
ACIN1	THRAP3	1.0	BioGRID
ACIN1	TMEM184B	0.53	IntAct
ACIN1	TOPBP1	1.0	BioGRID
ACIN1	U2AF2	1.0	BioGRID+IntAct
ACIN1	VTI1B	0.53	IntAct
ACIN1	WSB2	0.53	IntAct
ACIN1	YAP1	1.0	BioGRID
ACIN1	ZC3H18	1.0	BioGRID
ACKR3	ATP5F1A	0.64	IntAct
ACKR3	ATP5F1B	0.64	IntAct
ACKR3	ATP5PO	0.64	IntAct
ACLY	ATXN3	1.0	BioGRID
ACLY	CCNF	1.0	BioGRID
ACLY	CFTR	0.61	IntAct
ACLY	CUL2	1.0	BioGRID
ACLY	CUL3	1.0	BioGRID
ACLY	EP300	1.0	BioGRID
ACLY	FBXW7	1.0	BioGRID
ACLY	GSK3B	1.0	BioGRID
ACLY	HNRNPK	1.0	BioGRID
ACLY	ISG15	1.0	BioGRID
ACLY	KLHL25	1.0	BioGRID
ACLY	MAPT	0.42	IntAct
ACLY	MYC	1.0	BioGRID
ACLY	NCL	1.0	BioGRID
ACLY	NME2	1.0	BioGRID
ACLY	PPP2R1A	1.0	BioGRID+IntAct
ACLY	PPP2R2A	1.0	BioGRID+IntAct
ACLY	PPP2R2B	1.0	BioGRID+IntAct
ACLY	PPP2R2C	1.0	BioGRID+IntAct
ACLY	PPP2R2D	1.0	BioGRID+IntAct
ACLY	PRMT1	1.0	BioGRID
ACLY	PYGB	1.0	BioGRID
ACLY	RAF1	1.0	BioGRID
ACLY	SHC1	1.0	BioGRID
ACLY	STAU1	1.0	BioGRID
ACLY	STIP1	1.0	BioGRID
ACLY	TRAF2	1.0	BioGRID
ACLY	UBC	1.0	BioGRID
ACLY	UBR4	1.0	BioGRID
ACMSD	CDK20	0.4	IntAct
ACMSD	MAGEA11	1.0	BioGRID
ACO1	FBXL5	1.0	BioGRID
ACO1	NEB	1.0	BioGRID
ACO1	SGCG	1.0	BioGRID+IntAct
ACO2	GPI	1.0	BioGRID
ACO2	HSCB	0.46	IntAct
ACO2	HSPA9	1.0	BioGRID
ACO2	PSMD4	1.0	BioGRID
ACO2	SOD1	1.0	BioGRID
ACO2	TNIP1	1.0	BioGRID
ACO2	VCAM1	0.53	IntAct
ACOT1	ACOT2	0.53	IntAct
ACOT1	AIFM1	1.0	BioGRID
ACOT1	COX4I1	1.0	BioGRID
ACOT1	GRSF1	1.0	BioGRID
ACOT1	HSCB	1.0	BioGRID
ACOT1	PPIA	1.0	BioGRID
ACOT1	TFAP2A	0.56	IntAct
ACOT11	THUMPD3	0.4	IntAct
ACOT12	INPPL1	0.53	IntAct
ACOT12	ZBTB8A	1.0	BioGRID+IntAct
ACOT12	ZMYM6	0.53	IntAct
ACOT2	AIFM1	1.0	BioGRID
ACOT2	GRSF1	1.0	BioGRID
ACOT2	SFXN1	1.0	BioGRID
ACOT2	SPATA33	0.53	IntAct
ACOT2	TFAM	1.0	BioGRID
ACOT7	CFTR	0.48	IntAct
ACOT7	HSPA1A	1.0	BioGRID
ACOT7	PPA1	1.0	BioGRID
ACOT7	RRBP1	1.0	BioGRID
ACOT7	SART3	1.0	BioGRID
ACOT7	TOPBP1	1.0	BioGRID
ACOT8	KLHL23	0.53	IntAct
ACOT8	PEX5	1.0	BioGRID
ACOT8	PTPN3	1.0	BioGRID
ACOT9	ATXN3	1.0	BioGRID
ACOT9	C6	0.53	IntAct
ACOT9	CFTR	0.61	IntAct
ACOT9	DNAAF8	0.53	IntAct
ACOT9	EGFR	1.0	BioGRID
ACOT9	F9	0.53	IntAct
ACOT9	ISLR	0.53	IntAct
ACOT9	LAMP3	0.53	IntAct
ACOT9	PDPK1	1.0	BioGRID
ACOT9	PLD6	1.0	BioGRID
ACOT9	PSG8	0.53	IntAct
ACOT9	RABGGTB	0.53	IntAct
ACOT9	SNRNP70	1.0	BioGRID
ACOT9	TRMT2A	0.53	IntAct
ACP1	CFTR	0.48	IntAct
ACP1	EPHA2	1.0	BioGRID
ACP1	EPHB1	1.0	BioGRID
ACP1	PTEN	1.0	BioGRID
ACP1	STK4	1.0	BioGRID
ACP2	FBXO6	1.0	BioGRID
ACP2	LGALS3	0.53	IntAct
ACP2	LGALS8	0.53	IntAct
ACP2	S1PR1	0.64	IntAct
ACP2	SLC31A1	1.0	BioGRID
ACP2	SLC7A1	1.0	BioGRID+IntAct
ACP2	TRHR	0.56	IntAct
ACP5	KLHL15	0.53	IntAct
ACSBG2	CMSS1	0.53	IntAct
ACSBG2	ZZEF1	0.53	IntAct
ACSF2	MRPL12	0.53	IntAct
ACSF2	SUCLG2	1.0	BioGRID
ACSF3	HSPD1	1.0	BioGRID+IntAct
ACSF3	NDUFS7	0.53	IntAct
ACSF3	OXLD1	0.53	IntAct
ACSF3	SDHB	0.53	IntAct
ACSF3	TMEM184A	0.53	IntAct
ACSF3	TRMT61B	0.53	IntAct
ACSL3	CANX	1.0	BioGRID
ACSL3	CCNF	1.0	BioGRID
ACSL3	CDC42	1.0	BioGRID
ACSL3	CFTR	0.61	IntAct
ACSL3	ESYT1	1.0	BioGRID
ACSL3	GNAT2	0.53	IntAct
ACSL3	HERPUD1	1.0	BioGRID
ACSL3	LAMP1	1.0	BioGRID
ACSL3	LYN	1.0	BioGRID
ACSL3	NDRG1	1.0	BioGRID
ACSL3	RAB5A	1.0	BioGRID
ACSL3	REEP5	1.0	BioGRID
ACSL3	RICTOR	1.0	BioGRID
ACSL3	RPN2	1.0	BioGRID
ACSL3	SQSTM1	1.0	BioGRID
ACSL3	TMPO	1.0	BioGRID
ACSL3	WDR19	0.51	IntAct
ACSM1	APBA3	0.53	IntAct
ACSM1	GBP5	0.53	IntAct
ACSM1	SLC22A16	0.53	IntAct
ACTA1	ACTA2	1.0	BioGRID
ACTA1	ACTB	1.0	BioGRID
ACTA1	ACTBL2	1.0	BioGRID
ACTA1	ACTC1	1.0	BioGRID
ACTA1	ACTG1	1.0	BioGRID
ACTA1	AKT1	1.0	BioGRID
ACTA1	CAP1	1.0	BioGRID
ACTA1	CAP2	1.0	BioGRID
ACTA1	CFL1	1.0	BioGRID
ACTA1	CSNK1A1	1.0	BioGRID
ACTA1	DHX9	1.0	BioGRID
ACTA1	DMC1	0.53	IntAct
ACTA1	DSTN	1.0	BioGRID
ACTA1	FGFR1	1.0	BioGRID
ACTA1	GSN	1.0	BioGRID
ACTA1	HIF1A	0.53	IntAct
ACTA1	HTRA2	1.0	BioGRID+IntAct
ACTA1	LIMA1	1.0	BioGRID
ACTA1	MIB2	1.0	BioGRID
ACTA1	MYC	1.0	BioGRID
ACTA1	PRKCE	1.0	BioGRID
ACTA1	SFN	1.0	BioGRID
ACTA1	TMSB4X	1.0	BioGRID
ACTA1	TRIM63	1.0	BioGRID
ACTA1	USP25	1.0	BioGRID
ACTA1	ZNF324B	0.53	IntAct
ACTA2	ACTB	1.0	BioGRID
ACTA2	ACTBL2	1.0	BioGRID+IntAct
ACTA2	ACTC1	1.0	BioGRID
ACTA2	ADAM21	0.53	IntAct
ACTA2	AFM	0.53	IntAct
ACTA2	CAP1	1.0	BioGRID
ACTA2	CAP2	0.53	IntAct
ACTA2	CAPNS2	0.53	IntAct
ACTA2	CASQ2	0.53	IntAct
ACTA2	CENPC	0.53	IntAct
ACTA2	CFL1	1.0	BioGRID
ACTA2	CPLX4	0.53	IntAct
ACTA2	DBN1	1.0	BioGRID
ACTA2	DSTN	1.0	BioGRID
ACTA2	DUSP19	0.53	IntAct
ACTA2	GC	0.53	IntAct
ACTA2	HEXIM1	1.0	BioGRID
ACTA2	HTR2C	0.53	IntAct
ACTA2	IL36A	0.53	IntAct
ACTA2	LIMA1	1.0	BioGRID
ACTA2	MAS1	0.53	IntAct
ACTA2	NEXN	0.53	IntAct
ACTA2	NOP56	1.0	BioGRID
ACTA2	NPB	0.53	IntAct
ACTA2	PHACTR2	0.53	IntAct
ACTA2	PLEKHG6	0.53	IntAct
ACTA2	RBM17	0.53	IntAct
ACTA2	SPATA22	0.53	IntAct
ACTA2	SSH1	0.64	IntAct
ACTA2	ST8SIA4	0.53	IntAct
ACTA2	THRB	0.53	IntAct
ACTA2	TMOD3	0.53	IntAct
ACTA2	TPM1	1.0	BioGRID
ACTA2	TWF2	0.64	IntAct
ACTA2	VAV1	0.53	IntAct
ACTA2	ZMAT5	0.53	IntAct
ACTB	ACTBL2	1.0	BioGRID
ACTB	ACTC1	1.0	BioGRID
ACTB	ACTG1	1.0	BioGRID+IntAct
ACTB	ACTL6A	1.0	BioGRID
ACTB	ACTN4	1.0	BioGRID
ACTB	ACTR1A	1.0	BioGRID
ACTB	ACTR2	1.0	BioGRID
ACTB	ACTR3	1.0	BioGRID
ACTB	ADD1	1.0	BioGRID
ACTB	ADD2	1.0	BioGRID
ACTB	AGR2	1.0	BioGRID
ACTB	AIMP2	1.0	BioGRID
ACTB	AMOT	1.0	BioGRID
ACTB	ANK2	1.0	BioGRID
ACTB	ARHGAP12	1.0	BioGRID
ACTB	ARPC2	1.0	BioGRID
ACTB	BAIAP2	1.0	BioGRID
ACTB	BAIAP2L1	1.0	BioGRID
ACTB	BRD8	1.0	BioGRID
ACTB	CALD1	1.0	BioGRID
ACTB	CAP1	1.0	BioGRID
ACTB	CAP2	1.0	BioGRID+IntAct
ACTB	CAPZA1	1.0	BioGRID
ACTB	CAPZB	1.0	BioGRID
ACTB	CARM1	1.0	BioGRID
ACTB	CAV1	1.0	BioGRID
ACTB	CBL	1.0	BioGRID
ACTB	CCNF	1.0	BioGRID
ACTB	CCT2	1.0	BioGRID
ACTB	CCT5	1.0	BioGRID
ACTB	CCT8	1.0	BioGRID
ACTB	CDC37	1.0	BioGRID
ACTB	CFL1	1.0	BioGRID
ACTB	CFL2	1.0	BioGRID+IntAct
ACTB	CHD4	1.0	BioGRID
ACTB	CNN3	1.0	BioGRID
ACTB	COBL	1.0	BioGRID
ACTB	CORO1C	1.0	BioGRID
ACTB	CTTN	1.0	BioGRID
ACTB	CUL1	1.0	BioGRID
ACTB	CUL3	1.0	BioGRID
ACTB	CYFIP1	1.0	BioGRID
ACTB	DBN1	1.0	BioGRID
ACTB	DCTN4	1.0	BioGRID
ACTB	DHX9	1.0	BioGRID
ACTB	DMAP1	1.0	BioGRID
ACTB	DPF2	1.0	BioGRID
ACTB	DST	1.0	BioGRID
ACTB	DSTN	1.0	BioGRID
ACTB	DTNA	1.0	BioGRID
ACTB	DUSP19	0.67	IntAct
ACTB	EEF1A1	1.0	BioGRID
ACTB	EEF1A2	1.0	BioGRID
ACTB	EGFR	1.0	BioGRID
ACTB	ENAH	1.0	BioGRID
ACTB	ENC1	1.0	BioGRID
ACTB	EP300	1.0	BioGRID
ACTB	ERBB2	1.0	BioGRID
ACTB	ERG	1.0	BioGRID
ACTB	ESR1	1.0	BioGRID+IntAct
ACTB	ESR2	1.0	BioGRID
ACTB	EZR	1.0	BioGRID
ACTB	FBXO25	1.0	BioGRID+IntAct
ACTB	FBXO30	1.0	BioGRID
ACTB	FHOD1	1.0	BioGRID
ACTB	FLII	1.0	BioGRID
ACTB	FLNA	1.0	BioGRID
ACTB	GC	0.53	IntAct
ACTB	GRB2	1.0	BioGRID
ACTB	GSN	1.0	BioGRID
ACTB	HDAC2	1.0	BioGRID
ACTB	HDAC6	1.0	BioGRID
ACTB	HIP1R	1.0	BioGRID
ACTB	HNRNPA1	1.0	BioGRID
ACTB	HNRNPD	1.0	BioGRID
ACTB	HNRNPU	1.0	BioGRID
ACTB	HSF1	1.0	BioGRID
ACTB	HSPA5	1.0	BioGRID
ACTB	HSPA8	0.57	IntAct
ACTB	ICAM1	1.0	BioGRID
ACTB	INF2	1.0	BioGRID
ACTB	INO80	1.0	BioGRID
ACTB	IQGAP1	1.0	BioGRID
ACTB	KAT5	1.0	BioGRID
ACTB	LIMA1	1.0	BioGRID
ACTB	LMNA	1.0	BioGRID
ACTB	LMO7	1.0	BioGRID
ACTB	LRRC20	1.0	BioGRID
ACTB	LRRK2	1.0	BioGRID
ACTB	MAGEA10	0.53	IntAct
ACTB	MAP1A	1.0	BioGRID
ACTB	MAP2	1.0	BioGRID
ACTB	MAPT	0.64	IntAct
ACTB	MBTD1	1.0	BioGRID
ACTB	MEPCE	1.0	BioGRID
ACTB	MORF4L1	1.0	BioGRID
ACTB	MORF4L2	1.0	BioGRID
ACTB	MPRIP	1.0	BioGRID
ACTB	MSN	1.0	BioGRID
ACTB	MTA2	1.0	BioGRID
ACTB	MYC	1.0	BioGRID
ACTB	MYH9	1.0	BioGRID
ACTB	MYO10	1.0	BioGRID
ACTB	NCF1	1.0	BioGRID
ACTB	NCKAP1	1.0	BioGRID
ACTB	NEXN	1.0	BioGRID+IntAct
ACTB	NOS3	1.0	BioGRID
ACTB	NPB	0.53	IntAct
ACTB	NSMAF	1.0	BioGRID
ACTB	NUDCD2	1.0	BioGRID
ACTB	PFN1	1.0	BioGRID+IntAct
ACTB	PFN2	1.0	BioGRID
ACTB	PHACTR2	1.0	BioGRID+IntAct
ACTB	PHGDH	1.0	BioGRID
ACTB	PLEC	1.0	BioGRID
ACTB	PLEKHG6	0.53	IntAct
ACTB	PLS3	1.0	BioGRID
ACTB	POLR2A	1.0	BioGRID
ACTB	POTEE	1.0	BioGRID
ACTB	POTEI	1.0	BioGRID
ACTB	PPIA	1.0	BioGRID
ACTB	PPIAL4G	0.53	IntAct
ACTB	PPP1CA	1.0	BioGRID
ACTB	PPP1CC	1.0	BioGRID+IntAct
ACTB	PPP1R9B	1.0	BioGRID
ACTB	PRDX1	1.0	BioGRID
ACTB	PROSER2	1.0	BioGRID
ACTB	PSMA3	1.0	BioGRID
ACTB	RDX	1.0	BioGRID
ACTB	RNF4	1.0	BioGRID
ACTB	RUVBL1	1.0	BioGRID
ACTB	RUVBL2	1.0	BioGRID
ACTB	SCIN	1.0	BioGRID
ACTB	SFXN5	0.53	IntAct
ACTB	SHC1	1.0	BioGRID
ACTB	SIK2	1.0	BioGRID
ACTB	SLC25A11	0.53	IntAct
ACTB	SMARCA4	1.0	BioGRID
ACTB	SMARCB1	1.0	BioGRID
ACTB	SMARCC1	1.0	BioGRID
ACTB	SMARCC2	1.0	BioGRID
ACTB	SMARCE1	1.0	BioGRID
ACTB	SMC3	1.0	BioGRID
ACTB	SMN1	1.0	BioGRID
ACTB	SPTAN1	1.0	BioGRID
ACTB	SSH1	1.0	BioGRID+IntAct
ACTB	STK4	1.0	BioGRID
ACTB	SVIL	1.0	BioGRID
ACTB	TCP1	1.0	BioGRID
ACTB	THRB	0.53	IntAct
ACTB	TJP1	1.0	BioGRID
ACTB	TMOD1	1.0	BioGRID
ACTB	TMOD2	1.0	BioGRID
ACTB	TMOD3	1.0	BioGRID+IntAct
ACTB	TMSB4X	1.0	BioGRID
ACTB	TP53	1.0	BioGRID
ACTB	TPM2	1.0	BioGRID
ACTB	TPM3	1.0	BioGRID
ACTB	TRAF3IP1	1.0	BioGRID
ACTB	TRIM21	1.0	BioGRID
ACTB	TWF1	1.0	BioGRID
ACTB	TWF2	1.0	BioGRID+IntAct
ACTB	UBASH3B	1.0	BioGRID
ACTB	UCHL5	1.0	BioGRID
ACTB	VASP	1.0	BioGRID
ACTB	VCAM1	1.0	BioGRID
ACTB	VCP	1.0	BioGRID
ACTB	VHL	1.0	BioGRID
ACTB	WASF2	1.0	BioGRID
ACTB	WASL	1.0	BioGRID
ACTB	WDR1	1.0	BioGRID
ACTB	WDR5	1.0	BioGRID
ACTB	WIPF3	1.0	BioGRID
ACTB	YAP1	1.0	BioGRID
ACTB	YWHAE	1.0	BioGRID
ACTB	YWHAQ	1.0	BioGRID
ACTBL2	ACTC1	1.0	BioGRID
ACTBL2	ACTG1	1.0	BioGRID
ACTBL2	ACTR10	0.53	IntAct
ACTBL2	AFM	0.53	IntAct
ACTBL2	AGR2	1.0	BioGRID
ACTBL2	ATP5F1D	0.53	IntAct
ACTBL2	BCL7B	0.53	IntAct
ACTBL2	CAP1	1.0	BioGRID
ACTBL2	CAP2	0.53	IntAct
ACTBL2	CAPNS2	0.53	IntAct
ACTBL2	CCT2	0.53	IntAct
ACTBL2	CCT3	1.0	BioGRID
ACTBL2	CCT4	0.53	IntAct
ACTBL2	CCT6A	0.53	IntAct
ACTBL2	CCT6B	0.53	IntAct
ACTBL2	CCT7	0.53	IntAct
ACTBL2	CCT8	0.53	IntAct
ACTBL2	CEP97	0.61	IntAct
ACTBL2	CFL1	1.0	BioGRID
ACTBL2	CUL4B	1.0	BioGRID
ACTBL2	CYP1A1	0.53	IntAct
ACTBL2	DEFB127	0.53	IntAct
ACTBL2	DHX57	0.53	IntAct
ACTBL2	DNLZ	0.53	IntAct
ACTBL2	DUSP19	1.0	BioGRID+IntAct
ACTBL2	FBXL5	0.53	IntAct
ACTBL2	FBXO40	0.53	IntAct
ACTBL2	GC	0.53	IntAct
ACTBL2	GTF2E2	0.53	IntAct
ACTBL2	HOMER1	0.53	IntAct
ACTBL2	HOXD4	0.53	IntAct
ACTBL2	IL36A	0.53	IntAct
ACTBL2	LIMA1	1.0	BioGRID
ACTBL2	LPGAT1	0.53	IntAct
ACTBL2	LRRC20	0.64	IntAct
ACTBL2	LSP1	0.53	IntAct
ACTBL2	MAPT	0.53	IntAct
ACTBL2	MYO6	0.53	IntAct
ACTBL2	NDUFA4L2	0.53	IntAct
ACTBL2	NEXN	0.53	IntAct
ACTBL2	ODF4	0.53	IntAct
ACTBL2	PDCL3	0.64	IntAct
ACTBL2	PHACTR2	0.53	IntAct
ACTBL2	PHF19	0.53	IntAct
ACTBL2	POTEF	0.53	IntAct
ACTBL2	PPIAL4G	0.53	IntAct
ACTBL2	RPA1	1.0	BioGRID
ACTBL2	RPA2	1.0	BioGRID
ACTBL2	RPA3	1.0	BioGRID
ACTBL2	SLC25A11	0.53	IntAct
ACTBL2	SPATA22	0.53	IntAct
ACTBL2	SSH1	0.53	IntAct
ACTBL2	STK4	1.0	BioGRID
ACTBL2	TAS2R7	0.53	IntAct
ACTBL2	TEX264	0.53	IntAct
ACTBL2	THRB	0.53	IntAct
ACTBL2	TMOD3	0.53	IntAct
ACTBL2	TWF2	0.53	IntAct
ACTBL2	UBE3A	1.0	BioGRID
ACTBL2	VAV1	0.53	IntAct
ACTBL2	ZMAT5	0.53	IntAct
ACTC1	ACTG1	1.0	BioGRID
ACTC1	ACTL6A	1.0	BioGRID
ACTC1	ACTR1A	1.0	BioGRID
ACTC1	ACTR3	1.0	BioGRID
ACTC1	ADD1	1.0	BioGRID
ACTC1	ADD3	1.0	BioGRID
ACTC1	CAP1	1.0	BioGRID
ACTC1	CAP2	1.0	BioGRID
ACTC1	CAPZA2	1.0	BioGRID
ACTC1	CAPZB	1.0	BioGRID
ACTC1	CDK9	1.0	BioGRID
ACTC1	CFL1	1.0	BioGRID
ACTC1	CFL2	1.0	BioGRID
ACTC1	CHD4	1.0	BioGRID
ACTC1	CNN3	1.0	BioGRID
ACTC1	CORO1C	1.0	BioGRID
ACTC1	CTTN	1.0	BioGRID
ACTC1	DBN1	1.0	BioGRID
ACTC1	DCTN1	1.0	BioGRID
ACTC1	DCTN2	1.0	BioGRID
ACTC1	DCTN4	1.0	BioGRID
ACTC1	DMAP1	1.0	BioGRID
ACTC1	EEF1G	1.0	BioGRID
ACTC1	ENAH	1.0	BioGRID
ACTC1	EP400	1.0	BioGRID
ACTC1	ESR1	1.0	BioGRID+IntAct
ACTC1	FBXO30	1.0	BioGRID
ACTC1	FLII	1.0	BioGRID
ACTC1	GAPDH	1.0	BioGRID
ACTC1	GSN	1.0	BioGRID
ACTC1	HNRNPF	1.0	BioGRID
ACTC1	KHSRP	1.0	BioGRID
ACTC1	KLHL2	1.0	BioGRID
ACTC1	LARP7	1.0	BioGRID
ACTC1	LIMA1	1.0	BioGRID
ACTC1	LRRFIP1	1.0	BioGRID
ACTC1	MAPT	0.57	IntAct
ACTC1	MBIP	1.0	BioGRID
ACTC1	MEPCE	1.0	BioGRID
ACTC1	MYH10	1.0	BioGRID
ACTC1	MYO6	1.0	BioGRID
ACTC1	NPB	0.53	IntAct
ACTC1	PDCL3	1.0	BioGRID
ACTC1	PFN1	1.0	BioGRID
ACTC1	PFN2	1.0	BioGRID
ACTC1	PHACTR2	1.0	BioGRID+IntAct
ACTC1	PLEC	1.0	BioGRID
ACTC1	PLS3	1.0	BioGRID
ACTC1	POTEF	1.0	BioGRID
ACTC1	POTEI	1.0	BioGRID
ACTC1	PRPF3	1.0	BioGRID
ACTC1	SF3B1	1.0	BioGRID
ACTC1	SMARCA4	1.0	BioGRID
ACTC1	SMARCB1	1.0	BioGRID
ACTC1	SMARCC2	1.0	BioGRID
ACTC1	SMARCD1	1.0	BioGRID
ACTC1	SNRNP70	1.0	BioGRID
ACTC1	SPTAN1	1.0	BioGRID
ACTC1	SRCAP	1.0	BioGRID
ACTC1	SSB	1.0	BioGRID
ACTC1	STK4	1.0	BioGRID
ACTC1	TADA2A	1.0	BioGRID
ACTC1	TFIP11	1.0	BioGRID
ACTC1	TMOD3	1.0	BioGRID+IntAct
ACTC1	TMPO	1.0	BioGRID
ACTC1	TOPBP1	1.0	BioGRID
ACTC1	TPM1	1.0	BioGRID
ACTC1	TWF1	1.0	BioGRID
ACTC1	TWF2	1.0	BioGRID+IntAct
ACTC1	TXN	1.0	BioGRID
ACTC1	VASP	1.0	BioGRID
ACTC1	WASL	1.0	BioGRID
ACTC1	WIPF2	1.0	BioGRID
ACTC1	WTAP	1.0	BioGRID
ACTC1	YEATS2	1.0	BioGRID
ACTC1	YEATS4	1.0	BioGRID
ACTC1	ZZZ3	1.0	BioGRID
ACTG1	ACTL6A	1.0	BioGRID
ACTG1	ACTR1A	1.0	BioGRID
ACTG1	ACTR2	1.0	BioGRID
ACTG1	ACTR3	1.0	BioGRID
ACTG1	APOE	1.0	BioGRID
ACTG1	ARPC2	1.0	BioGRID
ACTG1	BCAP31	1.0	BioGRID
ACTG1	CAP1	1.0	BioGRID
ACTG1	CAP2	1.0	BioGRID+IntAct
ACTG1	CAPZA1	1.0	BioGRID
ACTG1	CAPZA2	1.0	BioGRID
ACTG1	CAPZB	1.0	BioGRID
ACTG1	CCNF	1.0	BioGRID
ACTG1	CDKN2A	1.0	BioGRID
ACTG1	CFL1	1.0	BioGRID
ACTG1	CFL2	1.0	BioGRID+IntAct
ACTG1	CFTR	0.48	IntAct
ACTG1	CORO1C	1.0	BioGRID
ACTG1	CTTN	1.0	BioGRID
ACTG1	DBN1	1.0	BioGRID
ACTG1	DCTN4	1.0	BioGRID
ACTG1	DSTN	1.0	BioGRID
ACTG1	EEF1A2	1.0	BioGRID
ACTG1	FLII	1.0	BioGRID
ACTG1	FLNA	1.0	BioGRID
ACTG1	FXR1	1.0	BioGRID
