nodeA	nodeB	weight	sources
A1CF	ACTMAP	0.56	IntAct
A1CF	SYNCRIP	1.0	BioGRID
A2ML1	GMCL1	0.53	IntAct
A2ML1	NPPA	0.53	IntAct
A2ML1	TBC1D22B	0.53	IntAct
A2ML1	UGT1A10	0.53	IntAct
A2ML1	ZSCAN12	0.53	IntAct
A4GALT	ABHD14A	0.53	IntAct
A4GALT	CANX	0.53	IntAct
A4GNT	ABHD14A	0.53	IntAct
A4GNT	ARF5	0.53	IntAct
A4GNT	DIPK1A	0.53	IntAct
A4GNT	FAM3C	0.53	IntAct
A4GNT	POTEF	0.53	IntAct
A4GNT	PRXL2A	0.53	IntAct
A4GNT	RNF167	0.53	IntAct
AADAT	SPACA3	0.53	IntAct
AAGAB	AMPH	0.53	IntAct
AAGAB	AP1G1	1.0	BioGRID+IntAct
AAGAB	AP1G2	1.0	BioGRID+IntAct
AAGAB	AP1S2	0.53	IntAct
AAGAB	AP2A1	1.0	BioGRID
AAGAB	AP2A2	1.0	BioGRID
AAGAB	AP2S1	1.0	BioGRID+IntAct
AAGAB	EDRF1	0.53	IntAct
AAGAB	FBXL14	0.53	IntAct
AAGAB	GML	0.53	IntAct
AAGAB	STX4	0.53	IntAct
AAGAB	STXBP3	0.53	IntAct
AAK1	AP1B1	1.0	BioGRID
AAK1	AP2A1	1.0	BioGRID
AAK1	AP2B1	1.0	BioGRID
AAK1	AP2M1	1.0	BioGRID+IntAct
AAK1	AP2S1	1.0	BioGRID+IntAct
AAK1	ATP13A2	1.0	BioGRID+IntAct
AAK1	CLTB	1.0	BioGRID
AAK1	HSPA5	1.0	BioGRID
AAK1	PLEC	1.0	BioGRID
AAK1	PRNP	1.0	BioGRID
AAK1	RALBP1	1.0	BioGRID+IntAct
AAK1	REPS1	1.0	BioGRID
AAK1	WNK1	1.0	BioGRID+IntAct
AAK1	ZYX	1.0	BioGRID
AAMP	BHLHE40	1.0	BioGRID
AAMP	GABARAPL2	0.55	IntAct
AAMP	MKLN1	0.51	IntAct
AAMP	RPL10	1.0	BioGRID
AAMP	TBXA2R	1.0	BioGRID
AAMP	VPS52	1.0	BioGRID
AANAT	BHLHE40	0.72	IntAct
AANAT	MDFI	0.72	IntAct
AANAT	YWHAZ	1.0	BioGRID
AAR2	C9ORF78	1.0	BioGRID
AAR2	CD2BP2	1.0	BioGRID
AAR2	CDK1	1.0	BioGRID
AAR2	CUL3	1.0	BioGRID
AAR2	DDX23	1.0	BioGRID+IntAct
AAR2	DHX38	1.0	BioGRID
AAR2	EAPP	1.0	BioGRID+IntAct
AAR2	ECD	1.0	BioGRID+IntAct
AAR2	EFTUD2	1.0	BioGRID+IntAct
AAR2	HADHA	1.0	BioGRID
AAR2	KLHL36	0.53	IntAct
AAR2	MYC	1.0	BioGRID
AAR2	PRPF19	1.0	BioGRID
AAR2	PRPF6	1.0	BioGRID
AAR2	PRPF8	1.0	BioGRID+IntAct
AAR2	PTGES3	1.0	BioGRID
AAR2	RUVBL1	1.0	BioGRID
AAR2	RUVBL2	1.0	BioGRID
AAR2	SLC25A4	1.0	BioGRID
AAR2	SNRNP200	1.0	BioGRID+IntAct
AAR2	SNRNP40	1.0	BioGRID+IntAct
AAR2	SNRPB	1.0	BioGRID
AAR2	SNRPD1	1.0	BioGRID
AAR2	SNRPD2	1.0	BioGRID
AAR2	SNRPE	1.0	BioGRID
AAR2	SNRPF	1.0	BioGRID
AAR2	SNRPN	1.0	BioGRID
AAR2	SRSF5	1.0	BioGRID
AAR2	TPM3	1.0	BioGRID
AAR2	TUBB2A	1.0	BioGRID
AAR2	ZNHIT2	1.0	BioGRID+IntAct
AARS1	CFTR	0.48	IntAct
AARS1	MAPT	0.53	IntAct
AARS1	VCAM1	0.53	IntAct
AARS2	ACAD9	1.0	BioGRID
AARS2	ALDH1B1	1.0	BioGRID
AARS2	CD70	0.53	IntAct
AARS2	CFTR	0.48	IntAct
AARS2	DLST	1.0	BioGRID
AARS2	EPHA1	0.64	IntAct
AARS2	FGL1	0.64	IntAct
AARS2	GRPEL1	1.0	BioGRID
AARS2	GRSF1	1.0	BioGRID
AARS2	HSCB	0.46	IntAct
AARS2	HSPD1	1.0	BioGRID
AARS2	IARS2	1.0	BioGRID
AARS2	MDH2	1.0	BioGRID
AARS2	MRPS24	1.0	BioGRID
AARS2	MTIF2	1.0	BioGRID
AARS2	NDUFS7	0.53	IntAct
AARS2	OXLD1	0.53	IntAct
AARS2	PDK1	1.0	BioGRID
AARS2	QRSL1	1.0	BioGRID
AARS2	RARS2	1.0	BioGRID
AARS2	RBM3	0.53	IntAct
AARS2	RPUSD4	1.0	BioGRID
AARS2	SCGB1D1	0.53	IntAct
AARS2	SDHA	1.0	BioGRID
AARS2	SSBP1	1.0	BioGRID
AARS2	SUCLG2	1.0	BioGRID
AARS2	TBRG4	1.0	BioGRID
AARS2	UQCRFS1	1.0	BioGRID
AARS2	YARS2	1.0	BioGRID
AARSD1	DYNLT1	1.0	BioGRID
AARSD1	DYRK1A	1.0	BioGRID
AARSD1	HECTD1	1.0	BioGRID
AARSD1	HSPB1	1.0	BioGRID
AARSD1	IRS4	1.0	BioGRID
AARSD1	MLF1	0.56	IntAct
AARSD1	SERPINH1	1.0	BioGRID
AARSD1	TAT	0.4	IntAct
AARSD1	TUBA1A	1.0	BioGRID
AASDHPPT	ANGPTL4	0.53	IntAct
AASDHPPT	CCNF	1.0	BioGRID
AASDHPPT	GLO1	1.0	BioGRID
AASDHPPT	POTEI	0.53	IntAct
AASDHPPT	PPP1R3C	0.53	IntAct
AASDHPPT	USP22	1.0	BioGRID+IntAct
AASS	VPS37D	0.53	IntAct
AATF	BTRC	1.0	BioGRID
AATF	FBL	1.0	BioGRID
AATF	FBXW11	1.0	BioGRID
AATF	HIPK2	1.0	BioGRID
AATF	KRR1	1.0	BioGRID
AATF	MAGED1	1.0	BioGRID
AATF	MAPT	1.0	BioGRID
AATF	MDM2	1.0	BioGRID
AATF	MPHOSPH10	1.0	BioGRID
AATF	MYC	1.0	BioGRID
AATF	NAT10	1.0	BioGRID
AATF	NGDN	1.0	BioGRID
AATF	NOL10	1.0	BioGRID
AATF	NOP2	1.0	BioGRID
AATF	NPM1	0.48	IntAct
AATF	NXF1	1.0	BioGRID
AATF	PARP1	1.0	BioGRID
AATF	POLR2J	1.0	BioGRID
AATF	RB1	1.0	BioGRID
AATF	RPF2	1.0	BioGRID
AATF	RPL10	1.0	BioGRID
AATF	RPL13	1.0	BioGRID
AATF	RPL13A	1.0	BioGRID
AATF	RPL31	1.0	BioGRID
AATF	RPS10	1.0	BioGRID
AATF	RPS19	1.0	BioGRID
AATF	RPS2	1.0	BioGRID+IntAct
AATF	RPS6	1.0	BioGRID
AATF	SP1	1.0	BioGRID
AATF	STAU1	1.0	BioGRID
AATF	STK4	1.0	BioGRID
AATF	TBL3	1.0	BioGRID
AATF	TP53	1.0	BioGRID
AATF	WDR36	1.0	BioGRID
AATK	ATAD3A	1.0	BioGRID
AATK	CDK5	1.0	BioGRID
AATK	CDK5R1	1.0	BioGRID
AATK	FBXW11	1.0	BioGRID
AATK	HSPA4L	1.0	BioGRID
AATK	HSPH1	1.0	BioGRID
AATK	NDUFA4	1.0	BioGRID
AATK	P4HA1	1.0	BioGRID
AATK	PPP1CA	1.0	BioGRID+IntAct
AATK	PPP1CB	1.0	BioGRID
AATK	PPP1CC	1.0	BioGRID
AATK	SLC25A11	1.0	BioGRID
AATK	STK39	1.0	BioGRID
AATK	TAB1	1.0	BioGRID
ABAT	ALDH7A1	1.0	BioGRID
ABAT	ASGR1	0.53	IntAct
ABAT	DSTN	1.0	BioGRID
ABAT	ETFA	1.0	BioGRID
ABAT	SOD2	1.0	BioGRID
ABCA3	ADGRG5	0.53	IntAct
ABCA3	CHRND	0.53	IntAct
ABCA3	MCOLN3	0.53	IntAct
ABCA3	RPN1	1.0	BioGRID
ABCA3	TCTN2	0.53	IntAct
ABCA3	TMEM9B	0.53	IntAct
ABCA3	TMPRSS12	0.53	IntAct
ABCA3	ZNRF4	0.53	IntAct
ABCB1	LGALS3	0.64	IntAct
ABCB1	RAB11A	1.0	BioGRID
ABCB1	SP1	1.0	BioGRID
ABCB1	USP7	1.0	BioGRID
ABCB10	CFTR	0.48	IntAct
ABCB10	DKK3	0.64	IntAct
ABCB10	KCNA5	0.53	IntAct
ABCB10	MIA2	0.64	IntAct
ABCB10	RNF170	0.53	IntAct
ABCB10	SLC24A5	1.0	BioGRID+IntAct
ABCB10	SNX4	0.53	IntAct
ABCB10	SYCE3	0.53	IntAct
ABCB10	TRDN	0.64	IntAct
ABCC2	NFKB1	1.0	BioGRID+IntAct
ABCC2	PDZK1	1.0	BioGRID
ABCC4	MPP1	1.0	BioGRID
ABCC4	PDZK1	1.0	BioGRID+IntAct
ABCC4	SNX27	1.0	BioGRID
ABCC5	ARF6	1.0	BioGRID
ABCC5	KRAS	1.0	BioGRID
ABCC5	NRAS	1.0	BioGRID
ABCC5	SCN3B	0.53	IntAct
ABCC5	TRDN	0.64	IntAct
ABCD1	AKAP1	1.0	BioGRID
ABCD1	APLNR	0.53	IntAct
ABCD1	MAS1	0.53	IntAct
ABCD1	PEX19	1.0	BioGRID
ABCD1	PEX3	1.0	BioGRID
ABCD1	SCN3B	0.64	IntAct
ABCD1	SLC15A1	0.53	IntAct
ABCD1	SLC27A2	1.0	BioGRID
ABCD1	VASN	0.64	IntAct
ABCD4	FAM234B	0.62	IntAct
ABCE1	ATG16L1	1.0	BioGRID
ABCE1	ATXN10	1.0	BioGRID
ABCE1	BRD4	1.0	BioGRID
ABCE1	CCNF	1.0	BioGRID
ABCE1	CFTR	0.48	IntAct
ABCE1	CIAO1	1.0	BioGRID
ABCE1	CUL3	1.0	BioGRID
ABCE1	DCP2	1.0	BioGRID
ABCE1	EIF3G	0.48	IntAct
ABCE1	EIF3H	1.0	BioGRID
ABCE1	EIF3J	1.0	BioGRID
ABCE1	GSPT1	1.0	BioGRID
ABCE1	HAX1	1.0	BioGRID
ABCE1	HEXB	1.0	BioGRID
ABCE1	HSPA8	1.0	BioGRID
ABCE1	MAP1B	1.0	BioGRID
ABCE1	MMS19	1.0	BioGRID
ABCE1	RPL4	1.0	BioGRID
ABCE1	SRP9	1.0	BioGRID
ABCE1	STAU1	1.0	BioGRID
ABCE1	SUCLG2	1.0	BioGRID
ABCF2	AHCYL1	0.53	IntAct
ABCF2	CCNF	1.0	BioGRID
ABCF2	CDK9	1.0	BioGRID
ABCF2	GNL1	0.53	IntAct
ABCF2	HSPA5	1.0	BioGRID
ABCF2	ISG15	1.0	BioGRID
ABCF2	MYC	1.0	BioGRID
ABCF2	PTGES2	0.53	IntAct
ABCF2	RPL10A	1.0	BioGRID
ABCF2	SNRPD2	1.0	BioGRID
ABCF2	SNW1	1.0	BioGRID
ABCF2	STK4	1.0	BioGRID
ABHD12	DPP9	0.4	IntAct
ABHD12	RPN2	1.0	BioGRID
ABHD14A	ADGRG5	0.53	IntAct
ABHD14A	CD1E	0.53	IntAct
ABHD14A	GABRG2	0.53	IntAct
ABHD14A	GGT7	0.53	IntAct
ABHD14A	IL13RA2	0.53	IntAct
ABHD14A	LIPG	0.53	IntAct
ABHD14A	SLC39A5	0.53	IntAct
ABHD14A	TCTN2	0.53	IntAct
ABHD15	DNAJB4	0.53	IntAct
ABHD15	HSPA2	0.53	IntAct
ABHD15	HSPA8	0.53	IntAct
ABHD15	STIP1	0.53	IntAct
ABHD16A	HTR3C	0.53	IntAct
ABHD16A	MCOLN3	0.53	IntAct
ABHD16A	RNF5	1.0	BioGRID
ABHD16A	SCNN1D	0.53	IntAct
ABHD16A	TBC1D9	0.64	IntAct
ABHD16A	TMEM147	1.0	BioGRID
ABHD18	APLNR	0.53	IntAct
ABHD18	BPNT1	0.53	IntAct
ABHD18	CD79A	0.53	IntAct
ABHD18	HSPD1	0.53	IntAct
ABHD18	PDCD1	0.53	IntAct
ABHD18	PRIMPOL	0.53	IntAct
ABHD18	SELENOO	0.53	IntAct
ABHD18	SLC2A12	0.53	IntAct
ABHD18	TOR1AIP2	0.53	IntAct
ABHD18	YBEY	0.53	IntAct
ABHD3	MAS1	0.53	IntAct
ABHD5	NRAS	0.53	IntAct
ABHD5	PNPLA2	1.0	BioGRID
ABHD5	SARAF	0.53	IntAct
ABHD5	SKAP2	0.53	IntAct
ABHD5	SNRK	0.4	IntAct
ABHD5	TMEM38B	0.53	IntAct
ABHD5	TRIM59	1.0	BioGRID+IntAct
ABHD5	ZPR1	0.53	IntAct
ABHD6	C5AR2	0.53	IntAct
ABHD6	NCS1	0.53	IntAct
ABI1	ABI2	1.0	BioGRID
ABI1	ABL1	1.0	BioGRID
ABI1	BAIAP2	1.0	BioGRID
ABI1	CACNA1A	1.0	BioGRID+IntAct
ABI1	CDK6	0.44	IntAct
ABI1	CTTN	1.0	BioGRID
ABI1	CYFIP1	1.0	BioGRID+IntAct
ABI1	CYFIP2	1.0	BioGRID
ABI1	EGFR	1.0	BioGRID
ABI1	ENAH	1.0	BioGRID
ABI1	EPS8	1.0	BioGRID
ABI1	EPS8L1	1.0	BioGRID
ABI1	EPS8L2	1.0	BioGRID
ABI1	EZR	1.0	BioGRID
ABI1	FGFR1	1.0	BioGRID
ABI1	HNRNPK	1.0	BioGRID
ABI1	HOMER3	1.0	BioGRID
ABI1	KTN1	1.0	BioGRID
ABI1	MAPT	0.42	IntAct
ABI1	NCK1	1.0	BioGRID
ABI1	NCK2	1.0	BioGRID
ABI1	NCKAP1	1.0	BioGRID+IntAct
ABI1	NHSL2	1.0	BioGRID
ABI1	PIK3R1	1.0	BioGRID
ABI1	RAC1	1.0	BioGRID
ABI1	SOS1	1.0	BioGRID
ABI1	VASP	1.0	BioGRID
ABI1	WASF1	1.0	BioGRID+IntAct
ABI1	WASF2	1.0	BioGRID
ABI1	YWHAG	1.0	BioGRID
ABI2	ABL1	1.0	BioGRID
ABI2	ABL2	1.0	BioGRID
ABI2	ARMC7	1.0	BioGRID
ABI2	BAIAP2	1.0	BioGRID
ABI2	BLOC1S6	1.0	BioGRID
ABI2	CCDC102B	1.0	BioGRID
ABI2	CCHCR1	1.0	BioGRID
ABI2	CRX	1.0	BioGRID
ABI2	CYFIP1	1.0	BioGRID
ABI2	CYFIP2	1.0	BioGRID
ABI2	EIF3H	1.0	BioGRID
ABI2	ENAH	1.0	BioGRID
ABI2	EPS8L1	1.0	BioGRID
ABI2	GCC1	1.0	BioGRID
ABI2	HGS	1.0	BioGRID
ABI2	HNRNPK	1.0	BioGRID
ABI2	HOMER3	1.0	BioGRID
ABI2	IFT20	1.0	BioGRID
ABI2	KIFC3	1.0	BioGRID
ABI2	KRT13	1.0	BioGRID
ABI2	KRT15	1.0	BioGRID
ABI2	KRT19	1.0	BioGRID
ABI2	KRT31	1.0	BioGRID
ABI2	LMO2	1.0	BioGRID
ABI2	MAPT	0.42	IntAct
ABI2	MRFAP1L1	1.0	BioGRID
ABI2	NCK1	1.0	BioGRID
ABI2	NCK2	1.0	BioGRID+IntAct
ABI2	NCKAP1	1.0	BioGRID
ABI2	NHSL2	1.0	BioGRID+IntAct
ABI2	NUP62	1.0	BioGRID
ABI2	PCM1	1.0	BioGRID
ABI2	PIN1	1.0	BioGRID+IntAct
ABI2	PPIF	1.0	BioGRID
ABI2	PRKAA1	1.0	BioGRID
ABI2	PRKAA2	1.0	BioGRID
ABI2	RAC1	1.0	BioGRID
ABI2	SCGN	1.0	BioGRID
ABI2	SDCBP	1.0	BioGRID
ABI2	STAM2	1.0	BioGRID
ABI2	TFIP11	1.0	BioGRID
ABI2	TRIM32	1.0	BioGRID+IntAct
ABI2	TRIP6	1.0	BioGRID
ABI2	VARS2	1.0	BioGRID
ABI2	VASP	1.0	BioGRID
ABI2	VCL	1.0	BioGRID
ABI2	WASF1	1.0	BioGRID
ABI2	WASF2	1.0	BioGRID
ABI2	WASF3	1.0	BioGRID
ABI2	WASL	1.0	BioGRID
ABI2	WIPF1	1.0	BioGRID
ABI2	YWHAZ	1.0	BioGRID
ABITRAM	POTEF	0.53	IntAct
ABITRAM	PUS10	0.74	IntAct
ABITRAM	TAOK1	0.53	IntAct
ABITRAM	TAOK2	0.53	IntAct
ABITRAM	ZHX2	0.53	IntAct
ABL1	ABL2	1.0	BioGRID
ABL1	ATM	1.0	BioGRID
ABL1	ATR	1.0	BioGRID
ABL1	BAG1	1.0	BioGRID
ABL1	BCAR1	1.0	BioGRID
ABL1	BCR	1.0	BioGRID
ABL1	BRCA1	1.0	BioGRID
ABL1	CASP9	1.0	BioGRID
ABL1	CAT	1.0	BioGRID
ABL1	CBL	1.0	BioGRID
ABL1	CRK	1.0	BioGRID
ABL1	CRKL	1.0	BioGRID
ABL1	CUL4A	1.0	BioGRID
ABL1	DOK2	1.0	BioGRID
ABL1	EGFR	1.0	BioGRID
ABL1	ERBB2	1.0	BioGRID
ABL1	ERBB3	1.0	BioGRID
ABL1	ERBB4	1.0	BioGRID
ABL1	GPX1	1.0	BioGRID
ABL1	GRB2	1.0	BioGRID
ABL1	HIPK2	1.0	BioGRID
ABL1	HSP90AA1	1.0	BioGRID
ABL1	HSP90AB1	0.4	IntAct
ABL1	HSPA4	1.0	BioGRID
ABL1	HSPA8	1.0	BioGRID
ABL1	INPPL1	1.0	BioGRID
ABL1	JUN	1.0	BioGRID
ABL1	LATS2	1.0	BioGRID
ABL1	LRRK1	1.0	BioGRID+IntAct
ABL1	MAPT	1.0	BioGRID
ABL1	MAVS	1.0	BioGRID
ABL1	MDM2	1.0	BioGRID
ABL1	MUC1	1.0	BioGRID
ABL1	NCK1	1.0	BioGRID
ABL1	NCKAP1	1.0	BioGRID
ABL1	NCOA3	1.0	BioGRID
ABL1	NEDD4	1.0	BioGRID
ABL1	NEDD9	1.0	BioGRID
ABL1	NFKBIA	1.0	BioGRID
ABL1	NTRK1	1.0	BioGRID
ABL1	PAG1	1.0	BioGRID
ABL1	PAK2	1.0	BioGRID
ABL1	PIK3R1	1.0	BioGRID
ABL1	PIK3R2	1.0	BioGRID
ABL1	PSMA7	1.0	BioGRID
ABL1	PSTPIP1	1.0	BioGRID
ABL1	PTPN1	1.0	BioGRID
ABL1	RAD51	1.0	BioGRID
ABL1	RAD9A	1.0	BioGRID
ABL1	RAPGEF1	1.0	BioGRID
ABL1	RB1	1.0	BioGRID
ABL1	RFX1	1.0	BioGRID
ABL1	RIN1	1.0	BioGRID
ABL1	RYBP	1.0	BioGRID
ABL1	SFN	1.0	BioGRID
ABL1	SHB	1.0	BioGRID
ABL1	SHC1	1.0	BioGRID
ABL1	SNCA	1.0	BioGRID
ABL1	SOCS3	1.0	BioGRID
ABL1	SORBS1	1.0	BioGRID
ABL1	SORBS2	1.0	BioGRID
ABL1	SPTAN1	1.0	BioGRID
ABL1	SQSTM1	1.0	BioGRID
ABL1	SRPK2	0.44	IntAct
ABL1	STK4	1.0	BioGRID
ABL1	STUB1	1.0	BioGRID
ABL1	TOPBP1	1.0	BioGRID
ABL1	TP53	1.0	BioGRID
ABL1	TP73	1.0	BioGRID
ABL1	UBASH3B	1.0	BioGRID
ABL1	UBC	1.0	BioGRID
ABL1	USP7	1.0	BioGRID
ABL1	VAV1	1.0	BioGRID
ABL1	WASF1	1.0	BioGRID
ABL1	WASF2	1.0	BioGRID
ABL1	XPO1	1.0	BioGRID
ABL1	XRCC6	1.0	BioGRID
ABL1	YAP1	1.0	BioGRID
ABL1	YBX1	1.0	BioGRID
ABL1	YTHDC1	1.0	BioGRID
ABL1	YWHAB	1.0	BioGRID
ABL1	YWHAE	1.0	BioGRID
ABL1	YWHAG	1.0	BioGRID
ABL1	YWHAH	1.0	BioGRID
ABL1	YWHAQ	1.0	BioGRID
ABL1	YWHAZ	1.0	BioGRID
ABL2	ALK	1.0	BioGRID
ABL2	CAT	1.0	BioGRID
ABL2	CDC37	1.0	BioGRID
ABL2	CDC42	1.0	BioGRID
ABL2	CRK	1.0	BioGRID+IntAct
ABL2	CUL4A	1.0	BioGRID
ABL2	EGFR	1.0	BioGRID
ABL2	ERBB2	1.0	BioGRID
ABL2	ERBB3	1.0	BioGRID
ABL2	ERBB4	1.0	BioGRID
ABL2	GPX1	1.0	BioGRID
ABL2	GRB2	1.0	BioGRID
ABL2	HSPA8	1.0	BioGRID+IntAct
ABL2	NCK1	1.0	BioGRID
ABL2	NCK2	0.64	IntAct
ABL2	NCKAP1	1.0	BioGRID
ABL2	PSMA7	1.0	BioGRID
ABL2	RAC1	1.0	BioGRID
ABL2	RIN1	1.0	BioGRID+IntAct
ABL2	SHC1	1.0	BioGRID
ABL2	SORBS2	1.0	BioGRID
ABL2	YWHAH	1.0	BioGRID
ABL2	YWHAZ	1.0	BioGRID
ABLIM1	ACTB	1.0	BioGRID
ABLIM1	BCO1	0.4	IntAct
ABLIM1	CASK	1.0	BioGRID
ABLIM1	FGFR1	1.0	BioGRID
ABLIM1	HSPA1A	1.0	BioGRID
ABLIM1	LDOC1	1.0	BioGRID
ABLIM1	MAPRE1	1.0	BioGRID
ABLIM1	MAPT	0.42	IntAct
ABLIM1	PRNP	1.0	BioGRID
ABLIM1	RICTOR	1.0	BioGRID
ABLIM1	SFN	1.0	BioGRID
ABLIM1	SQSTM1	1.0	BioGRID
ABLIM1	STK4	1.0	BioGRID
ABLIM1	VIM	1.0	BioGRID
ABLIM1	YWHAB	1.0	BioGRID
ABLIM1	YWHAE	1.0	BioGRID+IntAct
ABLIM1	YWHAG	1.0	BioGRID
ABLIM1	YWHAH	1.0	BioGRID
ABLIM1	YWHAQ	1.0	BioGRID
ABLIM1	YWHAZ	1.0	BioGRID
ABRAXAS1	ALDH6A1	0.53	IntAct
ABRAXAS1	BABAM1	0.64	IntAct
ABRAXAS1	LAMC1	0.53	IntAct
ABRAXAS1	PSMC5	0.53	IntAct
ABRAXAS1	RABGGTB	0.53	IntAct
ABRAXAS1	TEKT4	0.53	IntAct
ABRAXAS1	WTAP	0.53	IntAct
ABRAXAS2	ARRDC1	0.53	IntAct
ABRAXAS2	BABAM1	0.73	IntAct
ABRAXAS2	CYTIP	0.53	IntAct
ABRAXAS2	DEF6	0.53	IntAct
ABRAXAS2	LAMC1	0.53	IntAct
ABRAXAS2	ODF1	0.53	IntAct
ABRAXAS2	PSMC5	0.64	IntAct
ABRAXAS2	SHMT2	0.53	IntAct
ABRAXAS2	STK11	0.53	IntAct
ABRAXAS2	SUV39H1	0.53	IntAct
ABRAXAS2	TAFA4	0.53	IntAct
ABRAXAS2	THAP11	0.53	IntAct
ABT1	CA10	0.53	IntAct
ABT1	CACNG5	0.53	IntAct
ABT1	CSNK2B	1.0	BioGRID
ABT1	DDX24	1.0	BioGRID
ABT1	DDX47	1.0	BioGRID
ABT1	E4F1	0.53	IntAct
ABT1	FTSJ3	1.0	BioGRID
ABT1	KRR1	1.0	BioGRID
ABT1	MYC	1.0	BioGRID
ABT1	NAP1L5	0.53	IntAct
ABT1	NPM1	1.0	BioGRID+IntAct
ABT1	PRNP	0.44	IntAct
ABT1	RPS6	1.0	BioGRID
ABT1	STAU1	1.0	BioGRID
ABT1	TSPYL2	1.0	BioGRID
ABT1	UBE2O	1.0	BioGRID
ABT1	ZC3H18	1.0	BioGRID
ABTB2	CEP97	1.0	BioGRID
ABTB2	CUL3	1.0	BioGRID
ABTB2	DYNLT2B	0.53	IntAct
ABTB2	EEF1A1	1.0	BioGRID
ABTB2	HS1BP3	0.53	IntAct
ACAA1	CAT	1.0	BioGRID
ACAA1	GTF2E2	0.53	IntAct
ACAA1	KHDRBS2	0.53	IntAct
ACAA1	MRPL42	0.53	IntAct
ACAA1	PEX39	0.53	IntAct
ACAA1	PEX7	0.53	IntAct
ACACA	ACACB	1.0	BioGRID
ACACA	AKR1B10	1.0	BioGRID
ACACA	BRCA1	1.0	BioGRID
ACACA	CCNF	1.0	BioGRID
ACACA	CD274	1.0	BioGRID
ACACA	COPB1	1.0	BioGRID
ACACA	CSNK1A1	1.0	BioGRID
ACACA	CUL3	1.0	BioGRID
ACACA	EGLN3	1.0	BioGRID
ACACA	GRK2	0.53	IntAct
ACACA	HSPA1A	1.0	BioGRID
ACACA	HSPA8	1.0	BioGRID
ACACA	ILK	0.56	IntAct
ACACA	MYC	1.0	BioGRID+IntAct
ACACA	PRKAA1	1.0	BioGRID
ACACA	PSMB7	1.0	BioGRID
ACACA	PSMC6	1.0	BioGRID
ACACA	PSMD2	1.0	BioGRID
ACACA	RPS6KA1	1.0	BioGRID+IntAct
ACACA	SIK2	0.44	IntAct
ACACA	SIRT1	1.0	BioGRID
ACACA	STAU1	1.0	BioGRID
ACACA	TOPBP1	1.0	BioGRID
ACACA	ZRANB1	1.0	BioGRID
ACACB	CCNF	1.0	BioGRID
ACACB	HLCS	1.0	BioGRID
ACACB	RGS1	0.4	IntAct
ACACB	TOPBP1	1.0	BioGRID
ACAD10	APLNR	0.53	IntAct
ACAD10	BPNT1	0.53	IntAct
ACAD10	LPAR4	0.53	IntAct
ACAD10	MAS1	0.53	IntAct
ACAD10	NDUFA10	0.53	IntAct
ACAD10	NPY2R	0.53	IntAct
ACAD10	P2RY8	0.53	IntAct
ACAD10	PEX5	1.0	BioGRID
ACAD10	SLC2A12	0.53	IntAct
ACAD10	SQSTM1	1.0	BioGRID
ACAD10	TMEM108	0.53	IntAct
ACAD10	YBEY	0.53	IntAct
ACAD11	CD2BP2	1.0	BioGRID+IntAct
ACAD11	CDH5	0.53	IntAct
ACAD11	CNTN5	0.4	IntAct
ACAD11	DCAF8	0.64	IntAct
ACAD11	DUSP19	0.53	IntAct
ACAD11	FAM9A	0.53	IntAct
ACAD11	GPBP1L1	0.53	IntAct
ACAD11	GPR156	0.53	IntAct
ACAD11	GTSE1	1.0	BioGRID
ACAD11	HECTD1	1.0	BioGRID
ACAD11	HSPB8	0.53	IntAct
ACAD11	IL17RA	0.53	IntAct
ACAD11	KHDRBS2	0.53	IntAct
ACAD11	MED13L	1.0	BioGRID
ACAD11	MIER2	0.53	IntAct
ACAD11	MTMR4	1.0	BioGRID
ACAD11	NEMP1	0.64	IntAct
ACAD11	NR4A1	0.53	IntAct
ACAD11	PDYN	0.53	IntAct
ACAD11	PEX5	1.0	BioGRID
ACAD11	PTGES3	1.0	BioGRID
ACAD11	PTPN14	1.0	BioGRID
ACAD11	SART3	0.53	IntAct
ACAD11	SDF4	0.64	IntAct
ACAD11	SDHB	0.53	IntAct
ACAD11	TCL1B	0.53	IntAct
ACAD11	TMOD4	0.53	IntAct
ACAD11	TRAFD1	0.53	IntAct
ACAD11	TRAK2	0.53	IntAct
ACAD11	TRIM44	0.53	IntAct
ACAD11	TTC4	1.0	BioGRID
ACAD11	UBXN7	1.0	BioGRID
ACAD8	FAM161B	0.53	IntAct
ACAD8	FCGR1A	0.53	IntAct
ACAD8	VPS37D	0.53	IntAct
ACAD8	VSTM2A	0.4	IntAct
ACAD9	ASPH	0.64	IntAct
ACAD9	BPIFA2	0.53	IntAct
ACAD9	COA1	1.0	BioGRID+IntAct
ACAD9	COX4I1	1.0	BioGRID
ACAD9	DBT	1.0	BioGRID+IntAct
ACAD9	DLAT	1.0	BioGRID
ACAD9	ECSIT	1.0	BioGRID+IntAct
ACAD9	ERAL1	1.0	BioGRID
ACAD9	EVPL	0.53	IntAct
ACAD9	EYA2	1.0	BioGRID
ACAD9	FAF2	1.0	BioGRID
ACAD9	GLS	1.0	BioGRID
ACAD9	GRSF1	1.0	BioGRID
ACAD9	HSCB	1.0	BioGRID+IntAct
ACAD9	HSPD1	1.0	BioGRID
ACAD9	IVL	0.53	IntAct
ACAD9	MARVELD2	0.53	IntAct
ACAD9	MRPL1	1.0	BioGRID
ACAD9	NDUFA13	1.0	BioGRID+IntAct
